id	pmc3	soc3	ozc3	pmc2	soc2	ozc2	pmc1	soc1	ozc1
4308	21.82851	.026955	.12184	19.86565	.037881	.098309	25.99962	.056087	.106793
3166	22.91395	.039097	.117471	21.12533	.027443	.088081	23.42944	.034228	.110571
3946	21.52163	.023983	.131706	18.10058	.020271	.125675	29.71612	.032535	.108791
3490	21.86673	.030123	.119713	18.87238	.042896	.126915	20.15025	.032321	.138978
3634	22.07448	.031475	.119261	19.26891	.026812	.116674	22.39512	.047248	.125647
4966	23.17379	.03041	.108832	20.68398	.029639	.11244	20.30267	.027983	.113925
5327	22.56267	.033757	.095654	23.70895	.054817	.109466	21.376	.045367	.095333
3538	21.8622	.029979	.120753	22.07636	.046645	.133394	19.86795	.035425	.096609
4986	23.10161	.030346	.106952	20.28684	.046009	.114871	20.31495	.028473	.112037
5661	21.54286	.034561	.091092	23.85394	.062929	.105351	24.47369	.034771	.090717
5240	22.3704	.030427	.108337	19.51492	.046288	.114024	20.50843	.034185	.134287
3218	23.03483	.037039	.116626	24.15145	.047302	.105965	21.49396	.037809	.126337
4394	22.65843	.029547	.111577	23.5625	.039241	.105742	30.48204	.045398	.098405
4745	23.89589	.031136	.102874	24.80904	.045665	.119401	21.02628	.030202	.10977
3550	21.73304	.027989	.124336	18.82846	.025092	.124763	19.7333	.03622	.097352
5225	22.22527	.030877	.109725	22.63651	.048551	.125584	23.75267	.040184	.102786
3094	23.19678	.034478	.116177	20.4262	.027592	.108756	23.35137	.033714	.109232
4996	23.0771	.030323	.106922	20.26226	.046023	.114793	23.74778	.045816	.116253
4721	23.80638	.031081	.103071	24.69791	.045778	.119397	22.31351	.0362	.10288
3233	23.07621	.036532	.11649	24.24505	.046953	.106997	21.56343	.037269	.126593
3862	21.48186	.023272	.133401	18.46984	.048854	.146158	24.42825	.0402	.129737
4872	24.02991	.031144	.103619	21.59327	.031747	.110842	23.68133	.046389	.112603
4828	24.23466	.031117	.105002	22.84971	.035177	.103893	21.34251	.033512	.139728
3672	22.01197	.029607	.120443	20.06771	.034897	.09649	23.63186	.03917	.112017
2432	23.5548	.024518	.118574	20.63805	.023885	.111826	25.40273	.037449	.1214
5497	21.21318	.035005	.089183	23.7586	.045333	.103732	24.53063	.042537	.090518
4810	24.22989	.031129	.104825	21.45255	.044935	.116392	22.84223	.035236	.103929
4770	24.21323	.031202	.103787	21.2388	.030287	.111062	21.19593	.033755	.139911
4265	21.81986	.028163	.120714	22.02442	.047606	.13876	20.09808	.03317	.141728
3828	21.64711	.02618	.12742	21.79156	.047533	.144882	18.29617	.022301	.12354
4065	21.75253	.028597	.122408	18.7627	.043235	.131756	24.59057	.044379	.124773
3635	22.07798	.031461	.119238	22.40021	.047243	.125665	20.32485	.034846	.135736
5429	22.25088	.027096	.103733	20.52133	.035924	.098035	20.74122	.026083	.127832
4140	22.0489	.03106	.112703	22.37216	.040606	.12786	24.69825	.046855	.12046
5488	21.31521	.039971	.089866	20.66357	.050474	.086981	20.54921	.044514	.095844
4969	23.42057	.030646	.107296	20.59635	.04579	.115835	20.55021	.028519	.113194
5469	22.16831	.029124	.107725	22.62832	.03537	.122892	19.40549	.030862	.112
3229	22.95112	.038229	.117075	20.22644	.028068	.107642	23.43313	.034362	.110231
2829	23.39713	.029707	.116609	20.56156	.026167	.1102	20.45448	.044457	.112774
4689	23.74641	.031095	.102405	22.24067	.036457	.102825	23.06308	.037842	.099311
4149	22.06051	.031063	.112372	22.39036	.040382	.127453	23.7308	.044913	.106466
5391	21.7247	.064186	.092691	23.59918	.068403	.10871	21.32121	.030897	.117287
5308	23.0906	.032069	.095025	23.99386	.04844	.108978	20.52309	.047	.096128
5561	21.57753	.053912	.091783	23.65814	.061313	.107251	25.08826	.050712	.112026
5324	22.47492	.03402	.096448	20.33995	.033806	.102338	24.14975	.037122	.092036
4562	23.61303	.030784	.106927	24.42314	.04578	.122248	21.11501	.03345	.137311
2699	23.4141	.029128	.117099	25.07878	.041258	.117089	20.66313	.024201	.122468
5184	23.81028	.030835	.107941	20.94057	.045343	.117736	24.12406	.044713	.117188
2593	23.53405	.02281	.121453	20.87594	.020009	.127621	23.08134	.025703	.11022
3966	21.51582	.023868	.131957	18.50471	.048476	.144257	19.79054	.033005	.150343
3891	21.57043	.024484	.130258	18.55913	.048444	.141675	19.56446	.037584	.098614
4578	23.71764	.030826	.107405	24.5567	.045558	.122725	22.2149	.034772	.1014
5256	22.29977	.031919	.106871	20.55774	.040438	.096936	23.81543	.039998	.100549
5722	21.74686	.027018	.087628	21.30713	.055044	.079815	25.32377	.076912	.112792
3833	21.6582	.026458	.126982	18.31425	.022577	.123314	23.64522	.040566	.116291
4431	22.37121	.028937	.11285	22.75942	.047208	.128739	23.95722	.044889	.119733
5691	21.57786	.027001	.087808	22.3464	.048148	.100762	21.6334	.042171	.102889
3542	21.88674	.030305	.120044	19.03025	.027386	.118734	23.6496	.04093	.111733
4566	23.62871	.030795	.106814	20.80856	.045579	.11599	23.97053	.045374	.116041
3534	21.84237	.029698	.12149	18.60631	.025574	.120544	23.64526	.040402	.112697
3549	21.72929	.027931	.124433	19.72927	.036254	.097386	20.0023	.03323	.142733
4371	22.24529	.028492	.114904	20.36734	.037288	.098549	24.01732	.04444	.120779
4234	21.76575	.02777	.122361	19.79498	.038097	.098191	20.04762	.033034	.142866
2832	23.3718	.030393	.116282	20.43378	.045305	.112304	21.81327	.026861	.094903
4917	23.97643	.031085	.104189	24.87685	.045532	.120732	23.3553	.037577	.102266
5081	23.70955	.03085	.106366	24.5415	.045712	.121995	22.19798	.03529	.10167
3847	21.64003	.026191	.127506	21.78171	.0475	.145118	19.91149	.033248	.145808
3240	22.68468	.039315	.11745	23.42042	.048659	.100352	23.47302	.034392	.110593
5394	21.28212	.037186	.08971	20.53166	.042098	.095274	25.15046	.060444	.113027
3895	21.52078	.0238	.131892	18.54999	.021044	.135376	29.86954	.032031	.108905
4789	24.18371	.031178	.10397	21.21269	.030179	.111299	33.50307	.038326	.105663
4771	24.30775	.031194	.104349	21.79719	.031756	.114484	23.91413	.046185	.112922
4054	21.7746	.028989	.121646	19.79406	.037051	.097999	24.60107	.04461	.124455
4452	22.69268	.029731	.109198	23.20595	.046949	.124607	23.81959	.045557	.117755
3726	21.70578	.02671	.126051	21.87015	.047497	.142442	19.71263	.036556	.097715
5773	20.88165	.015959	.086477	19.32709	.029729	.076632	25.31562	.10884	.119753
3536	21.87299	.030136	.120694	18.86933	.04647	.125578	23.64528	.040462	.11218
5359	22.98369	.032437	.094362	20.64275	.03975	.093209	20.47398	.047672	.094473
4926	23.73822	.030951	.1046	20.99344	.045439	.114122	21.00728	.033746	.137946
4434	22.42314	.029013	.112757	23.57248	.039679	.106058	31.98737	.039509	.10106
3163	22.74432	.039924	.117946	20.03107	.028013	.107022	19.81137	.028	.120959
5682	21.31935	.024434	.087563	19.64597	.039796	.078741	20.58186	.041874	.08784
3956	21.52035	.023965	.131757	18.5094	.048406	.143991	19.79523	.033001	.150178
3910	21.53356	.023982	.131391	18.52271	.048505	.143498	23.64578	.040941	.119167
4294	21.7309	.025943	.125051	18.46551	.022747	.121833	24.23942	.042394	.125807
4990	23.08887	.030303	.107558	20.26103	.046044	.115462	20.28079	.028291	.112526
3938	21.57601	.024751	.12959	19.84922	.03304	.148519	25.94222	.058304	.108773
5759	20.86616	.015767	.086423	21.08744	.058936	.075233	25.3105	.106534	.11933
4115	22.07105	.030834	.111056	19.20125	.031442	.118287	23.77121	.044822	.105342
2523	23.52218	.023609	.120839	25.53519	.036419	.121092	23.8453	.031498	.11554
4688	23.71313	.031069	.102554	22.19985	.036471	.102652	26.31139	.051495	.109216
5109	23.29313	.030592	.105729	21.67685	.036395	.10079	32.6802	.038996	.101702
4503	23.42486	.030667	.108333	20.57413	.045828	.11669	21.84415	.035006	.100476
2494	23.53406	.023169	.121057	20.51097	.022791	.11153	22.09245	.021619	.0965
3129	23.29715	.032319	.11623	20.49486	.027026	.109373	21.96207	.032952	.128221
5221	22.27525	.031682	.107679	19.65956	.035908	.106729	19.46683	.045929	.112687
3145	23.2845	.032518	.116114	20.4935	.027126	.109394	20.48308	.025975	.120812
5512	21.16058	.031368	.088718	20.74424	.053057	.08281	24.55153	.040789	.089995
2826	23.40087	.029599	.116651	21.8585	.026334	.095135	22.16496	.030225	.128926
5351	22.66317	.033013	.097691	20.15991	.048322	.098801	20.26721	.033002	.103711
3057	23.28333	.032916	.116413	20.46738	.027102	.108975	24.76159	.044216	.112556
5490	21.35552	.042453	.090197	20.63209	.050054	.088029	21.43803	.034758	.110034
4328	22.06522	.028966	.115066	19.3086	.029567	.11574	22.35953	.047832	.131883
2804	23.3119	.031968	.116276	20.50386	.026916	.10947	23.30356	.032602	.108983
5423	22.2617	.02736	.103473	19.71664	.022487	.098128	31.52573	.040005	.095667
4572	23.57828	.045176	.104538	22.15559	.035049	.101388	23.53638	.037757	.104658
3420	23.44266	.06361	.103058	19.57882	.029963	.108606	20.3165	.032555	.093708
4803	23.85461	.04314	.104693	23.81826	.04625	.112771	33.51211	.038317	.105708
5385	22.61689	.046776	.089755	23.57783	.072296	.109205	20.41434	.045696	.099342
5609	23.05482	.037734	.07125	21.01608	.059798	.074231	26.43364	.068635	.061385
3562	22.56259	.047328	.102287	18.5838	.025159	.120896	31.45711	.039565	.100516
5608	23.07726	.037544	.071512	19.27234	.028123	.076223	21.03164	.059588	.074476
4491	23.44656	.044752	.103004	23.52171	.038034	.104308	23.97865	.045282	.116439
2192	24.09647	.039767	.108439	22.28446	.021921	.098603	23.96758	.030101	.114304
3723	22.3211	.042273	.102339	18.75739	.048206	.131744	18.4769	.023444	.122143
3121	24.06165	.07649	.107081	24.60587	.044832	.112273	21.83451	.034192	.127963
2288	24.07658	.041605	.108605	20.88607	.023599	.113239	22.30147	.022835	.098718
5019	23.43312	.044089	.102315	21.03936	.0304	.111931	26.61827	.054171	.107706
2364	24.06559	.047112	.107736	20.60987	.03791	.117181	23.1925	.027575	.109426
2532	24.13988	.048548	.107896	25.5244	.036547	.120911	20.5291	.037469	.116488
5345	22.99277	.035157	.08514	23.68848	.058137	.109538	21.36561	.047447	.096264
5010	23.49082	.043525	.102032	22.07089	.035715	.101568	23.83652	.045772	.115164
3985	21.78226	.031643	.102213	21.65044	.047665	.151566	23.64821	.041058	.118873
4222	22.03798	.035162	.099143	21.93056	.047328	.141218	24.51642	.044044	.124832
4988	23.10778	.041966	.099229	20.25285	.02827	.112463	20.76162	.033727	.13683
2697	24.04048	.060053	.107079	23.22501	.030362	.109121	23.96688	.037814	.118634
2311	24.09435	.044702	.108006	20.62442	.036708	.117834	23.90895	.031567	.115196
4916	23.682	.043365	.103278	23.9129	.03103	.104635	21.16166	.04527	.114785
3807	21.97628	.035614	.102185	18.66925	.022945	.130421	18.24248	.02202	.123984
2772	24.03408	.073313	.106919	23.26959	.032775	.116034	21.66049	.0277	.093567
4864	23.75448	.043019	.103288	21.59538	.031637	.111613	21.12177	.033744	.139099
4612	23.22524	.042161	.099431	20.44061	.045894	.114496	26.38829	.05358	.107114
5034	23.52432	.043363	.102027	22.14567	.035748	.10183	23.40787	.03796	.102613
4034	22.05107	.036044	.099671	21.90183	.046438	.141508	24.57737	.044086	.12513
4615	23.16827	.04188	.099069	23.83724	.046443	.121877	20.37017	.028591	.111879
5625	22.93625	.03836	.074143	21.83173	.051035	.10648	21.54593	.041191	.100417
5052	23.53473	.043393	.102139	24.51786	.045833	.121116	20.81109	.029258	.111902
5599	22.94096	.038732	.072238	19.28681	.029517	.076487	25.25865	.089414	.11675
3972	21.71644	.030247	.102585	18.49168	.048539	.144892	18.06672	.019912	.126118
3880	21.70292	.029907	.102778	18.51332	.020515	.136656	19.48034	.037898	.098896
3642	23.2791	.06275	.104025	22.27128	.03235	.117669	22.69208	.047113	.122177
3643	23.02144	.057316	.103457	19.08551	.049326	.120442	20.3226	.034726	.136097
3979	21.84815	.032936	.101718	21.70211	.047413	.149191	19.85748	.032858	.147911
5166	23.64667	.046243	.106122	24.5807	.045483	.122908	20.87909	.04546	.117159
2170	24.03267	.043651	.109123	20.89281	.037608	.119125	22.33873	.02526	.132417
2227	24.08676	.039992	.108402	20.85765	.023174	.11277	23.98134	.030415	.114402
5785	23.12265	.038688	.076727	22.305	.044151	.101654	26.767	.065177	.064757
4782	23.83295	.042697	.103276	21.73702	.03194	.111522	21.511	.044966	.114514
4156	22.54059	.039697	.09687	19.35938	.028224	.108777	19.1839	.031279	.118867
4809	23.94048	.043646	.107249	25.17781	.045168	.1221	23.94154	.046006	.113741
3135	24.06562	.077353	.107109	21.59317	.027898	.092904	23.34929	.033538	.109098
2342	24.11248	.043514	.108148	23.59882	.02269	.119603	29.63032	.035519	.111676
2859	24.03146	.075237	.106909	20.3	.049221	.109257	21.60247	.028041	.093312
2487	24.1699	.045156	.108246	20.50115	.022383	.11172	33.25641	.026991	.103107
4097	22.29844	.0386	.097642	18.96205	.038464	.124723	20.23311	.031286	.13766
5195	23.55675	.045334	.104438	22.10739	.035015	.101223	26.77514	.054564	.107844
3688	22.83994	.052576	.10295	22.03376	.030211	.120028	24.31866	.044134	.124674
3178	24.18731	.089674	.108018	21.34081	.02821	.090823	26.35248	.083925	.10842
2245	24.04285	.047313	.107719	20.86216	.021965	.124112	23.22239	.028064	.109248
3869	21.66413	.029148	.102962	21.56689	.047988	.155752	18.01082	.019089	.126906
4396	22.86518	.041685	.09956	23.17556	.046787	.126247	19.79433	.02709	.11455
2854	24.02065	.072768	.106845	23.26678	.032719	.115931	21.65705	.027808	.093694
4456	22.8627	.039786	.097064	19.89478	.046247	.115528	23.47205	.039267	.102597
2451	24.26304	.037141	.109267	20.48474	.020465	.113081	20.97793	.017251	.131352
4957	23.14837	.04392	.101065	21.35394	.035757	.099709	20.16956	.02776	.114059
3928	21.71006	.030011	.102612	21.6047	.047917	.154008	18.06513	.019724	.126182
2225	24.07674	.041142	.108582	20.78542	.03571	.119109	23.99817	.031278	.114833
5481	22.6683	.040102	.096764	19.51683	.028248	.104648	20.29267	.033893	.097338
5143	23.31325	.041873	.09911	24.15966	.046234	.120456	21.80283	.036423	.101166
3863	21.67338	.029347	.102909	18.49016	.020214	.137496	18.01966	.019218	.126781
3468	22.43179	.041694	.09991	21.89939	.030534	.118629	23.66982	.042309	.11071
3577	22.47345	.045775	.102406	18.90648	.025359	.122797	24.42353	.043416	.125931
2838	24.02687	.073449	.106879	20.48676	.02729	.109406	21.85044	.033569	.128368
4649	23.42589	.04132	.098454	24.45008	.046049	.118945	22.0635	.03656	.102144
3025	24.16191	.08419	.107706	20.40309	.027633	.108194	24.08984	.045018	.124083
3406	23.67229	.071928	.104453	22.37128	.035571	.114791	23.56603	.038226	.108639
5168	23.62328	.046026	.105686	24.54657	.04554	.122809	20.77435	.028561	.114494
3173	24.28301	.094972	.108695	23.36419	.034207	.109901	24.15676	.047407	.12655
4057	22.10118	.036934	.099698	21.92798	.045928	.140343	29.47485	.04511	.104203
3222	24.34788	.100105	.109321	20.0218	.056314	.100942	23.42772	.034336	.110263
4867	23.70541	.042636	.102038	22.54559	.035835	.103453	21.04109	.033838	.139037
4701	23.55293	.041876	.099739	24.68202	.0458	.119275	20.8673	.033992	.13845
3058	24.08638	.075	.107203	20.46555	.027064	.108929	20.34658	.048525	.109057
3409	23.74278	.074386	.104821	20.67097	.035822	.128423	26.13559	.07264	.106681
5357	22.99826	.036491	.085989	23.63844	.049747	.111527	29.56277	.052996	.084215
4643	23.42428	.041403	.098581	23.59618	.030971	.103079	22.05592	.036531	.102096
2739	24.02884	.065797	.106929	21.81199	.026569	.094587	23.26994	.0317	.108985
5128	23.43958	.042941	.100977	20.71438	.029168	.111619	20.956	.033725	.137421
4859	23.75173	.04309	.103415	21.12862	.033727	.139034	23.35645	.037499	.10232
3968	21.73347	.030498	.102384	18.54599	.0212	.135336	18.09344	.020166	.125774
4232	22.00619	.034686	.099474	21.89857	.047448	.142386	18.48843	.024596	.120852
5158	23.54107	.046897	.105111	21.07162	.029786	.114293	21.19246	.033224	.136785
5263	22.78526	.037058	.08869	23.19813	.051374	.116064	23.94374	.039054	.096129
3678	22.83279	.052212	.102897	20.10357	.034522	.096135	24.31349	.044103	.124581
4020	22.05132	.035607	.099175	18.53368	.025606	.120239	20.04092	.032725	.142789
3917	21.8319	.031992	.101506	18.6511	.022588	.131896	24.35685	.041537	.127704
3721	22.30474	.041967	.102332	23.64182	.040101	.114792	24.36175	.042743	.126293
3364	24.06359	.087939	.107059	19.76189	.028806	.107758	24.43979	.0477	.126467
5114	23.28681	.042193	.099528	23.33743	.030632	.105662	24.07999	.046261	.121084
3064	24.09527	.077412	.107269	20.31894	.049433	.108365	23.30702	.033148	.109168
4876	23.71408	.042584	.101988	24.93392	.045505	.120136	23.26398	.037521	.10136
4664	23.3106	.041681	.098824	20.62622	.029298	.110657	23.29409	.038364	.100871
2773	24.02844	.072632	.106888	24.68352	.044179	.113688	24.07087	.042673	.121664
5170	23.64202	.046753	.106318	24.5575	.045441	.123035	20.8464	.045483	.117348
4427	22.88275	.041137	.098905	23.24765	.046804	.125294	20.96501	.036659	.099286
2937	24.04545	.056428	.107193	20.56842	.025062	.110699	23.20858	.029571	.109208
4414	22.8806	.040684	.098342	23.27021	.046841	.124721	26.23978	.054396	.106114
4944	23.59994	.043129	.10219	24.66417	.045731	.120732	20.91462	.029557	.111434
4671	23.46991	.041829	.09938	23.1972	.038004	.100281	30.87611	.048141	.091892
5726	23.14453	.037823	.073523	21.59114	.046451	.092865	26.41228	.069227	.060799
3955	21.73911	.030612	.102334	19.51028	.037887	.098816	29.71616	.032525	.108796
2558	24.18288	.043975	.108354	20.48785	.022087	.111777	20.89908	.019375	.12846
3051	24.09471	.075448	.107245	24.79386	.044157	.112326	20.34464	.048605	.108883
3394	23.68921	.074626	.105142	22.26946	.035357	.116245	19.28869	.050857	.109936
4711	23.57597	.042135	.100296	21.40777	.031757	.108844	24.70604	.045762	.119572
4027	22.03831	.035399	.099279	18.86367	.026995	.124177	20.03089	.032776	.143082
5338	23.17543	.035052	.08196	24.05177	.055984	.105577	21.29595	.038908	.119284
4679	23.47575	.041539	.098924	21.27852	.03184	.107542	20.9946	.045474	.112228
4850	23.78457	.043307	.104232	21.60575	.031534	.11249	21.11842	.029908	.111617
2833	23.99583	.065285	.106763	24.87757	.042635	.116183	21.79887	.027014	.094834
4807	24.02308	.043789	.109196	24.0047	.045937	.114093	31.47527	.048535	.098882
5172	23.55273	.045857	.104752	20.76179	.045614	.116744	24.05453	.045028	.1168
4496	23.16622	.044693	.101573	20.5191	.029245	.11294	20.15837	.046245	.11744
2781	24.03136	.068103	.106921	20.40371	.046331	.111214	23.2851	.032133	.108975
5299	23.1384	.036155	.085815	23.06458	.031961	.096036	20.68647	.037323	.095591
2726	24.0517	.059923	.107139	20.53934	.025433	.110252	23.95628	.03756	.118562
4372	22.49849	.03841	.098458	20.35867	.033551	.1391	23.59879	.03993	.107369
4845	23.77981	.042924	.103323	21.14452	.030114	.110969	33.37259	.038422	.105035
2678	24.05793	.06892	.107057	24.93297	.042845	.114639	20.40221	.046361	.110865
2771	24.03113	.073172	.106902	23.26934	.032756	.116013	24.07411	.042832	.121789
5642	22.9332	.037181	.077783	23.91304	.044707	.102521	20.52724	.039679	.092118
3683	22.9505	.054865	.103154	19.30646	.026629	.117462	26.11621	.065583	.107409
5198	23.57067	.045497	.104707	20.8105	.045564	.11657	26.79394	.054621	.107848
3733	22.11191	.037867	.1022	18.77472	.023411	.128191	18.68007	.048178	.135666
2723	24.04919	.059976	.107125	20.54172	.025464	.110263	22.32913	.028958	.128612
5340	23.19347	.034955	.081649	20.48547	.050003	.088299	20.6417	.05297	.089624
4363	22.6455	.039814	.098885	19.75653	.028153	.114831	20.57422	.03693	.098759
3167	24.42858	.105075	.110042	20.17813	.028063	.107292	21.30472	.040014	.124773
5468	22.60524	.038787	.095408	22.16619	.029177	.107812	19.39973	.030859	.112047
3818	22.28615	.041899	.102257	18.82103	.024523	.125435	29.86807	.041884	.106549
2504	24.15449	.046231	.10812	25.56874	.035889	.121725	22.76945	.023341	.128496
2307	24.0574	.047069	.107737	20.68686	.023972	.112106	23.20353	.027731	.10936
5395	22.82045	.04052	.08168	19.53936	.047799	.080563	27.17719	.057529	.076971
3411	23.7153	.073375	.104663	19.66329	.029498	.108153	23.55824	.038042	.108633
4735	23.65147	.042287	.100962	24.84521	.045614	.119723	20.96203	.033919	.138905
4790	23.85274	.043066	.104481	21.7144	.031763	.112611	23.38327	.037292	.102647
4390	22.83356	.042042	.099984	23.08391	.046801	.127171	26.26879	.056125	.106471
2696	24.04063	.062836	.10703	20.45491	.04413	.112648	22.2424	.029975	.128553
4158	22.55632	.039652	.096748	22.45901	.039105	.126039	23.74479	.045495	.105585
5492	22.79441	.041351	.081133	19.51014	.045064	.079918	20.54221	.043772	.094417
4929	23.52426	.042901	.10134	20.94406	.045483	.114077	23.35126	.037954	.101933
3647	23.24735	.063267	.104123	22.15445	.0324	.11844	20.40029	.035262	.13421
4264	22.09478	.035236	.098408	19.86111	.038215	.098125	18.65644	.025337	.119175
4207	22.12705	.035912	.098012	19.88073	.038281	.098038	23.69755	.041164	.110899
5255	22.6722	.037258	.090607	22.39914	.032124	.104756	20.70792	.040757	.096628
3402	23.55421	.067732	.103781	22.33482	.035105	.114595	29.77747	.059356	.1046
4610	23.21405	.042106	.099356	23.92488	.046369	.121659	23.74641	.045856	.115817
2835	24.03132	.075032	.106907	24.5685	.044778	.112928	21.60852	.028011	.093341
4497	23.2182	.04483	.101813	24.02657	.044959	.117768	32.65821	.038699	.101815
4847	23.79991	.042846	.103335	24.12607	.031179	.10366	26.75471	.051553	.111138
2756	24.02782	.066579	.106915	24.92336	.042591	.115579	21.79744	.02671	.094488
2180	24.10973	.039491	.108498	20.80474	.02277	.11284	23.19485	.025542	.109604
5554	22.71519	.043852	.08756	21.35679	.032879	.11511	25.08492	.050527	.112131
4217	22.07801	.03567	.098709	21.97456	.047216	.139746	24.53717	.044492	.1243
2453	24.22737	.039611	.10889	20.95068	.018118	.130054	23.04976	.023543	.110901
2651	24.06816	.066595	.107119	25.03919	.042085	.115286	22.23591	.030831	.127976
5116	23.27146	.042183	.099496	21.70098	.036323	.100827	20.83748	.033791	.136993
16489	23.99069	.073199	.106683	23.22678	.033087	.115625	20.48377	.027491	.10961
5646	22.91333	.038022	.077538	20.75124	.055648	.080559	25.20107	.068116	.114192
3299	24.50192	.109486	.110743	23.5966	.048897	.098684	23.47948	.034082	.110899
3604	22.9092	.055343	.103297	22.25308	.047277	.128288	24.3606	.044425	.12521
5002	23.47677	.043446	.101845	23.59107	.03081	.10574	20.7287	.029068	.112106
2260	24.03737	.047464	.107709	20.63895	.038411	.117212	22.4373	.025458	.130275
5009	23.46432	.043507	.10185	22.01959	.03574	.101428	21.00819	.033634	.137384
3276	24.50978	.109956	.110821	19.9692	.028018	.107062	26.24351	.099225	.109912
2733	24.0344	.065705	.106959	20.52887	.026316	.10982	20.42869	.045338	.111868
5005	23.46071	.043337	.101613	20.78913	.045611	.114723	26.58054	.053425	.108069
5264	22.77638	.037088	.08884	20.89384	.042225	.096291	24.66299	.051595	.115408
2993	24.13787	.08119	.107508	23.23059	.034368	.116399	29.71504	.062691	.108114
3119	24.05532	.076226	.107045	21.6106	.027862	.093094	24.08666	.043603	.122472
2176	24.11434	.039466	.108529	20.9957	.02002	.125792	23.94292	.029591	.114159
5347	22.87341	.03645	.087255	20.09167	.046622	.095591	21.09621	.044778	.096363
4500	23.35869	.045667	.102963	20.41657	.028046	.114373	23.56085	.038107	.105189
5080	23.58368	.044498	.103939	24.54172	.045711	.121997	22.19822	.035289	.10167
4483	23.01359	.042041	.099469	23.48305	.046618	.124119	21.17991	.036384	.099618
3124	24.04509	.071698	.10698	21.71165	.027274	.093732	21.98562	.032799	.128199
5132	23.46005	.042794	.100859	24.41021	.04597	.120711	23.72206	.046049	.114588
2507	24.1401	.048063	.107958	20.85503	.020622	.126769	23.85072	.031619	.11558
4143	22.5083	.039828	.097221	19.30548	.028668	.110274	20.12568	.035442	.097484
3541	22.59607	.046638	.101559	19.0301	.02727	.118782	23.64763	.040744	.11182
3919	21.83671	.032045	.101489	19.59667	.037844	.098648	31.27138	.039961	.107257
3765	21.936	.03451	.101028	21.77546	.047002	.146063	23.65979	.041349	.116086
3650	23.47806	.06956	.10488	19.49738	.027588	.113202	19.27987	.050987	.113917
2196	24.10287	.039563	.108452	20.81905	.022873	.112787	22.6365	.022228	.130439
4061	22.10492	.036882	.099464	23.68177	.041925	.112795	29.45532	.045443	.103904
5267	22.90994	.036614	.086645	23.46304	.052188	.11265	20.20062	.033104	.104135
5709	23.29651	.034622	.07714	19.77161	.047238	.08007	22.19257	.049642	.101299
2517	24.25955	.037631	.109207	25.79127	.032613	.12459	23.76711	.025737	.112764
2934	24.04254	.057076	.10716	21.9534	.024998	.095717	23.21323	.029743	.10918
2449	24.2633	.037129	.109269	25.79861	.032466	.124767	20.97806	.017246	.131361
2458	24.181	.043804	.108383	20.50515	.02211	.111963	26.26126	.044241	.108366
5148	23.32872	.041871	.099128	20.98742	.031157	.108691	23.61006	.046249	.114671
5706	23.29375	.034902	.076729	19.72085	.04535	.079666	22.20549	.04942	.101872
4435	22.64785	.039431	.098331	19.78434	.028502	.114036	20.6007	.037102	.098785
3797	22.05493	.037166	.102045	18.6338	.047558	.136601	23.64731	.040775	.116401
2205	24.09936	.039961	.108504	22.28509	.021942	.098592	22.61714	.022454	.130571
3214	24.25323	.094041	.108531	20.0812	.054744	.103089	20.1411	.027586	.120253
5487	22.73933	.042572	.084335	20.63288	.049481	.088755	24.4798	.047022	.091712
4733	23.59396	.041904	.099948	24.76687	.045715	.119257	20.87972	.034001	.138744
2825	24.0139	.063602	.10688	20.55446	.026233	.110113	20.44684	.04473	.112542
3571	22.63486	.049279	.102676	22.06643	.047241	.133038	29.88732	.046872	.105907
3032	24.12179	.079966	.107433	20.29896	.050194	.107531	24.0692	.044009	.123144
2444	24.28929	.035439	.109554	25.84218	.031781	.125378	23.01576	.021867	.11156
2968	24.00755	.060074	.106916	25.05825	.041162	.117764	22.2082	.029513	.129128
3086	24.13123	.083673	.107554	20.39954	.027731	.108566	24.11579	.045288	.124122
4089	22.39191	.038961	.096548	19.08261	.035998	.121226	20.34126	.030737	.135316
4750	23.45926	.041372	.098613	24.52067	.045982	.118867	20.87009	.030029	.109464
5412	22.41764	.038524	.095146	22.41299	.045528	.1279	20.19535	.038374	.097698
2209	24.0903	.040583	.108549	22.58136	.022843	.13078	23.97661	.030669	.114598
4932	23.67007	.042907	.102321	22.45625	.03578	.102992	23.32358	.037652	.101871
4855	23.72875	.042819	.102618	21.31243	.045154	.11421	23.698	.046347	.112779
5252	22.65705	.037245	.090965	20.64131	.034686	.131059	24.46693	.049385	.11686
5475	22.62145	.038738	.095462	19.37694	.025299	.114936	20.35197	.035295	.097685
5531	22.84091	.040325	.076869	21.04116	.025095	.087832	21.52021	.039607	.101818
3505	22.31441	.040294	.100121	18.8379	.042666	.128316	24.58337	.044425	.124182
5621	22.91793	.03871	.07474	23.88951	.032403	.101268	20.49837	.042778	.089445
5498	22.79087	.041455	.082039	21.26925	.037812	.089603	21.46045	.036017	.10834
2539	24.16483	.045794	.108164	22.80841	.02301	.128236	33.24631	.027166	.102818
3423	23.55126	.067987	.103871	19.33982	.048641	.111259	24.50623	.04612	.124125
3034	24.1115	.078381	.107358	20.31567	.049642	.108008	20.45949	.026313	.120875
5369	23.12707	.035888	.083536	20.52439	.033259	.101648	26.06282	.045397	.095324
2952	24.01331	.059187	.106965	25.09309	.040866	.118015	23.98713	.038001	.118539
