2898.971	1609.884	-2100.154	-2100.154	6276.892
2898.971	1609.884	-2100.154	-2100.154	6276.892
2898.971	1609.884	-2100.154	-2100.154	6276.892
2898.971	1609.884	-2100.154	-2100.154	6276.892
2898.971	1609.884	-2100.154	-2100.154	6276.892
6885.056	1207.413	606.711	-55397.38	71212.53
6885.056	1207.413	606.711	-55397.38	71212.53
6885.056	1207.413	606.711	-55397.38	71212.53
6885.056	1207.413	606.711	-55397.38	71212.53
6885.056	1207.413	606.711	-55397.38	71212.53
500	0	-11667.52	-11667.52	0
500	0	-11667.52	-11667.52	0
500	0	-11667.52	-11667.52	0
500	0	-11667.52	-11667.52	0
500	0	-11667.52	-11667.52	0
1811.857	1609.884	0	0	1609.884
1811.857	1609.884	0	0	1609.884
1811.857	1609.884	0	0	1609.884
1811.857	1609.884	0	0	1609.884
1811.857	1609.884	0	0	1609.884
2898.971	3219.769	-1079.087	-1079.087	3219.769
2898.971	3219.769	-1079.087	-1079.087	3219.769
2898.971	3219.769	-1130.473	-1130.473	3219.769
2898.971	3219.769	-1040.549	-1040.549	3219.769
2898.971	3219.769	-1040.549	-1040.549	3219.769
2898.971	12637.59	-8526.896	-8526.896	12637.59
2898.971	12637.59	-8526.896	-8526.896	12637.59
2898.971	12637.59	-8526.896	-8526.896	12637.59
2898.971	12637.59	-8526.896	-8526.896	12637.59
2898.971	12637.59	-8526.896	-8526.896	12637.59
1449.485	0	280.0204	280.0204	0
1449.485	0	280.0204	280.0204	0
1449.485	0	280.0204	280.0204	0
1449.485	0	280.0204	280.0204	0
1449.485	0	280.0204	280.0204	0
5435.57	8049.422	-7935.114	-12602.12	24383.95
5435.57	8049.422	-10035.27	-14702.28	24383.95
5435.57	8049.422	-3268.106	-7935.114	24383.95
5435.57	8049.422	36401.46	31734.45	24383.95
5435.57	8049.422	34067.95	29400.95	24383.95
1087.114	0	25.66854	25.66854	0
1087.114	0	25.66854	25.66854	0
1087.114	0	25.66854	25.66854	0
1087.114	0	25.66854	25.66854	0
1087.114	0	25.66854	25.66854	0
5435.57	4829.653	-3000	-40256.54	4829.653
5435.57	4829.653	-3000	-38971.91	4829.653
5435.57	4829.653	-3000	-37687.29	4829.653
5435.57	4829.653	-3000	-37687.29	4829.653
5435.57	4829.653	-3000	-38971.91	4829.653
12500	4829.653	-2566.854	-2566.854	102836.8
12500	4829.653	-2566.854	-2566.854	116837.8
12500	4829.653	-2566.854	-2566.854	77168.27
12500	4829.653	-2566.854	-2566.854	65500.75
12500	4829.653	-2566.854	-2566.854	100503.3
500	0	50000	245221.5	0
500	0	50000	72212.46	0
500	0	50000	122986.8	0
500	0	4889.385	4889.385	0
500	0	50000	160597.5	0
3898.635	2604.726	5566.377	5566.377	2604.726
3898.635	2604.726	2990.047	2990.047	2604.726
3898.635	2604.726	5754.43	5754.43	2604.726
3898.635	2604.726	6694.697	6694.697	2604.726
3898.635	2604.726	3591.818	3591.818	2604.726
6172.839	6193.459	-1411.195	-1411.195	6193.459
6172.839	6193.459	-1411.195	-1411.195	6193.459
6172.839	6193.459	-1411.195	-1411.195	6193.459
6172.839	6193.459	-1411.195	-1411.195	6193.459
6172.839	6193.459	-1411.195	-1411.195	6193.459
500	0	0	0	0
500	0	0	0	0
500	0	0	0	0
500	0	0	0	0
500	0	0	0	0
5523.067	29086.11	-19065.88	-19065.88	29086.11
5523.067	29086.11	-20194.2	-20194.2	29086.11
5523.067	29086.11	-27496.14	-27496.14	29086.11
5523.067	29086.11	-19630.04	-19630.04	29086.11
5523.067	29086.11	-19065.88	-19065.88	29086.11
3248.863	1302.363	0	0	1302.363
3248.863	1302.363	2820.799	2820.799	1302.363
3248.863	1302.363	0	0	1302.363
3248.863	1302.363	3761.065	3761.065	1302.363
3248.863	1302.363	0	0	1302.363
3898.635	9984.782	-8543.777	-8543.777	9984.782
3898.635	9984.782	-8543.777	-8543.777	9984.782
3898.635	9984.782	-8543.777	-8543.777	9984.782
3898.635	9984.782	-8543.777	-8543.777	9984.782
3898.635	9984.782	-8543.777	-8543.777	9984.782
1624.431	3328.261	3234.517	3234.517	3328.261
1624.431	3328.261	3234.517	3234.517	3328.261
1624.431	3328.261	3234.517	3234.517	3328.261
1624.431	3328.261	3234.517	3234.517	3328.261
1624.431	3328.261	3234.517	3234.517	3328.261
12500	8393.006	46391.12	46391.12	8393.006
12500	8393.006	50000	57674.31	8393.006
12500	8393.006	50000	91523.91	8393.006
12500	8393.006	50000	57674.31	8393.006
12500	8393.006	50000	65196.45	8393.006
500	2966.493	-3404.192	-3404.192	2966.493
500	2966.493	-3404.192	-3404.192	2966.493
500	2966.493	-3404.192	-3404.192	2966.493
500	2966.493	-3404.192	-3404.192	2966.493
500	2966.493	-3404.192	-3404.192	2966.493
2079.272	23586.58	-9710.563	-9710.563	23586.58
2079.272	23586.58	-9052.376	-9052.376	23586.58
2079.272	23586.58	-8206.137	-8206.137	23586.58
2079.272	23586.58	-9710.563	-9710.563	23586.58
2079.272	23586.58	-9616.536	-9616.536	23586.58
6822.612	2025.898	-1918.144	-1918.144	4658.644
7472.385	2025.898	-1410.399	-1410.399	4846.697
7147.499	2025.898	-1617.258	-1617.258	4658.644
7797.271	2025.898	-2012.17	-2012.17	4470.591
7147.499	2025.898	-1786.506	-1786.506	5222.804
974.6589	2604.726	940.2664	940.2664	2604.726
3183.886	2604.726	940.2664	940.2664	2604.726
1591.943	2604.726	940.2664	940.2664	2604.726
1949.318	2604.726	940.2664	940.2664	2604.726
1007.148	2604.726	940.2664	940.2664	2604.726
8122.157	4485.917	14912.63	14912.63	4485.917
8122.157	4485.917	3817.481	3817.481	4485.917
8122.157	4485.917	1203.541	1203.541	4485.917
8122.157	4485.917	10211.29	10211.29	4485.917
8122.157	4485.917	9271.026	9271.026	4485.917
4873.294	2460.019	377.9871	377.9871	2460.019
4873.294	2460.019	377.9871	377.9871	2460.019
4873.294	2460.019	377.9871	377.9871	2460.019
4873.294	2460.019	377.9871	377.9871	2460.019
4873.294	2460.019	377.9871	377.9871	2460.019
552.3067	795.8885	21720.15	21720.15	795.8885
552.3067	795.8885	21155.99	21155.99	795.8885
552.3067	795.8885	21532.1	21532.1	795.8885
552.3067	795.8885	23976.79	23976.79	795.8885
552.3067	795.8885	21738.96	21738.96	795.8885
1828.376	9057.571	5421.347	5421.347	9057.571
500	1284.283	0	0	1284.283
500	1284.283	0	0	1284.283
500	1284.283	0	0	1284.283
500	1284.283	0	0	1284.283
500	1284.283	0	0	1284.283
500	0	823.913	823.913	0
500	0	823.913	823.913	0
500	0	823.913	823.913	0
500	0	823.913	823.913	0
500	0	823.913	823.913	0
12500	39204.41	-3000	-30113.4	39204.41
12500	39204.41	-3000	-30113.4	39204.41
12500	39204.41	-3000	-30113.4	39204.41
12500	39204.41	-3000	-30113.4	39204.41
12500	39204.41	-3000	-30113.4	39204.41
1523.647	2163.002	494.3478	494.3478	2163.002
1523.647	2163.002	494.3478	494.3478	2163.002
1523.647	2163.002	494.3478	494.3478	2163.002
1523.647	2163.002	494.3478	494.3478	2163.002
1523.647	2163.002	494.3478	494.3478	2163.002
2133.106	17304.02	-13819.05	-13819.05	17304.02
2133.106	17304.02	-13819.05	-13819.05	17304.02
2133.106	17304.02	-13819.05	-13819.05	17304.02
2133.106	17304.02	-13819.05	-13819.05	17304.02
2133.106	17304.02	-13819.05	-13819.05	17304.02
1980.741	0	2306.956	2306.956	0
1980.741	0	2306.956	2306.956	0
1980.741	0	2306.956	2306.956	0
1980.741	0	2306.956	2306.956	0
1980.741	0	2306.956	2306.956	0
2437.835	13383.58	-7056.27	-7056.27	13383.58
2437.835	13383.58	-6743.183	-6743.183	13383.58
2437.835	13383.58	-6759.661	-6759.661	13383.58
2437.835	13383.58	-6957.4	-6957.4	13383.58
2437.835	13383.58	-6924.444	-6924.444	13383.58
3047.294	0	-49.43478	-49.43478	0
3047.294	0	-49.43478	-49.43478	0
3047.294	0	-49.43478	-49.43478	0
3047.294	0	-49.43478	-49.43478	0
3047.294	0	-49.43478	-49.43478	0
548.5129	0	329.5652	329.5652	0
1066.553	0	0	0	0
853.2423	0	0	0	0
1919.795	0	0	0	0
8227.693	2027.815	9639.781	9639.781	2027.815
8227.693	2027.815	10298.91	10298.91	2027.815
