"Product" "Country" "Import" "Price2" "WMFN" "MFN" "WBND" "BND" "Sigma" "InvOmega"
100890 "China" 107.8 0.190643805870993 1.8 1.8 1.5 1.5 2.53555297851563 2.54734492301941
100810 "Latvia" 418.4 0.190643805870993 0.5 0.5 50 50 1.24190783500671 0.12273271381855
100830 "Latvia" NA 0.190643805870993 0.5 0.5 50 50 1.24190783500671 0.12273271381855
100890 "Latvia" NA 0.190643805870993 50 50 40 40 1.24190783500671 0.12273271381855
100810 "Lithuania" 749 0.190643805870993 0 0 20 20 11.6003980636597 0.30109715461731
100830 "Lithuania" NA 0.190643805870993 NA 0 NA 5 11.6003980636597 0.30109715461731
100890 "Lithuania" 168.6 0.190643805870993 0 0 15 15 11.6003980636597 0.30109715461731
10111 "China" 2048.8 2.02076276632202 0 0 0 0 1.77412092685699 1.60347175598145
10119 "China" 261.4 2.02076276632202 10.4 10.4 10 10 1.77412092685699 1.60347175598145
10120 "China" 35.2 2.02076276632202 NA 5.2 NA 5 1.77412092685699 1.60347175598145
10111 "Ecuador" 211.4 2.02076276632202 4 4 15 15 3.5251886844635 1.54466807842255
10119 "Ecuador" 171.4 2.02076276632202 9 9 20 20 3.5251886844635 1.54466807842255
10120 "Ecuador" NA 2.02076276632202 9 9 20 20 3.5251886844635 1.54466807842255
10111 "Lithuania" 35.2 2.02076276632202 20 20 25 25 89.0052261352539 1.25624191761017
10119 "Lithuania" 18 2.02076276632202 20 20 25 25 89.0052261352539 1.25624191761017
10120 "Lithuania" NA 2.02076276632202 NA 20 NA 25 89.0052261352539 1.25624191761017
10310 "Latvia" 136 2.02076276632202 0.5 0.5 50 50 3.93243336677551 0.0151561005041003
10391 "Latvia" NA 2.02076276632202 NA 45 NA 50 3.93243336677551 0.0151561005041003
10392 "Latvia" 679.8 2.02076276632202 45 45 50 50 3.93243336677551 0.0151561005041003
10410 "Oman" 21968.2 2.02076276632202 5 5 5 5 9.86694145202637 0.656690895557404
10420 "Oman" 24413.8 2.02076276632202 5 5 5 5 9.86694145202637 0.656690895557404
10511 "China" 11863.8 2.02076276632202 5.2 5.2 5 5 4.22384452819824 2.51686191558838
10519 "China" 1015.4 2.02076276632202 5.2 5.2 5 5 4.22384452819824 2.51686191558838
10591 "China" 364.8 2.02076276632202 NA NA NA NA 4.22384452819824 2.51686191558838
10599 "China" 277.8 2.02076276632202 8.0825 8.066 8 8 4.22384452819824 2.51686191558838
10511 "Ecuador" 3335 2.02076276632202 4 4 12.5 12.5 2.5269501209259 0.0066592050716281
10519 "Ecuador" 300 2.02076276632202 4 4 15 15 2.5269501209259 0.0066592050716281
10591 "Ecuador" NA 2.02076276632202 9 9 20 20 2.5269501209259 0.0066592050716281
10599 "Ecuador" 12 2.02076276632202 10 9 20 20 2.5269501209259 0.0066592050716281
10511 "Latvia" 867.4 2.02076276632202 0.5 0.5 50 50 3.55567264556885 0.00396807119250298
10519 "Latvia" NA 2.02076276632202 NA 0.5 NA 50 3.55567264556885 0.00396807119250298
10591 "Latvia" 224.2 2.02076276632202 NA NA NA NA 3.55567264556885 0.00396807119250298
10599 "Latvia" NA 2.02076276632202 NA 0.5 NA 50 3.55567264556885 0.00396807119250298
10511 "Lithuania" 599 2.02076276632202 20 20 25 25 1.71033942699432 0.0144251035526395
10519 "Lithuania" 45.2 2.02076276632202 20 20 25 25 1.71033942699432 0.0144251035526395
10591 "Lithuania" 47.2 2.02076276632202 NA NA NA NA 1.71033942699432 0.0144251035526395
10599 "Lithuania" NA 2.02076276632202 NA 20 NA 25 1.71033942699432 0.0144251035526395
10511 "Oman" 287.4 2.02076276632202 5 5 15 15 1.84710311889648 0.887712597846985
10519 "Oman" NA 2.02076276632202 5 5 15 15 1.84710311889648 0.887712597846985
10591 "Oman" 14.6 2.02076276632202 NA NA NA NA 1.84710311889648 0.887712597846985
10599 "Oman" NA 2.02076276632202 5 5 15 15 1.84710311889648 0.887712597846985
10600 "China" 28802.2 2.02076276632202 7.55 7.55 6.25 6.25 1.34009563922882 49.2928428649902
10600 "Ecuador" 184.4 2.02076276632202 8 8 19 19 8.55714988708496 0.00133840518537909
10600 "Latvia" 154.6 2.02076276632202 15 15 50 50 2.18287467956543 130.994491577148
10600 "Oman" 4374.6 2.02076276632202 5 5 15 15 33.5451354980469 152.659149169922
110100 "China" 14487.2 0.292608212274084 91.16 91.16 6 6 4.19456243515015 0.153621703386307
110100 "Ecuador" 1235.4 0.292608212274084 14 14 36 36 3.07152390480042 0.00490001868456602
110100 "Latvia" 626.8 0.292608212274084 50.17 50.17 55 55 6.40665864944458 0.206398382782936
110100 "Lithuania" 762.4 0.292608212274084 30 30 40 40 11.1588850021362 0.0257130973041058
110100 "Oman" 4948.4 0.292608212274084 0 0 15 15 1.55132818222046 0.0186631605029106
110210 "China" NA 0.292608212274084 7.4 7.4 5 5 3.46109795570374 5.05618858337402
110220 "China" 578.8 0.292608212274084 91.16 91.16 9 9 3.46109795570374 5.05618858337402
110230 "China" 4172.8 0.292608212274084 91.16 91.16 9 9 3.46109795570374 5.05618858337402
110290 "China" 558.4 0.292608212274084 7.4 7.4 5 5 3.46109795570374 5.05618858337402
110210 "Oman" NA 0.292608212274084 NA 5 NA 15 25.0318965911865 752.455200195313
110220 "Oman" 770.8 0.292608212274084 5 5 15 15 25.0318965911865 752.455200195313
110230 "Oman" NA 0.292608212274084 5 5 15 15 25.0318965911865 752.455200195313
110290 "Oman" NA 0.292608212274084 5 5 15 15 25.0318965911865 752.455200195313
110311 "China" NA 0.292608212274084 91.16 91.16 9 9 9.94108867645264 3.14213442802429
110312 "China" 258 0.292608212274084 7.4 7.4 5 5 9.94108867645264 3.14213442802429
110313 "China" 3173.2 0.292608212274084 91.16 91.16 9 9 9.94108867645264 3.14213442802429
110314 "China" 27.6 0.292608212274084 40 40 9 9 9.94108867645264 3.14213442802429
110319 "China" 38.8 0.292608212274084 7.4 7.4 5 5 9.94108867645264 3.14213442802429
110321 "China" NA 0.292608212274084 114 114 10 10 9.94108867645264 3.14213442802429
110329 "China" 24 0.292608212274084 31.25 31 20 20 9.94108867645264 3.14213442802429
110311 "Latvia" 93.2 0.292608212274084 75 75 50 50 11.3999071121216 0.669583201408386
110312 "Latvia" NA 0.292608212274084 NA 75 NA 50 11.3999071121216 0.669583201408386
110313 "Latvia" 142.8 0.292608212274084 0.5 0.5 50 50 11.3999071121216 0.669583201408386
110314 "Latvia" 71.4 0.292608212274084 0.5 0.5 50 50 11.3999071121216 0.669583201408386
110319 "Latvia" 52.8 0.292608212274084 75 75 50 50 11.3999071121216 0.669583201408386
110321 "Latvia" NA 0.292608212274084 NA 75 NA 50 11.3999071121216 0.669583201408386
110329 "Latvia" NA 0.292608212274084 50.17 50.17 50 50 11.3999071121216 0.669583201408386
110311 "Lithuania" 88.2 0.292608212274084 0 0 20 20 119.275520324707 0.376221925020218
110312 "Lithuania" 48.8 0.292608212274084 0 0 20 20 119.275520324707 0.376221925020218
110313 "Lithuania" 203.6 0.292608212274084 0 0 20 20 119.275520324707 0.376221925020218
110314 "Lithuania" 50.4 0.292608212274084 NA 0 NA 20 119.275520324707 0.376221925020218
110319 "Lithuania" 210.2 0.292608212274084 16.67 16.67 33.33 33.33 119.275520324707 0.376221925020218
110321 "Lithuania" NA 0.292608212274084 NA 0 NA 20 119.275520324707 0.376221925020218
110329 "Lithuania" NA 0.292608212274084 0 0 30 30 119.275520324707 0.376221925020218
110311 "Oman" NA 0.292608212274084 5 5 15 15 3.4424889087677 0.187802493572235
110312 "Oman" 16.2 0.292608212274084 5 5 15 15 3.4424889087677 0.187802493572235
110313 "Oman" 903.4 0.292608212274084 5 5 15 15 3.4424889087677 0.187802493572235
110314 "Oman" NA 0.292608212274084 5 5 15 15 3.4424889087677 0.187802493572235
110319 "Oman" NA 0.292608212274084 5 5 15 15 3.4424889087677 0.187802493572235
110321 "Oman" 29.8 0.292608212274084 5 5 15 15 3.4424889087677 0.187802493572235
110329 "Oman" NA 0.292608212274084 5 5 15 15 3.4424889087677 0.187802493572235
110411 "China" 56.2 0.292608212274084 114 114 20 20 3.16343832015991 1.50948190689087
110412 "China" 1372 0.292608212274084 31 31 20 20 3.16343832015991 1.50948190689087
110419 "China" 103 0.292608212274084 31 31 20 20 3.16343832015991 1.50948190689087
110421 "China" 12 0.292608212274084 114 114 65 65 3.16343832015991 1.50948190689087
110422 "China" 183.8 0.292608212274084 31 31 20 20 3.16343832015991 1.50948190689087
110423 "China" 469.2 0.292608212274084 114 114 10 10 3.16343832015991 1.50948190689087
110429 "China" 776 0.292608212274084 31 31 20 20 3.16343832015991 1.50948190689087
110430 "China" 19.2 0.292608212274084 31 31 20 20 3.16343832015991 1.50948190689087
110411 "Latvia" NA 0.292608212274084 75 75 50 50 4.04488134384155 0.0359445810317993
110412 "Latvia" 73.8 0.292608212274084 75 75 50 50 4.04488134384155 0.0359445810317993
110419 "Latvia" 417.6 0.292608212274084 45.2 45.2 50 50 4.04488134384155 0.0359445810317993
110421 "Latvia" NA 0.292608212274084 75 75 50 50 4.04488134384155 0.0359445810317993
110422 "Latvia" NA 0.292608212274084 NA 75 NA 50 4.04488134384155 0.0359445810317993
110423 "Latvia" 158 0.292608212274084 75 75 50 50 4.04488134384155 0.0359445810317993
110429 "Latvia" 318.2 0.292608212274084 75 75 50 50 4.04488134384155 0.0359445810317993
110430 "Latvia" NA 0.292608212274084 75 75 50 50 4.04488134384155 0.0359445810317993
110411 "Lithuania" 48 0.292608212274084 30 30 30 30 108.186416625977 12.0932121276855
110412 "Lithuania" 213.8 0.292608212274084 30 30 30 30 108.186416625977 12.0932121276855
110419 "Lithuania" 48 0.292608212274084 30 30 30 30 108.186416625977 12.0932121276855
110421 "Lithuania" 21.2 0.292608212274084 30 30 30 30 108.186416625977 12.0932121276855
110422 "Lithuania" NA 0.292608212274084 30 30 30 30 108.186416625977 12.0932121276855
110423 "Lithuania" 23.4 0.292608212274084 NA 30 NA 30 108.186416625977 12.0932121276855
110429 "Lithuania" 189.2 0.292608212274084 30 30 30 30 108.186416625977 12.0932121276855
110430 "Lithuania" 17.4 0.292608212274084 30 30 30 30 108.186416625977 12.0932121276855
110411 "Oman" 281.2 0.292608212274084 5 5 15 15 113.595726013184 0.402845352888107
110412 "Oman" 442 0.292608212274084 5 5 15 15 113.595726013184 0.402845352888107
110419 "Oman" NA 0.292608212274084 5 5 15 15 113.595726013184 0.402845352888107
110421 "Oman" NA 0.292608212274084 5 5 15 15 113.595726013184 0.402845352888107
110422 "Oman" 21 0.292608212274084 5 5 15 15 113.595726013184 0.402845352888107
110423 "Oman" 99.4 0.292608212274084 5 5 15 15 113.595726013184 0.402845352888107
110429 "Oman" NA 0.292608212274084 5 5 15 15 113.595726013184 0.402845352888107
110430 "Oman" NA 0.292608212274084 5 5 15 15 113.595726013184 0.402845352888107
110510 "China" 926.2 0.292608212274084 31 31 15 15 25.643102645874 2.37872672080994
110520 "China" 1953.6 0.292608212274084 31 31 15 15 25.643102645874 2.37872672080994
110510 "Oman" 85.6 0.292608212274084 5 5 15 15 6.29208660125732 1.06452059745789
110520 "Oman" 1816.2 0.292608212274084 5 5 15 15 6.29208660125732 1.06452059745789
110610 "China" 561.4 0.292608212274084 19 19 10 10 1.37095975875854 0.0948232486844063
110620 "China" 261 0.292608212274084 31 31 20 20 1.37095975875854 0.0948232486844063
110630 "China" 78.6 0.292608212274084 31 31 20 20 1.37095975875854 0.0948232486844063
110710 "China" 1494 0.292608212274084 31 31 10 10 2.39542436599731 0.0897090807557106
110720 "China" 3776 0.292608212274084 31 31 10 10 2.39542436599731 0.0897090807557106
110710 "Latvia" 3667.4 0.292608212274084 0.5 0.5 7 7 6.95907688140869 1.26254272460938
110720 "Latvia" 124.6 0.292608212274084 0.5 0.5 7 7 6.95907688140869 1.26254272460938
110710 "Lithuania" 4764.6 0.292608212274084 30 30 30 30 18.5492973327637 0.6662158370018
110720 "Lithuania" 932.8 0.292608212274084 0 0 30 30 18.5492973327637 0.6662158370018
110811 "China" 1176.2 0.292608212274084 23 23 20 20 2.51337695121765 0.760294914245605
110812 "China" 1136.4 0.292608212274084 23 23 20 20 2.51337695121765 0.760294914245605
110813 "China" 8707.2 0.292608212274084 23 23 15 15 2.51337695121765 0.760294914245605
110814 "China" 14572.2 0.292608212274084 23 23 10 10 2.51337695121765 0.760294914245605
110819 "China" 8429 0.292608212274084 23 23 20 20 2.51337695121765 0.760294914245605
110820 "China" 10.8 0.292608212274084 31 31 20 20 2.51337695121765 0.760294914245605
110811 "Ecuador" NA 0.292608212274084 19 19 36 36 1.45580291748047 0.0770233795046806
110812 "Ecuador" 1053.6 0.292608212274084 19 19 40 40 1.45580291748047 0.0770233795046806
110813 "Ecuador" 23 0.292608212274084 19 19 20 20 1.45580291748047 0.0770233795046806
110814 "Ecuador" 26.6 0.292608212274084 20 19 30 30 1.45580291748047 0.0770233795046806
110819 "Ecuador" 80 0.292608212274084 19 19 45 45 1.45580291748047 0.0770233795046806
110820 "Ecuador" NA 0.292608212274084 NA 19 NA 30 1.45580291748047 0.0770233795046806
110811 "Latvia" NA 0.292608212274084 15 15 50 50 6.69059181213379 0.13773375749588
110812 "Latvia" 570.2 0.292608212274084 0.5 0.5 50 50 6.69059181213379 0.13773375749588
110813 "Latvia" 183 0.292608212274084 15 15 50 50 6.69059181213379 0.13773375749588
110814 "Latvia" NA 0.292608212274084 15 15 50 50 6.69059181213379 0.13773375749588
110819 "Latvia" NA 0.292608212274084 15 15 50 50 6.69059181213379 0.13773375749588
110820 "Latvia" NA 0.292608212274084 NA 15 NA 50 6.69059181213379 0.13773375749588
110811 "Lithuania" 50.4 0.292608212274084 NA 0 NA 0 2.88815712928772 0.144878789782524
110812 "Lithuania" 553.8 0.292608212274084 0 0 0 0 2.88815712928772 0.144878789782524
110813 "Lithuania" 226.8 0.292608212274084 50 50 50 50 2.88815712928772 0.144878789782524
110814 "Lithuania" NA 0.292608212274084 NA 0 NA 0 2.88815712928772 0.144878789782524
110819 "Lithuania" NA 0.292608212274084 0 0 0 0 2.88815712928772 0.144878789782524
110820 "Lithuania" NA 0.292608212274084 NA 0 NA 0 2.88815712928772 0.144878789782524
110811 "Oman" NA 0.292608212274084 5 5 15 15 5.14258146286011 0.359344124794006
110812 "Oman" 97.2 0.292608212274084 5 5 15 15 5.14258146286011 0.359344124794006
110813 "Oman" 19.8 0.292608212274084 NA 5 NA 15 5.14258146286011 0.359344124794006
110814 "Oman" NA 0.292608212274084 5 5 15 15 5.14258146286011 0.359344124794006
110819 "Oman" NA 0.292608212274084 5 5 15 15 5.14258146286011 0.359344124794006
110820 "Oman" NA 0.292608212274084 5 5 15 15 5.14258146286011 0.359344124794006
110900 "China" 1269.6 0.292608212274084 35 35 18 18 1.81775033473969 0.209934532642365
120100 "China" 586868.6 0.290521583977882 114 114 2.4 2.4 2.5269501209259 0.0066592050716281
120100 "Oman" 2249.4 0.290521583977882 5 5 15 15 1.97993159294128 0.01041523180902
120210 "China" 144.8 0.290521583977882 10 10 7.5 7.5 6.7210922241211 0.677460372447968
120220 "China" 1295 0.290521583977882 16 16 15 15 6.7210922241211 0.677460372447968
120210 "Latvia" 113.2 0.290521583977882 0.5 0.5 10 10 7.55189418792725 1.78927040100098
120220 "Latvia" 786.4 0.290521583977882 0.5 0.5 10 10 7.55189418792725 1.78927040100098
120210 "Lithuania" 50.4 0.290521583977882 0 0 0 0 3.76909971237183 3.70236611366272
120220 "Lithuania" 1968.6 0.290521583977882 0 0 0 0 3.76909971237183 3.70236611366272
120300 "China" 94.8 0.290521583977882 16 16 15 15 2.36124801635742 4.39953851699829
120500 "Latvia" 189.2 0.290521583977882 0.5 0.5 5 5 1.99739158153534 0.0839696228504181
120500 "Lithuania" 2308.2 0.290521583977882 0 0 5 5 6.97283935546875 0.162384733557701
120600 "China" 3212.8 0.290521583977882 10 10 7.5 7.5 7.50916910171509 0.231699138879776
120600 "Latvia" 2259 0.290521583977882 0.5 0.5 50 50 3.73345637321472 0.00370903126895428
120600 "Lithuania" 4170.8 0.290521583977882 0 0 5 5 3.1295907497406 0.0924846827983856
120710 "China" 69 0.290521583977882 9.375 11.5 5 5 6.70475101470947 148.7919921875
120720 "China" NA 0.290521583977882 10.625 11.5 7.5 7.5 6.70475101470947 148.7919921875
120730 "China" 41.6 0.290521583977882 10.625 11.5 7.5 7.5 6.70475101470947 148.7919921875
120740 "China" 3771.6 0.290521583977882 11.5 11.5 5 5 6.70475101470947 148.7919921875
120750 "China" 30.8 0.290521583977882 11.5 11.5 7.5 7.5 6.70475101470947 148.7919921875
120760 "China" 111.8 0.290521583977882 17.5 15 10 10 6.70475101470947 148.7919921875
120791 "China" NA 0.290521583977882 NA 41 NA 20 6.70475101470947 148.7919921875
120799 "China" 2132 0.290521583977882 9 9 5 5 6.70475101470947 148.7919921875
120710 "Ecuador" 930.8 0.290521583977882 5.66666666666667 5.66666666666667 20 20 1.48307645320892 0.252509444952011
120720 "Ecuador" 33.4 0.290521583977882 5.66666666666667 5.66666666666667 20 20 1.48307645320892 0.252509444952011
120730 "Ecuador" NA 0.290521583977882 NA 6.5 NA 20 1.48307645320892 0.252509444952011
120740 "Ecuador" NA 0.290521583977882 6 6.5 25.5 25.5 1.48307645320892 0.252509444952011
120750 "Ecuador" 49.8 0.290521583977882 6.5 6.5 15 15 1.48307645320892 0.252509444952011
120760 "Ecuador" NA 0.290521583977882 7.5 6.5 20 20 1.48307645320892 0.252509444952011
120791 "Ecuador" NA 0.290521583977882 NA 7.5 NA 15 1.48307645320892 0.252509444952011
120799 "Ecuador" 266 0.290521583977882 7.5 7.5 20 20 1.48307645320892 0.252509444952011
120710 "Latvia" 20.4 0.290521583977882 NA 0.5 NA 50 8.95049476623535 4.24335622787476
120720 "Latvia" NA 0.290521583977882 NA 0.5 NA 10 8.95049476623535 4.24335622787476
120730 "Latvia" NA 0.290521583977882 NA 0.5 NA 50 8.95049476623535 4.24335622787476
120740 "Latvia" 50 0.290521583977882 0.5 0.5 50 50 8.95049476623535 4.24335622787476
120750 "Latvia" NA 0.290521583977882 NA 0.5 NA 50 8.95049476623535 4.24335622787476
120760 "Latvia" NA 0.290521583977882 NA 0.5 NA 50 8.95049476623535 4.24335622787476
120791 "Latvia" 214.4 0.290521583977882 0.5 0.5 50 50 8.95049476623535 4.24335622787476
120799 "Latvia" NA 0.290521583977882 0.5 0.5 50 50 8.95049476623535 4.24335622787476
120710 "Lithuania" NA 0.290521583977882 NA 0 NA 10 2.21105480194092 0.27492281794548
120720 "Lithuania" NA 0.290521583977882 NA 0 NA 0 2.21105480194092 0.27492281794548
120730 "Lithuania" NA 0.290521583977882 NA 0 NA 10 2.21105480194092 0.27492281794548
120740 "Lithuania" NA 0.290521583977882 0 0 10 10 2.21105480194092 0.27492281794548
120750 "Lithuania" NA 0.290521583977882 0 0 10 10 2.21105480194092 0.27492281794548
120760 "Lithuania" NA 0.290521583977882 NA 0 NA 10 2.21105480194092 0.27492281794548
120791 "Lithuania" 846 0.290521583977882 0 0 10 10 2.21105480194092 0.27492281794548
120799 "Lithuania" 30.6 0.290521583977882 0 0 10 10 2.21105480194092 0.27492281794548
120810 "China" 1689 0.290521583977882 40 40 9 9 3.74930548667908 1.28975236415863
120890 "China" 138.4 0.290521583977882 21 21 15 15 3.74930548667908 1.28975236415863
120810 "Latvia" 1750.2 0.290521583977882 0.5 0.5 10 10 2.93735766410828 0.0857448726892471
120890 "Latvia" 388.4 0.290521583977882 0.5 0.5 10 10 2.93735766410828 0.0857448726892471
120810 "Lithuania" 3491.6 0.290521583977882 0 0 10 10 2.18287467956543 0.0086129242554307
120890 "Lithuania" 1785.2 0.290521583977882 0 0 0 0 2.18287467956543 0.0086129242554307
120911 "China" 1486.8 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120919 "China" 323.4 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120921 "China" 236.4 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120922 "China" 360.2 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120923 "China" 1613.8 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120924 "China" 2030.6 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120925 "China" 849.4 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120926 "China" 66 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120929 "China" 988.8 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120930 "China" 2088 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120991 "China" 25941.4 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120999 "China" 7010 0.290521583977882 0 0 0 0 4.7649416923523 1238.81066894531
120911 "Ecuador" NA 0.290521583977882 5 4 15 15 5.14443159103394 120.17081451416
120919 "Ecuador" 65.2 0.290521583977882 4 4 15 15 5.14443159103394 120.17081451416
120921 "Ecuador" 364.4 0.290521583977882 2.5 2.5 5 5 5.14443159103394 120.17081451416
120922 "Ecuador" 168.8 0.290521583977882 2.5 2.5 5 5 5.14443159103394 120.17081451416
120923 "Ecuador" NA 0.290521583977882 2.5 2.5 5 5 5.14443159103394 120.17081451416
120924 "Ecuador" 65 0.290521583977882 0 2.5 5 5 5.14443159103394 120.17081451416
120925 "Ecuador" 270.4 0.290521583977882 2.5 2.5 5 5 5.14443159103394 120.17081451416
120926 "Ecuador" NA 0.290521583977882 NA 2.5 NA 5 5.14443159103394 120.17081451416
120929 "Ecuador" 357.8 0.290521583977882 2.5 2.5 5 5 5.14443159103394 120.17081451416
120930 "Ecuador" 150.2 0.290521583977882 2.33333333333333 2.33333333333333 15 15 5.14443159103394 120.17081451416
120991 "Ecuador" 1960.4 0.290521583977882 2.33333333333333 2.33333333333333 5 5 5.14443159103394 120.17081451416
120999 "Ecuador" 402.4 0.290521583977882 2.89 2.89 8.33 8.33 5.14443159103394 120.17081451416
120911 "Latvia" 1220 0.290521583977882 0.5 0.5 50 50 4.31198263168335 0.535109341144562
120919 "Latvia" 253.4 0.290521583977882 0.5 0.5 50 50 4.31198263168335 0.535109341144562
120921 "Latvia" 63.6 0.290521583977882 0.5 0.5 50 50 4.31198263168335 0.535109341144562
120922 "Latvia" NA 0.290521583977882 75 75 50 50 4.31198263168335 0.535109341144562
120923 "Latvia" 25.2 0.290521583977882 75 75 50 50 4.31198263168335 0.535109341144562
120924 "Latvia" NA 0.290521583977882 75 75 50 50 4.31198263168335 0.535109341144562
120925 "Latvia" NA 0.290521583977882 75 75 50 50 4.31198263168335 0.535109341144562
120926 "Latvia" NA 0.290521583977882 75 75 50 50 4.31198263168335 0.535109341144562
120929 "Latvia" 55 0.290521583977882 50.17 50.17 50 50 4.31198263168335 0.535109341144562
120930 "Latvia" 176.4 0.290521583977882 0.5 0.5 50 50 4.31198263168335 0.535109341144562
120991 "Latvia" 865.6 0.290521583977882 0.5 0.5 50 50 4.31198263168335 0.535109341144562
120999 "Latvia" 199.8 0.290521583977882 0.5 0.5 50 50 4.31198263168335 0.535109341144562
120911 "Lithuania" 3085.6 0.290521583977882 0 0 10 10 4.79423236846924 0.709532678127289
