"Product" "Country" "Import" "Price2" "WMFN" "MFN" "WBND" "BND" "Sigma" "InvOmega"
370294 "Ecuador" 75.6 5.66414856166104 12.3333333333333 12.3333333333333 10 10 2.98035502433777 0.38601216673851
370295 "Ecuador" NA 5.66414856166104 12.3333333333333 12.3333333333333 10 10 2.98035502433777 0.38601216673851
370210 "Latvia" 22.2 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370220 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370231 "Latvia" 234.2 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370232 "Latvia" 286.2 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370239 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370241 "Latvia" NA 5.66414856166104 NA 5 NA 6.5 7.95970726013184 4.7028956413269
370242 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370243 "Latvia" 117.2 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370244 "Latvia" 90.4 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370251 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370252 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370253 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370254 "Latvia" 1051.2 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370255 "Latvia" 21.8 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370256 "Latvia" 69.8 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370291 "Latvia" NA 5.66414856166104 NA 5 NA 6.5 7.95970726013184 4.7028956413269
370292 "Latvia" NA 5.66414856166104 NA 5 NA 6.5 7.95970726013184 4.7028956413269
370293 "Latvia" 168 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370294 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370295 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 7.95970726013184 4.7028956413269
370210 "Lithuania" 33.8 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370220 "Lithuania" 46.4 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370231 "Lithuania" 1337 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370232 "Lithuania" 145.6 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370239 "Lithuania" 16.8 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370241 "Lithuania" NA 5.66414856166104 NA 0 NA 6.5 6.64957809448242 0.438158124685287
370242 "Lithuania" NA 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370243 "Lithuania" 129.4 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370244 "Lithuania" 266.2 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370251 "Lithuania" 14 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370252 "Lithuania" NA 5.66414856166104 NA 0 NA 6.5 6.64957809448242 0.438158124685287
370253 "Lithuania" NA 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370254 "Lithuania" 1555.4 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370255 "Lithuania" 22.4 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370256 "Lithuania" NA 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370291 "Lithuania" NA 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370292 "Lithuania" NA 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370293 "Lithuania" 31.2 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370294 "Lithuania" NA 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370295 "Lithuania" NA 5.66414856166104 0 0 6.5 6.5 6.64957809448242 0.438158124685287
370210 "Oman" 9375.8 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370220 "Oman" NA 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370231 "Oman" 479.8 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370232 "Oman" NA 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370239 "Oman" NA 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370241 "Oman" NA 5.66414856166104 NA 5 NA 6.5 1.77459383010864 0.0595750622451305
370242 "Oman" NA 5.66414856166104 NA 5 NA 6.5 1.77459383010864 0.0595750622451305
370243 "Oman" NA 5.66414856166104 NA 5 NA 6.5 1.77459383010864 0.0595750622451305
370244 "Oman" 10.8 5.66414856166104 NA 5 NA 6.5 1.77459383010864 0.0595750622451305
370251 "Oman" 65.2 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370252 "Oman" NA 5.66414856166104 NA 5 NA 6.5 1.77459383010864 0.0595750622451305
370253 "Oman" 199 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370254 "Oman" 5151.6 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370255 "Oman" NA 5.66414856166104 NA 5 NA 6.5 1.77459383010864 0.0595750622451305
370256 "Oman" 26 5.66414856166104 NA 5 NA 6.5 1.77459383010864 0.0595750622451305
370291 "Oman" NA 5.66414856166104 NA 5 NA 6.5 1.77459383010864 0.0595750622451305
370292 "Oman" NA 5.66414856166104 NA 5 NA 6.5 1.77459383010864 0.0595750622451305
370293 "Oman" NA 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370294 "Oman" NA 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370295 "Oman" NA 5.66414856166104 5 5 6.5 6.5 1.77459383010864 0.0595750622451305
370310 "China" 14791.4 5.66414856166104 50.2 50.2 18 18 131.501266479492 3.14273190498352
370320 "China" 11598 5.66414856166104 50.2 50.2 26.5 26.5 131.501266479492 3.14273190498352
370390 "China" 882 5.66414856166104 50.2 50.2 26.5 26.5 131.501266479492 3.14273190498352
370310 "Ecuador" 139.6 5.66414856166104 9 9 10 10 8.2299690246582 0.606164455413818
370320 "Ecuador" 2884.2 5.66414856166104 9 9 10 10 8.2299690246582 0.606164455413818
370390 "Ecuador" 414.6 5.66414856166104 9 9 10 10 8.2299690246582 0.606164455413818
370310 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 2.65329766273499 0.00614717043936253
370320 "Latvia" 1599.6 5.66414856166104 5 5 6.5 6.5 2.65329766273499 0.00614717043936253
370390 "Latvia" 54.8 5.66414856166104 5 5 6.5 6.5 2.65329766273499 0.00614717043936253
370310 "Lithuania" 31 5.66414856166104 0 0 6.5 6.5 2.70217251777649 0.229878127574921
370320 "Lithuania" 3242.6 5.66414856166104 0 0 6.5 6.5 2.70217251777649 0.229878127574921
370390 "Lithuania" 143.2 5.66414856166104 0 0 6.5 6.5 2.70217251777649 0.229878127574921
370310 "Oman" 2483.8 5.66414856166104 5 5 6.5 6.5 6.85491704940796 4.86171865463257
370320 "Oman" 2193.2 5.66414856166104 5 5 6.5 6.5 6.85491704940796 4.86171865463257
370390 "Oman" 24.6 5.66414856166104 5 5 6.5 6.5 6.85491704940796 4.86171865463257
370400 "China" 2227.8 5.66414856166104 25 25 12.25 12.25 2.07892823219299 27.3095169067383
370400 "Latvia" 336.6 5.66414856166104 5 5 6.5 6.5 12.5899848937988 0.947333753108978
370510 "China" 1636.6 5.66414856166104 30 30 18 18 5.0031886100769 1254.49182128906
370520 "China" 1055.6 5.66414856166104 2.5 2.5 2 2 5.0031886100769 1254.49182128906
370590 "China" 1190.4 5.66414856166104 12.5 12.5 9 9 5.0031886100769 1254.49182128906
370510 "Latvia" 28.6 5.66414856166104 5 5 6.5 6.5 2.45385122299194 1.31535577774048
370520 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 2.45385122299194 1.31535577774048
370590 "Latvia" 142.8 5.66414856166104 5 5 6.5 6.5 2.45385122299194 1.31535577774048
370610 "China" 1800.2 5.66414856166104 4.5 4.5 2.5 2.5 1.40194714069366 1.61984014511108
370690 "China" 125.6 5.66414856166104 4.5 4.5 2 2 1.40194714069366 1.61984014511108
370610 "Ecuador" 94.8 5.66414856166104 12.3333333333333 12.3333333333333 10 10 3.36913919448853 2.71976017951965
370690 "Ecuador" NA 5.66414856166104 12.3333333333333 12.3333333333333 10 10 3.36913919448853 2.71976017951965
370610 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 2.52005052566528 6.33384466171265
370690 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 2.52005052566528 6.33384466171265
370610 "Lithuania" 37.8 5.66414856166104 0 0 6.5 6.5 25.0318965911865 752.455200195313
370690 "Lithuania" NA 5.66414856166104 0 0 6.5 6.5 25.0318965911865 752.455200195313
370610 "Oman" 134.2 5.66414856166104 5 5 6.5 6.5 3.07152390480042 49.2544250488281
370690 "Oman" 10.8 5.66414856166104 5 5 6.5 6.5 3.07152390480042 49.2544250488281
370710 "China" 6816 5.66414856166104 17 17 8 8 8.55714988708496 32.7648696899414
370790 "China" 30940.6 5.66414856166104 20.33 20.33 11.33 11.33 8.55714988708496 32.7648696899414
370710 "Ecuador" 87.4 5.66414856166104 12.3333333333333 12.3333333333333 10 10 4.27648162841797 6.03942155838013
370790 "Ecuador" 2655.4 5.66414856166104 10.6666666666667 10.6666666666667 10 10 4.27648162841797 6.03942155838013
370710 "Latvia" NA 5.66414856166104 5 5 6.5 6.5 3.73345637321472 90.872802734375
370790 "Latvia" 792 5.66414856166104 5 5 6.5 6.5 3.73345637321472 90.872802734375
370710 "Lithuania" 56 5.66414856166104 0 0 6.5 6.5 76.8860626220703 1.82250559329987
370790 "Lithuania" 1871.6 5.66414856166104 0 0 6.5 6.5 76.8860626220703 1.82250559329987
370710 "Oman" 726.2 5.66414856166104 5 5 6.5 6.5 3.70488286018372 0.655620276927948
370790 "Oman" 869.4 5.66414856166104 5 5 6.5 6.5 3.70488286018372 0.655620276927948
380110 "China" 6257.8 0.47806081992231 10.4 10.4 6.5 6.5 5.45023393630981 1.8257110118866
380120 "China" 3111.8 0.47806081992231 10.4 10.4 6.5 6.5 5.45023393630981 1.8257110118866
380130 "China" 316 0.47806081992231 10.4 10.4 6.5 6.5 5.45023393630981 1.8257110118866
380190 "China" 4566.4 0.47806081992231 10.4 10.4 6.5 6.5 5.45023393630981 1.8257110118866
380110 "Ecuador" 45 0.47806081992231 4 4 5 5 3.46192622184753 0.231405839323998
380120 "Ecuador" NA 0.47806081992231 5 5 5 5 3.46192622184753 0.231405839323998
380130 "Ecuador" NA 0.47806081992231 5 5 5 5 3.46192622184753 0.231405839323998
380190 "Ecuador" 62.8 0.47806081992231 5 5 5 5 3.46192622184753 0.231405839323998
380110 "Latvia" 16 0.47806081992231 0.5 0.5 6.5 6.5 2.02774238586426 0.67865639925003
380120 "Latvia" NA 0.47806081992231 0.5 0.5 6.5 6.5 2.02774238586426 0.67865639925003
380130 "Latvia" NA 0.47806081992231 0.5 0.5 6.5 6.5 2.02774238586426 0.67865639925003
380190 "Latvia" 67.2 0.47806081992231 0.5 0.5 6.5 6.5 2.02774238586426 0.67865639925003
380210 "China" 3776.8 0.47806081992231 10 10 6.5 6.5 2.23822164535522 0.986075699329376
380290 "China" 1907.4 0.47806081992231 15.2 15.2 10 10 2.23822164535522 0.986075699329376
380210 "Ecuador" 1181.4 0.47806081992231 5 5 5 5 4.94125699996948 0.928634881973267
380290 "Ecuador" 1463.8 0.47806081992231 4.33333333333333 4.33333333333333 5 5 4.94125699996948 0.928634881973267
380210 "Latvia" 362.6 0.47806081992231 0.5 0.5 6.5 6.5 4.41132640838623 2.09505248069763
380290 "Latvia" 29 0.47806081992231 0.5 0.5 6.5 6.5 4.41132640838623 2.09505248069763
380210 "Lithuania" 148.4 0.47806081992231 0 0 6.5 6.5 1.71033942699432 0.0144251035526395
380290 "Lithuania" 88.6 0.47806081992231 0 0 6.5 6.5 1.71033942699432 0.0144251035526395
380300 "China" 19.4 0.47806081992231 10.4 10.4 6.5 6.5 5.33185720443726 0.600867688655853
380400 "China" 2191 0.47806081992231 10.4 10.4 6.5 6.5 2.52467489242554 0.351236283779144
380400 "Ecuador" 1423.2 0.47806081992231 4.5 4.5 5 5 3.22509980201721 0.00456027779728174
380400 "Oman" 123.6 0.47806081992231 5 5 6.5 6.5 7.76158714294434 96.5981750488281
380510 "China" 528 0.47806081992231 10.4 10.4 6.5 6.5 2.77235102653503 2.38750815391541
380520 "China" 22.2 0.47806081992231 10.4 10.4 6.5 6.5 2.77235102653503 2.38750815391541
380590 "China" 222.6 0.47806081992231 10.4 10.4 6.5 6.5 2.77235102653503 2.38750815391541
380510 "Ecuador" NA 0.47806081992231 4.5 4.5 5 5 3.71538615226746 0.638805329799652
380520 "Ecuador" 53.8 0.47806081992231 4 4 5 5 3.71538615226746 0.638805329799652
380590 "Ecuador" NA 0.47806081992231 5 5 5 5 3.71538615226746 0.638805329799652
380510 "Latvia" 53 0.47806081992231 0.5 0.5 6.5 6.5 1.79585647583008 77.4710311889648
380520 "Latvia" NA 0.47806081992231 NA 0.5 NA 6.5 1.79585647583008 77.4710311889648
380590 "Latvia" NA 0.47806081992231 0.5 0.5 6.5 6.5 1.79585647583008 77.4710311889648
380610 "China" 2214.8 0.47806081992231 12.6 12.6 10 10 2.54346513748169 0.27212730050087
380620 "China" 521 0.47806081992231 12.6 12.6 6.5 6.5 2.54346513748169 0.27212730050087
380630 "China" 600.6 0.47806081992231 12.6 12.6 6.5 6.5 2.54346513748169 0.27212730050087
380690 "China" 2288 0.47806081992231 12.6 12.6 6.5 6.5 2.54346513748169 0.27212730050087
380610 "Ecuador" 194.4 0.47806081992231 4 4 5 5 3.64742040634155 0.354319661855698
380620 "Ecuador" 125.8 0.47806081992231 4 4 5 5 3.64742040634155 0.354319661855698
380630 "Ecuador" NA 0.47806081992231 5 5 5 5 3.64742040634155 0.354319661855698
380690 "Ecuador" 404.2 0.47806081992231 4.2 4.2 5 5 3.64742040634155 0.354319661855698
380610 "Latvia" 223.6 0.47806081992231 0.5 0.5 6.5 6.5 6.29620170593262 0.189777716994286
380620 "Latvia" NA 0.47806081992231 NA 0.5 NA 6.5 6.29620170593262 0.189777716994286
380630 "Latvia" NA 0.47806081992231 0.5 0.5 6.5 6.5 6.29620170593262 0.189777716994286
380690 "Latvia" 12.6 0.47806081992231 0.5 0.5 6.5 6.5 6.29620170593262 0.189777716994286
380810 "China" 46059.6 0.47806081992231 10.2 10.2 8.67 8.67 5.70822906494141 6.05340385437012
380820 "China" 30123.4 0.47806081992231 9 9 7.5 7.5 5.70822906494141 6.05340385437012
380830 "China" 100715.2 0.47806081992231 8.75 8.75 7.25 7.25 5.70822906494141 6.05340385437012
380840 "China" 1393.2 0.47806081992231 12 12 9 9 5.70822906494141 6.05340385437012
380890 "China" 7849.4 0.47806081992231 12.3 12.3 9 9 5.70822906494141 6.05340385437012
380810 "Ecuador" 23597.8 0.47806081992231 5.08333333333333 5.08333333333333 10 10 2.5269501209259 55.6582221984863
380820 "Ecuador" 39139.2 0.47806081992231 2.89 2.89 10 10 2.5269501209259 55.6582221984863
380830 "Ecuador" 29770 0.47806081992231 3.44333333333333 3.44333333333333 10 10 2.5269501209259 55.6582221984863
380840 "Ecuador" 1076 0.47806081992231 3.16666666666667 3.16666666666667 10 10 2.5269501209259 55.6582221984863
380890 "Ecuador" 3926 0.47806081992231 3.16666666666667 3.16666666666667 10 10 2.5269501209259 55.6582221984863
380810 "Latvia" 866 0.47806081992231 0.5 0.5 6.5 6.5 3.93561172485352 1.24647188186646
380820 "Latvia" 2007 0.47806081992231 0.5 0.5 6.5 6.5 3.93561172485352 1.24647188186646
380830 "Latvia" 4301.8 0.47806081992231 0.5 0.5 6.5 6.5 3.93561172485352 1.24647188186646
380840 "Latvia" 1259.2 0.47806081992231 0 0 6.5 6.5 3.93561172485352 1.24647188186646
380890 "Latvia" 724.2 0.47806081992231 0.5 0.5 6.5 6.5 3.93561172485352 1.24647188186646
380810 "Lithuania" 1149 0.47806081992231 0 0 6.5 6.5 7.17266941070557 2.49711847305298
380820 "Lithuania" 2626 0.47806081992231 0 0 6.5 6.5 7.17266941070557 2.49711847305298
380830 "Lithuania" 8241.2 0.47806081992231 0 0 6.5 6.5 7.17266941070557 2.49711847305298
380840 "Lithuania" 1551.2 0.47806081992231 0 0 0 0 7.17266941070557 2.49711847305298
380890 "Lithuania" 382.8 0.47806081992231 0 0 6.5 6.5 7.17266941070557 2.49711847305298
380810 "Oman" 5168 0.47806081992231 0 0 6.5 6.5 3.83083081245422 5.38787841796875
380820 "Oman" 765.4 0.47806081992231 0 0 6.5 6.5 3.83083081245422 5.38787841796875
380830 "Oman" 1955.6 0.47806081992231 0 0 6.5 6.5 3.83083081245422 5.38787841796875
380840 "Oman" 1994.6 0.47806081992231 0 0 6.5 6.5 3.83083081245422 5.38787841796875
380890 "Oman" 454.6 0.47806081992231 0 0 6.5 6.5 3.83083081245422 5.38787841796875
380910 "China" 6522.6 0.47806081992231 10.4 10.4 10 10 4.23690509796143 2.07616233825684
380991 "China" 99774.4 0.47806081992231 10.4 10.4 6.5 6.5 4.23690509796143 2.07616233825684
380992 "China" 13348.8 0.47806081992231 10.4 10.4 6.5 6.5 4.23690509796143 2.07616233825684
380999 "China" 58607.6 0.47806081992231 NA NA NA NA 4.23690509796143 2.07616233825684
380910 "Ecuador" NA 0.47806081992231 9 9 10 10 2.1221718788147 0.252687156200409
380991 "Ecuador" 1483.2 0.47806081992231 9 9 10 10 2.1221718788147 0.252687156200409
380992 "Ecuador" 739.4 0.47806081992231 9 9 10 10 2.1221718788147 0.252687156200409
380999 "Ecuador" 588 0.47806081992231 NA NA NA NA 2.1221718788147 0.252687156200409
380910 "Latvia" 80.4 0.47806081992231 0.5 0.5 6.5 6.5 7.76158714294434 96.5981750488281
380991 "Latvia" 911.8 0.47806081992231 0.5 0.5 6.5 6.5 7.76158714294434 96.5981750488281
380992 "Latvia" 79 0.47806081992231 0.5 0.5 6.5 6.5 7.76158714294434 96.5981750488281
380999 "Latvia" 31.2 0.47806081992231 NA NA NA NA 7.76158714294434 96.5981750488281
380910 "Lithuania" 21.2 0.47806081992231 0 0 10 10 1.9033637046814 0.194954961538315
380991 "Lithuania" 2835.2 0.47806081992231 0 0 6.5 6.5 1.9033637046814 0.194954961538315
380992 "Lithuania" 121.8 0.47806081992231 0 0 6.5 6.5 1.9033637046814 0.194954961538315
380999 "Lithuania" 320.4 0.47806081992231 NA NA NA NA 1.9033637046814 0.194954961538315
380910 "Oman" 758.4 0.47806081992231 5 5 15 15 4.116135597229 25.8318729400635
380991 "Oman" 361.8 0.47806081992231 5 5 6.5 6.5 4.116135597229 25.8318729400635
380992 "Oman" NA 0.47806081992231 5 5 6.5 6.5 4.116135597229 25.8318729400635
380999 "Oman" NA 0.47806081992231 NA NA NA NA 4.116135597229 25.8318729400635
381010 "China" 12738.4 0.47806081992231 10.4 10.4 6.5 6.5 4.7649416923523 1238.81066894531
381090 "China" 8529.8 0.47806081992231 10.4 10.4 6.5 6.5 4.7649416923523 1238.81066894531
381010 "Ecuador" 225.2 0.47806081992231 7.33333333333333 7.33333333333333 10 10 2.77192282676697 4.6080379486084
381090 "Ecuador" 151 0.47806081992231 8.16666666666667 8.16666666666667 10 10 2.77192282676697 4.6080379486084
381010 "Latvia" 10.2 0.47806081992231 0.5 0.5 6.5 6.5 8.82131099700928 2.45035552978516
381090 "Latvia" 77.8 0.47806081992231 0.5 0.5 6.5 6.5 8.82131099700928 2.45035552978516
381010 "Lithuania" NA 0.47806081992231 0 0 6.5 6.5 3.07152390480042 0.00490001868456602
381090 "Lithuania" 31.4 0.47806081992231 0 0 6.5 6.5 3.07152390480042 0.00490001868456602
381010 "Oman" 132.2 0.47806081992231 5 5 6.5 6.5 1.86707830429077 0.494503736495972
381090 "Oman" NA 0.47806081992231 5 5 6.5 6.5 1.86707830429077 0.494503736495972
381111 "China" 1328 0.47806081992231 8.8 8.8 6.5 6.5 2.74020290374756 1.46864688396454
381119 "China" 1253.8 0.47806081992231 10.4 10.4 6.5 6.5 2.74020290374756 1.46864688396454
381121 "China" 29734.2 0.47806081992231 10.4 10.4 6.5 6.5 2.74020290374756 1.46864688396454
381129 "China" 12690 0.47806081992231 10.4 10.4 6.5 6.5 2.74020290374756 1.46864688396454
381190 "China" 43945.4 0.47806081992231 10.4 10.4 6.5 6.5 2.74020290374756 1.46864688396454
381111 "Ecuador" 3854 0.47806081992231 9 9 10 10 4.75455808639526 0.1736681163311
381119 "Ecuador" 152.2 0.47806081992231 9 9 10 10 4.75455808639526 0.1736681163311
381121 "Ecuador" 8981.2 0.47806081992231 10 10 10 10 4.75455808639526 0.1736681163311
381129 "Ecuador" 106.2 0.47806081992231 10 10 10 10 4.75455808639526 0.1736681163311
381190 "Ecuador" 1324.6 0.47806081992231 9 9 10 10 4.75455808639526 0.1736681163311
381111 "Latvia" NA 0.47806081992231 0.5 0.5 6.5 6.5 3.6056923866272 0.586588740348816
381119 "Latvia" 158.4 0.47806081992231 0.5 0.5 6.5 6.5 3.6056923866272 0.586588740348816
381121 "Latvia" 328.8 0.47806081992231 0.5 0.5 6.5 6.5 3.6056923866272 0.586588740348816
381129 "Latvia" 64.8 0.47806081992231 0.5 0.5 6.5 6.5 3.6056923866272 0.586588740348816
381190 "Latvia" 449.4 0.47806081992231 0.5 0.5 6.5 6.5 3.6056923866272 0.586588740348816
381111 "Lithuania" 131.4 0.47806081992231 0 0 6.5 6.5 5.03529071807861 0.247253209352493
381119 "Lithuania" 234.8 0.47806081992231 0 0 5 5 5.03529071807861 0.247253209352493
381121 "Lithuania" 2107.8 0.47806081992231 0 0 6.5 6.5 5.03529071807861 0.247253209352493
381129 "Lithuania" 382.4 0.47806081992231 0 0 6.5 6.5 5.03529071807861 0.247253209352493
381190 "Lithuania" 1772.4 0.47806081992231 0 0 6.5 6.5 5.03529071807861 0.247253209352493
381111 "Oman" NA 0.47806081992231 5 5 6.5 6.5 2.9287166595459 0.123969227075577
381119 "Oman" NA 0.47806081992231 5 5 6.5 6.5 2.9287166595459 0.123969227075577
381121 "Oman" 5196 0.47806081992231 5 5 6.5 6.5 2.9287166595459 0.123969227075577
381129 "Oman" 290.8 0.47806081992231 5 5 6.5 6.5 2.9287166595459 0.123969227075577
381190 "Oman" 5563.4 0.47806081992231 5 5 6.5 6.5 2.9287166595459 0.123969227075577
381210 "China" 29790 0.47806081992231 8.4 8.4 6 6 10.3246450424194 1.94651687145233
381220 "China" 123056.2 0.47806081992231 8.8 8.8 6.5 6.5 10.3246450424194 1.94651687145233
381230 "China" 112590.2 0.47806081992231 8.6 8.6 6.25 6.25 10.3246450424194 1.94651687145233
381210 "Ecuador" 478.4 0.47806081992231 9 9 10 10 2.69661617279053 0.908919394016266
381220 "Ecuador" 99.2 0.47806081992231 9 9 10 10 2.69661617279053 0.908919394016266
381230 "Ecuador" 2401.2 0.47806081992231 7.33333333333333 7.33333333333333 10 10 2.69661617279053 0.908919394016266
381210 "Latvia" 13 0.47806081992231 0.5 0.5 6.5 6.5 2.00367999076843 1.32432329654694
381220 "Latvia" 450.2 0.47806081992231 0.5 0.5 6.5 6.5 2.00367999076843 1.32432329654694
381230 "Latvia" NA 0.47806081992231 0.5 0.5 6.5 6.5 2.00367999076843 1.32432329654694
381210 "Lithuania" NA 0.47806081992231 0 0 6.5 6.5 8.21686744689941 0.749366283416748
381220 "Lithuania" 78.2 0.47806081992231 0 0 6.5 6.5 8.21686744689941 0.749366283416748
381230 "Lithuania" 108 0.47806081992231 0 0 6.5 6.5 8.21686744689941 0.749366283416748
381300 "China" 1212.4 0.47806081992231 13.3 13.3 8.25 8.25 1.69641590118408 3.64721369743347
381300 "Latvia" 132 0.47806081992231 0.5 0.5 6.5 6.5 3.95680713653564 1.01868236064911
381300 "Lithuania" 77.8 0.47806081992231 0 0 6.5 6.5 7.87311029434204 62.5095138549805
381300 "Oman" 169.6 0.47806081992231 5 5 6.5 6.5 3.73345637321472 90.872802734375
381400 "China" 61155.6 0.47806081992231 17.8 17.8 10 10 3.52130508422852 6.11740446090698
381400 "Ecuador" 378.2 0.47806081992231 9 9 10 10 3.14373755455017 1.4787220954895
381400 "Latvia" 1871.2 0.47806081992231 0.5 0.5 6.5 6.5 2.41820168495178 0.128106281161308
381400 "Lithuania" 1478.8 0.47806081992231 0 0 6.5 6.5 3.87869691848755 3.11341381072998
381400 "Oman" 787.4 0.47806081992231 5 5 6.5 6.5 4.90565729141235 2.05676436424255
381511 "China" 3208.8 0.47806081992231 10.4 10.4 6.5 6.5 25.0318965911865 752.455200195313
381512 "China" 18563.2 0.47806081992231 10.4 10.4 6.5 6.5 25.0318965911865 752.455200195313
381519 "China" 39479.2 0.47806081992231 10.4 10.4 6.5 6.5 25.0318965911865 752.455200195313
381590 "China" 55293.2 0.47806081992231 10.4 10.4 6.5 6.5 25.0318965911865 752.455200195313
381511 "Ecuador" 148 0.47806081992231 9 9 10 10 2.61157059669495 2.1367015838623
381512 "Ecuador" 163 0.47806081992231 NA 9 NA 10 2.61157059669495 2.1367015838623
381519 "Ecuador" 534.8 0.47806081992231 9 9 10 10 2.61157059669495 2.1367015838623
381590 "Ecuador" 759.2 0.47806081992231 9 9 10 10 2.61157059669495 2.1367015838623
381511 "Latvia" NA 0.47806081992231 0.5 0.5 6.5 6.5 3.57740473747253 1.198655128479
381512 "Latvia" NA 0.47806081992231 0.5 0.5 6.5 6.5 3.57740473747253 1.198655128479
381519 "Latvia" 64.8 0.47806081992231 0.5 0.5 6.5 6.5 3.57740473747253 1.198655128479
381590 "Latvia" 21.2 0.47806081992231 0.5 0.5 6.5 6.5 3.57740473747253 1.198655128479
381511 "Lithuania" 128.8 0.47806081992231 NA 0 NA 6.5 4.31787252426147 1.57034778594971
381512 "Lithuania" 145.4 0.47806081992231 NA 0 NA 6.5 4.31787252426147 1.57034778594971
381519 "Lithuania" 1950 0.47806081992231 0 0 6.5 6.5 4.31787252426147 1.57034778594971
381590 "Lithuania" 1109.2 0.47806081992231 0 0 6.5 6.5 4.31787252426147 1.57034778594971
381600 "China" 5070.8 0.47806081992231 10.4 10.4 6.5 6.5 3.7235004901886 3.05051517486572
381600 "Ecuador" 1407.8 0.47806081992231 7.33333333333333 7.33333333333333 10 10 3.33754968643188 0.371832072734833
381600 "Latvia" 446.2 0.47806081992231 0.5 0.5 6.5 6.5 3.18283176422119 0.239594608545303
381600 "Lithuania" 420.6 0.47806081992231 0 0 6.5 6.5 3.46905827522278 0.0681613385677338
381600 "Oman" 791.8 0.47806081992231 5 5 6.5 6.5 6.70475101470947 148.7919921875
381710 "China" 3964.4 0.47806081992231 10.4 10.4 6.5 6.5 4.81554269790649 0.0310009568929672
381720 "China" 39.2 0.47806081992231 10.4 10.4 6.5 6.5 4.81554269790649 0.0310009568929672
381800 "China" 188984.2 0.47806081992231 8.066 8.066 0 0 2.65329766273499 75.123031616211
381800 "Lithuania" 412.2 0.47806081992231 0 0 0 0 2.11713290214539 7.18872451782227
381900 "China" 5764.8 0.47806081992231 10.4 10.4 6.5 6.5 2.56641268730164 1.33416295051575
381900 "Ecuador" 2016.8 0.47806081992231 9 9 10 10 3.10445261001587 0.908995628356934
