	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)
VARIABLES	fig3_panelA	fig3_panelB	fig3_panelC	fig3_panelD	text_1930_farm_low	text_1930_farm_med	text_1930_farm_high	text_1930_val_low	text_1930_val_med	text_1930_val_high	text_1930_val_tot	fig3_rev	text_ratio_pdv_h	text_ratio_pdv_m	text_ratio_pdv_hm	t2_landvalue_a	text_tot_cost	t2_landvalue_b	text_1930_farm_low	text_1930_farm_med	text_1930_farm_high	text_1930_val_low	text_1930_val_med	text_1930_val_high
																								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(0.595)				(0.439)								
control_population_a_1945		0.8007241816	3.4329228645	0.9608839696								-0.628				0.961								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(0.517)				(0.510)								
control_population_a_1950		1.0412943520	4.0186074666	1.8323824537								-0.351				1.772**								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(0.519)				(0.519)								
control_population_a_1954		1.1241983348	4.4839554067	2.4580362517								1.372				2.518**								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(0.821)				(0.603)								
control_population_a_1959		1.1662089510	4.9702898566	3.3590536597								0.259				3.386**								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(0.774)				(0.864)								
control_population_a_1964		1.1954911219	4.9697094986	3.2001736257								0.630				3.247**								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(0.706)				(0.799)								
control_population_a_1969		0.8236533831	4.0017116609	2.3677281199								-0.270				2.295**								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(0.891)				(0.761)								
o.control_population_a_1974		-	-	-								-				-								
																								
control_population_a_1978		0.3044126318	2.6355493103	1.3092651021								-0.383				1.247*								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(0.994)				(0.594)								
control_population_a_1982		0.3454536674	2.9423480423	1.6048104613								-0.512				1.699*								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(1.014)				(0.772)								
control_population_a_1987		0.4623700816	2.2954856562	0.7779083915								-0.268				0.742								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(1.039)				(0.949)								
control_population_a_1992		0.4321166886	1.9670172018	0.4210092391								-0.156				0.425								
		(0.1665371410)	(0.8235171399)	(0.6582261786)								(1.216)				(0.731)								
o.control_population_a_1997		-	-	-								-				-								
																								
control_fraction_rural_1910		0.2007336245	0.1436141755	0.0000000000																				
		(0.0826760158)	(0.1283752947)	(0.0999329483)																				
control_fraction_rural_1920		0.4005474802	0.1548921976	-0.0000000000																				
		(0.0826760158)	(0.1283752947)	(0.0999329483)																				
control_fraction_rural_1925		0.2448967223	0.0902297982	0.0000000000																				
		(0.0826760158)	(0.1283752947)	(0.0999329483)																				
control_fraction_rural_1930		0.2268989482	0.0650813886	0.0000000000																				
		(0.0826760158)	(0.1283752947)	(0.0999329483)																				
control_fraction_rural_1940		0.3638231611	0.2235284591	0.1564672249								0.172				0.156								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.178)				(0.115)								
control_fraction_rural_1945		0.3394930124	0.1972463269	0.1398921656								0.075				0.140								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.128)				(0.116)								
control_fraction_rural_1950		0.1907074401	0.0635601591	0.0134896058								-0.168				0.007								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.143)				(0.103)								
control_fraction_rural_1954		0.2032857384	0.1786415426	0.1172938989								-0.015				0.124								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.212)				(0.121)								
control_fraction_rural_1959		0.0742210397	0.2202061460	0.1730419387								-0.055				0.179								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.194)				(0.151)								
control_fraction_rural_1964		0.0222687674	0.2780344694	0.2414686767								0.103				0.243								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.219)				(0.133)								
control_fraction_rural_1969		0.0214212436	0.3230963500	0.2871391609								-0.054				0.280*								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.242)				(0.118)								
o.control_fraction_rural_1974		-	-	-								-				-								
																								
control_fraction_rural_1978		0.0964145552	0.3763532279	0.3369676387								-0.086				0.334**								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.270)				(0.124)								
control_fraction_rural_1982		0.0759588624	0.2913856653	0.2508921252								-0.092				0.261								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.275)				(0.146)								
control_fraction_rural_1987		0.1660510356	0.4305300413	0.3750909827								-0.240				0.374*								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.275)				(0.165)								
control_fraction_rural_1992		0.0727862471	0.4196720170	0.3715994626								-0.066				0.365*								
		(0.0826760158)	(0.1283752947)	(0.0999329483)								(0.289)				(0.157)								
o.control_fraction_rural_1997		-	-	-								-				-								
																								
control_fraction_farm_1910		-1.00016e+00	-0.8916329293	-0.0000000000																				
		(0.1128173624)	(0.1121827202)	(0.0940565302)																				
control_fraction_farm_1920		-1.13157e+00	-0.7613466231	-0.0000000000																				
		(0.1128173624)	(0.1121827202)	(0.0940565302)																				
control_fraction_farm_1925		-0.8112576531	-0.6804321791	-0.0000000000																				
		(0.1128173624)	(0.1121827202)	(0.0940565302)																				
control_fraction_farm_1930		-0.8398802836	-0.7950759116	-0.0000000000																				
		(0.1128173624)	(0.1121827202)	(0.0940565302)																				
control_fraction_farm_1940		-1.16054e+00	-1.07246e+00	-0.2945955079								-0.340				-0.295*								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.188)				(0.134)								
control_fraction_farm_1945		-0.9354672810	-0.8762198469	-0.1713184507								-0.021				-0.171								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.124)				(0.122)								
control_fraction_farm_1950		-0.6504341438	-0.6861137803	-0.0568677331								0.168				-0.050								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.141)				(0.110)								
control_fraction_farm_1954		-0.5979254397	-0.6656245192	-0.0850227484								0.189				-0.092								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.198)				(0.137)								
control_fraction_farm_1959		-0.4507180672	-0.5105338747	-0.0446313239								0.344				-0.050								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.193)				(0.156)								
control_fraction_farm_1964		-0.2758177190	-0.3496381912	0.0240570756								0.282				0.022								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.188)				(0.142)								
control_fraction_farm_1969		-0.3717664993	-0.4047910773	-0.0451727069								0.121				-0.038								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.181)				(0.127)								
o.control_fraction_farm_1974		-	-	-								-				-								
																								
control_fraction_farm_1978		-0.5204969386	-0.5133985869	-0.2245940533								0.151				-0.221								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.245)				(0.143)								
control_fraction_farm_1982		-0.4734716592	-0.5129770874	-0.2553373150								0.177				-0.265								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.262)				(0.164)								
control_fraction_farm_1987		-0.5782734722	-0.6679430396	-0.3628897903								0.459				-0.362*								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.263)				(0.178)								
control_fraction_farm_1992		-0.5491131359	-0.5467368091	-0.2016528775								0.573*				-0.196								
		(0.1128173624)	(0.1121827202)	(0.0940565302)								(0.280)				(0.161)								
o.control_fraction_farm_1997		-	-	-								-				-								
																								
control_farms_a_1910		2.26295e+01	-1.65741e+01	0.0000000000																				
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)																				
control_farms_a_1920		8.16433e+01	8.6288576429	0.0000000000																				
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)																				
control_farms_a_1925		3.68167e+01	3.46201e+01	0.0000000000																				
		(1.15848e+01)	(3.14621e+01)	(2.53155e+01)																				
control_farms_a_1930		4.0972437305	5.69174e+01	0.0000000000																				
