msa	msacode	year	quarter	index_msa
"Binghamton, NY"	13780	1999	3	108.17
"Binghamton, NY"	13780	1999	4	109.91
"Binghamton, NY"	13780	2000	1	107.41
"Binghamton, NY"	13780	2000	2	110.47
"Binghamton, NY"	13780	2000	3	112.3
"Binghamton, NY"	13780	2000	4	113.45
"Binghamton, NY"	13780	2001	1	116.43
"Binghamton, NY"	13780	2001	2	117
"Binghamton, NY"	13780	2001	3	115.64
"Binghamton, NY"	13780	2001	4	120
"Binghamton, NY"	13780	2002	1	123.27
"Binghamton, NY"	13780	2002	2	124.07
"Binghamton, NY"	13780	2002	3	123.24
"Binghamton, NY"	13780	2002	4	125.04
"Binghamton, NY"	13780	2003	1	127.53
"Binghamton, NY"	13780	2003	2	126.62
"Binghamton, NY"	13780	2003	3	126.62
"Binghamton, NY"	13780	2003	4	128.19
"Binghamton, NY"	13780	2004	1	131.11
"Binghamton, NY"	13780	2004	2	130.72
"Binghamton, NY"	13780	2004	3	136.65
"Binghamton, NY"	13780	2004	4	131.55
"Binghamton, NY"	13780	2005	1	139.22
"Binghamton, NY"	13780	2005	2	146.24
"Binghamton, NY"	13780	2005	3	152.68
"Binghamton, NY"	13780	2005	4	152.64
"Binghamton, NY"	13780	2006	1	158.46
"Binghamton, NY"	13780	2006	2	159.92
"Binghamton, NY"	13780	2006	3	165.74
"Binghamton, NY"	13780	2006	4	170.82
"Binghamton, NY"	13780	2007	1	171.25
"Binghamton, NY"	13780	2007	2	173.08
"Binghamton, NY"	13780	2007	3	175.9
"Binghamton, NY"	13780	2007	4	182.06
"Birmingham-Hoover, AL"	13820	1975	1	-
"Birmingham-Hoover, AL"	13820	1975	2	-
"Birmingham-Hoover, AL"	13820	1975	3	-
"Birmingham-Hoover, AL"	13820	1975	4	-
"Birmingham-Hoover, AL"	13820	1976	1	-
"Birmingham-Hoover, AL"	13820	1976	2	-
"Birmingham-Hoover, AL"	13820	1976	3	-
"Birmingham-Hoover, AL"	13820	1976	4	-
"Birmingham-Hoover, AL"	13820	1977	1	-
"Birmingham-Hoover, AL"	13820	1977	2	-
"Birmingham-Hoover, AL"	13820	1977	3	-
"Birmingham-Hoover, AL"	13820	1977	4	-
"Birmingham-Hoover, AL"	13820	1978	1	-
"Birmingham-Hoover, AL"	13820	1978	2	-
"Birmingham-Hoover, AL"	13820	1978	3	54.73
"Birmingham-Hoover, AL"	13820	1978	4	52.91
"Birmingham-Hoover, AL"	13820	1979	1	56.06
"Birmingham-Hoover, AL"	13820	1979	2	56.72
"Birmingham-Hoover, AL"	13820	1979	3	58.73
"Birmingham-Hoover, AL"	13820	1979	4	59.7
"Birmingham-Hoover, AL"	13820	1980	1	57.3
"Birmingham-Hoover, AL"	13820	1980	2	52.99
"Birmingham-Hoover, AL"	13820	1980	3	56.45
"Birmingham-Hoover, AL"	13820	1980	4	60.17
"Birmingham-Hoover, AL"	13820	1981	1	54.61
"Birmingham-Hoover, AL"	13820	1981	2	56.01
"Birmingham-Hoover, AL"	13820	1981	3	59.45
"Birmingham-Hoover, AL"	13820	1981	4	57.74
"Birmingham-Hoover, AL"	13820	1982	1	57.53
"Birmingham-Hoover, AL"	13820	1982	2	59.23
"Birmingham-Hoover, AL"	13820	1982	3	58.52
"Birmingham-Hoover, AL"	13820	1982	4	58.9
"Birmingham-Hoover, AL"	13820	1983	1	57.49
"Birmingham-Hoover, AL"	13820	1983	2	63
"Birmingham-Hoover, AL"	13820	1983	3	61.55
"Birmingham-Hoover, AL"	13820	1983	4	63.44
"Birmingham-Hoover, AL"	13820	1984	1	66.43
"Birmingham-Hoover, AL"	13820	1984	2	63.77
"Birmingham-Hoover, AL"	13820	1984	3	66.51
"Birmingham-Hoover, AL"	13820	1984	4	65.42
"Birmingham-Hoover, AL"	13820	1985	1	66.67
"Birmingham-Hoover, AL"	13820	1985	2	67.56
"Birmingham-Hoover, AL"	13820	1985	3	68.79
"Birmingham-Hoover, AL"	13820	1985	4	68.54
"Birmingham-Hoover, AL"	13820	1986	1	70.88
"Birmingham-Hoover, AL"	13820	1986	2	71.19
"Birmingham-Hoover, AL"	13820	1986	3	73.08
"Birmingham-Hoover, AL"	13820	1986	4	73.67
"Birmingham-Hoover, AL"	13820	1987	1	74.9
"Birmingham-Hoover, AL"	13820	1987	2	76.41
"Birmingham-Hoover, AL"	13820	1987	3	76.39
"Birmingham-Hoover, AL"	13820	1987	4	75.83
"Birmingham-Hoover, AL"	13820	1988	1	78.83
"Birmingham-Hoover, AL"	13820	1988	2	78.82
"Birmingham-Hoover, AL"	13820	1988	3	78.79
"Birmingham-Hoover, AL"	13820	1988	4	78.6
"Birmingham-Hoover, AL"	13820	1989	1	79.24
"Birmingham-Hoover, AL"	13820	1989	2	80.15
"Birmingham-Hoover, AL"	13820	1989	3	81.3
"Birmingham-Hoover, AL"	13820	1989	4	81.53
"Birmingham-Hoover, AL"	13820	1990	1	81.12
"Birmingham-Hoover, AL"	13820	1990	2	82.16
"Birmingham-Hoover, AL"	13820	1990	3	82.03
"Birmingham-Hoover, AL"	13820	1990	4	82.37
"Birmingham-Hoover, AL"	13820	1991	1	83.46
"Birmingham-Hoover, AL"	13820	1991	2	84.86
"Birmingham-Hoover, AL"	13820	1991	3	85.18
"Birmingham-Hoover, AL"	13820	1991	4	86.94
"Birmingham-Hoover, AL"	13820	1992	1	87.82
"Birmingham-Hoover, AL"	13820	1992	2	87.82
"Birmingham-Hoover, AL"	13820	1992	3	89.43
"Birmingham-Hoover, AL"	13820	1992	4	89.99
"Birmingham-Hoover, AL"	13820	1993	1	90.78
"Birmingham-Hoover, AL"	13820	1993	2	91.77
"Birmingham-Hoover, AL"	13820	1993	3	93.93
"Birmingham-Hoover, AL"	13820	1993	4	94.86
"Birmingham-Hoover, AL"	13820	1994	1	95.73
"Birmingham-Hoover, AL"	13820	1994	2	98.12
"Birmingham-Hoover, AL"	13820	1994	3	98.25
"Birmingham-Hoover, AL"	13820	1994	4	99.36
"Birmingham-Hoover, AL"	13820	1995	1	100
"Birmingham-Hoover, AL"	13820	1995	2	101.99
"Birmingham-Hoover, AL"	13820	1995	3	103.89
"Birmingham-Hoover, AL"	13820	1995	4	104.81
"Birmingham-Hoover, AL"	13820	1996	1	106.79
"Birmingham-Hoover, AL"	13820	1996	2	106.56
"Birmingham-Hoover, AL"	13820	1996	3	106.45
"Birmingham-Hoover, AL"	13820	1996	4	108.33
"Birmingham-Hoover, AL"	13820	1997	1	109.31
"Birmingham-Hoover, AL"	13820	1997	2	109.68
"Birmingham-Hoover, AL"	13820	1997	3	112.17
"Birmingham-Hoover, AL"	13820	1997	4	113.19
"Birmingham-Hoover, AL"	13820	1998	1	115.65
"Birmingham-Hoover, AL"	13820	1998	2	116.35
"Birmingham-Hoover, AL"	13820	1998	3	117.38
"Birmingham-Hoover, AL"	13820	1998	4	118.92
"Birmingham-Hoover, AL"	13820	1999	1	119.77
"Birmingham-Hoover, AL"	13820	1999	2	120.71
"Birmingham-Hoover, AL"	13820	1999	3	120.52
"Birmingham-Hoover, AL"	13820	1999	4	122.37
"Birmingham-Hoover, AL"	13820	2000	1	122.65
"Birmingham-Hoover, AL"	13820	2000	2	123.83
"Birmingham-Hoover, AL"	13820	2000	3	124.98
"Birmingham-Hoover, AL"	13820	2000	4	126.09
"Birmingham-Hoover, AL"	13820	2001	1	130.24
"Birmingham-Hoover, AL"	13820	2001	2	131.12
"Birmingham-Hoover, AL"	13820	2001	3	132.02
"Birmingham-Hoover, AL"	13820	2001	4	133.59
"Birmingham-Hoover, AL"	13820	2002	1	134.48
"Birmingham-Hoover, AL"	13820	2002	2	135.51
"Birmingham-Hoover, AL"	13820	2002	3	137.71
"Birmingham-Hoover, AL"	13820	2002	4	138.96
"Birmingham-Hoover, AL"	13820	2003	1	140.7
"Birmingham-Hoover, AL"	13820	2003	2	142.3
"Birmingham-Hoover, AL"	13820	2003	3	143.27
"Birmingham-Hoover, AL"	13820	2003	4	144.57
"Birmingham-Hoover, AL"	13820	2004	1	147.32
"Birmingham-Hoover, AL"	13820	2004	2	147.86
"Birmingham-Hoover, AL"	13820	2004	3	150.95
"Birmingham-Hoover, AL"	13820	2004	4	154.14
"Birmingham-Hoover, AL"	13820	2005	1	155.72
"Birmingham-Hoover, AL"	13820	2005	2	160.12
"Birmingham-Hoover, AL"	13820	2005	3	162.46
"Birmingham-Hoover, AL"	13820	2005	4	165.33
"Birmingham-Hoover, AL"	13820	2006	1	168.23
"Birmingham-Hoover, AL"	13820	2006	2	170.32
"Birmingham-Hoover, AL"	13820	2006	3	172.72
"Birmingham-Hoover, AL"	13820	2006	4	174.71
"Birmingham-Hoover, AL"	13820	2007	1	176.7
"Birmingham-Hoover, AL"	13820	2007	2	178.25
"Birmingham-Hoover, AL"	13820	2007	3	177.91
"Birmingham-Hoover, AL"	13820	2007	4	179.8
"Bismarck, ND"	13900	1975	1	-
"Bismarck, ND"	13900	1975	2	-
"Bismarck, ND"	13900	1975	3	-
"Bismarck, ND"	13900	1975	4	-
"Bismarck, ND"	13900	1976	1	-
"Bismarck, ND"	13900	1976	2	-
"Bismarck, ND"	13900	1976	3	-
"Bismarck, ND"	13900	1976	4	-
"Bismarck, ND"	13900	1977	1	-
"Bismarck, ND"	13900	1977	2	-
"Bismarck, ND"	13900	1977	3	-
"Bismarck, ND"	13900	1977	4	-
"Bismarck, ND"	13900	1978	1	-
"Bismarck, ND"	13900	1978	2	-
"Bismarck, ND"	13900	1978	3	-
"Bismarck, ND"	13900	1978	4	-
"Bismarck, ND"	13900	1979	1	-
"Bismarck, ND"	13900	1979	2	-
"Bismarck, ND"	13900	1979	3	-
"Bismarck, ND"	13900	1979	4	-
"Bismarck, ND"	13900	1980	1	-
"Bismarck, ND"	13900	1980	2	-
"Bismarck, ND"	13900	1980	3	-
"Bismarck, ND"	13900	1980	4	-
"Bismarck, ND"	13900	1981	1	-
"Bismarck, ND"	13900	1981	2	-
"Bismarck, ND"	13900	1981	3	-
"Bismarck, ND"	13900	1981	4	-
"Bismarck, ND"	13900	1982	1	-
"Bismarck, ND"	13900	1982	2	-
"Bismarck, ND"	13900	1982	3	-
"Bismarck, ND"	13900	1982	4	-
"Bismarck, ND"	13900	1983	1	-
"Bismarck, ND"	13900	1983	2	-
"Bismarck, ND"	13900	1983	3	-
"Bismarck, ND"	13900	1983	4	-
"Bismarck, ND"	13900	1984	1	-
"Bismarck, ND"	13900	1984	2	-
"Bismarck, ND"	13900	1984	3	-
"Bismarck, ND"	13900	1984	4	-
"Bismarck, ND"	13900	1985	1	-
"Bismarck, ND"	13900	1985	2	-
"Bismarck, ND"	13900	1985	3	-
"Bismarck, ND"	13900	1985	4	-
"Bismarck, ND"	13900	1986	1	-
"Bismarck, ND"	13900	1986	2	-
"Bismarck, ND"	13900	1986	3	-
"Bismarck, ND"	13900	1986	4	78.41
"Bismarck, ND"	13900	1987	1	80.86
"Bismarck, ND"	13900	1987	2	79.85
"Bismarck, ND"	13900	1987	3	82.35
"Bismarck, ND"	13900	1987	4	80.59
"Bismarck, ND"	13900	1988	1	81.88
"Bismarck, ND"	13900	1988	2	79.47
"Bismarck, ND"	13900	1988	3	79.5
"Bismarck, ND"	13900	1988	4	77.76
"Bismarck, ND"	13900	1989	1	79.27
"Bismarck, ND"	13900	1989	2	80.44
"Bismarck, ND"	13900	1989	3	81.19
"Bismarck, ND"	13900	1989	4	80.26
"Bismarck, ND"	13900	1990	1	79.93
"Bismarck, ND"	13900	1990	2	80.88
"Bismarck, ND"	13900	1990	3	82.11
"Bismarck, ND"	13900	1990	4	82.4
"Bismarck, ND"	13900	1991	1	83.18
"Bismarck, ND"	13900	1991	2	83.08
"Bismarck, ND"	13900	1991	3	84.06
"Bismarck, ND"	13900	1991	4	84.76
"Bismarck, ND"	13900	1992	1	86.68
"Bismarck, ND"	13900	1992	2	86.29
"Bismarck, ND"	13900	1992	3	88.93
"Bismarck, ND"	13900	1992	4	89.2
"Bismarck, ND"	13900	1993	1	90.48
"Bismarck, ND"	13900	1993	2	90.91
"Bismarck, ND"	13900	1993	3	93.42
"Bismarck, ND"	13900	1993	4	94.47
"Bismarck, ND"	13900	1994	1	95.32
"Bismarck, ND"	13900	1994	2	98.6
"Bismarck, ND"	13900	1994	3	98.75
"Bismarck, ND"	13900	1994	4	99.74
"Bismarck, ND"	13900	1995	1	100
"Bismarck, ND"	13900	1995	2	102.48
"Bismarck, ND"	13900	1995	3	103
"Bismarck, ND"	13900	1995	4	105.01
"Bismarck, ND"	13900	1996	1	107.11
"Bismarck, ND"	13900	1996	2	105.17
"Bismarck, ND"	13900	1996	3	106.16
"Bismarck, ND"	13900	1996	4	106.57
"Bismarck, ND"	13900	1997	1	109.29
"Bismarck, ND"	13900	1997	2	109.52
"Bismarck, ND"	13900	1997	3	110.22
"Bismarck, ND"	13900	1997	4	110.4
"Bismarck, ND"	13900	1998	1	112.54
"Bismarck, ND"	13900	1998	2	114.86
"Bismarck, ND"	13900	1998	3	115.49
"Bismarck, ND"	13900	1998	4	116.06
"Bismarck, ND"	13900	1999	1	117.62
"Bismarck, ND"	13900	1999	2	117.8
"Bismarck, ND"	13900	1999	3	118.05
"Bismarck, ND"	13900	1999	4	117.7
"Bismarck, ND"	13900	2000	1	120.76
"Bismarck, ND"	13900	2000	2	119.32
"Bismarck, ND"	13900	2000	3	120.26
"Bismarck, ND"	13900	2000	4	123.22
"Bismarck, ND"	13900	2001	1	125.77
"Bismarck, ND"	13900	2001	2	126.47
"Bismarck, ND"	13900	2001	3	127.36
"Bismarck, ND"	13900	2001	4	128.4
"Bismarck, ND"	13900	2002	1	129.6
"Bismarck, ND"	13900	2002	2	132.34
"Bismarck, ND"	13900	2002	3	134.86
"Bismarck, ND"	13900	2002	4	136.73
"Bismarck, ND"	13900	2003	1	137.12
"Bismarck, ND"	13900	2003	2	138.81
"Bismarck, ND"	13900	2003	3	140.75
"Bismarck, ND"	13900	2003	4	141.31
"Bismarck, ND"	13900	2004	1	143.18
"Bismarck, ND"	13900	2004	2	146.85
"Bismarck, ND"	13900	2004	3	151.01
"Bismarck, ND"	13900	2004	4	152.7
"Bismarck, ND"	13900	2005	1	153.42
"Bismarck, ND"	13900	2005	2	158.91
"Bismarck, ND"	13900	2005	3	164.35
"Bismarck, ND"	13900	2005	4	166.86
"Bismarck, ND"	13900	2006	1	168.92
"Bismarck, ND"	13900	2006	2	173.74
"Bismarck, ND"	13900	2006	3	178.71
"Bismarck, ND"	13900	2006	4	180.51
"Bismarck, ND"	13900	2007	1	185.79
"Bismarck, ND"	13900	2007	2	188.24
"Bismarck, ND"	13900	2007	3	191.69
"Bismarck, ND"	13900	2007	4	199.86
"Blacksburg-Christiansburg-Radford, VA"	13980	1975	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1975	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1975	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1975	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1976	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1976	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1976	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1976	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1977	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1977	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1977	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1977	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1978	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1978	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1978	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1978	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1979	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1979	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1979	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1979	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1980	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1980	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1980	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1980	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1981	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1981	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1981	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1981	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1982	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1982	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1982	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1982	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1983	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1983	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1983	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1983	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1984	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1984	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1984	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1984	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1985	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1985	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1985	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1985	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1986	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1986	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1986	3	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1986	4	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1987	1	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1987	2	-
"Blacksburg-Christiansburg-Radford, VA"	13980	1987	3	78.34
"Blacksburg-Christiansburg-Radford, VA"	13980	1987	4	79.52
"Blacksburg-Christiansburg-Radford, VA"	13980	1988	1	79.22
"Blacksburg-Christiansburg-Radford, VA"	13980	1988	2	79.2
"Blacksburg-Christiansburg-Radford, VA"	13980	1988	3	82.91
"Blacksburg-Christiansburg-Radford, VA"	13980	1988	4	81.62
"Blacksburg-Christiansburg-Radford, VA"	13980	1989	1	80.86
"Blacksburg-Christiansburg-Radford, VA"	13980	1989	2	80.3
"Blacksburg-Christiansburg-Radford, VA"	13980	1989	3	83.72
"Blacksburg-Christiansburg-Radford, VA"	13980	1989	4	83.75
"Blacksburg-Christiansburg-Radford, VA"	13980	1990	1	85.66
"Blacksburg-Christiansburg-Radford, VA"	13980	1990	2	85.06
"Blacksburg-Christiansburg-Radford, VA"	13980	1990	3	84.53
"Blacksburg-Christiansburg-Radford, VA"	13980	1990	4	83.05
"Blacksburg-Christiansburg-Radford, VA"	13980	1991	1	85.13
"Blacksburg-Christiansburg-Radford, VA"	13980	1991	2	84.44
"Blacksburg-Christiansburg-Radford, VA"	13980	1991	3	85.8
"Blacksburg-Christiansburg-Radford, VA"	13980	1991	4	86.53
"Blacksburg-Christiansburg-Radford, VA"	13980	1992	1	87.58
"Blacksburg-Christiansburg-Radford, VA"	13980	1992	2	87.82
"Blacksburg-Christiansburg-Radford, VA"	13980	1992	3	89.09
"Blacksburg-Christiansburg-Radford, VA"	13980	1992	4	91.01
"Blacksburg-Christiansburg-Radford, VA"	13980	1993	1	91.21
"Blacksburg-Christiansburg-Radford, VA"	13980	1993	2	91.38
"Blacksburg-Christiansburg-Radford, VA"	13980	1993	3	93.12
"Blacksburg-Christiansburg-Radford, VA"	13980	1993	4	93.75
"Blacksburg-Christiansburg-Radford, VA"	13980	1994	1	92.88
"Blacksburg-Christiansburg-Radford, VA"	13980	1994	2	95.74
"Blacksburg-Christiansburg-Radford, VA"	13980	1994	3	95.21
"Blacksburg-Christiansburg-Radford, VA"	13980	1994	4	97.52
"Blacksburg-Christiansburg-Radford, VA"	13980	1995	1	100
"Blacksburg-Christiansburg-Radford, VA"	13980	1995	2	98.66
"Blacksburg-Christiansburg-Radford, VA"	13980	1995	3	100.65
"Blacksburg-Christiansburg-Radford, VA"	13980	1995	4	100.14
"Blacksburg-Christiansburg-Radford, VA"	13980	1996	1	101
"Blacksburg-Christiansburg-Radford, VA"	13980	1996	2	101.24
"Blacksburg-Christiansburg-Radford, VA"	13980	1996	3	103.23
"Blacksburg-Christiansburg-Radford, VA"	13980	1996	4	105.54
"Blacksburg-Christiansburg-Radford, VA"	13980	1997	1	105.92
"Blacksburg-Christiansburg-Radford, VA"	13980	1997	2	108.42
"Blacksburg-Christiansburg-Radford, VA"	13980	1997	3	109.51
"Blacksburg-Christiansburg-Radford, VA"	13980	1997	4	111.02
"Blacksburg-Christiansburg-Radford, VA"	13980	1998	1	112.88
"Blacksburg-Christiansburg-Radford, VA"	13980	1998	2	114.35
"Blacksburg-Christiansburg-Radford, VA"	13980	1998	3	115.27
"Blacksburg-Christiansburg-Radford, VA"	13980	1998	4	116.07
"Blacksburg-Christiansburg-Radford, VA"	13980	1999	1	115.88
"Blacksburg-Christiansburg-Radford, VA"	13980	1999	2	120.87
"Blacksburg-Christiansburg-Radford, VA"	13980	1999	3	123.09
"Blacksburg-Christiansburg-Radford, VA"	13980	1999	4	121.97
"Blacksburg-Christiansburg-Radford, VA"	13980	2000	1	126.36
"Blacksburg-Christiansburg-Radford, VA"	13980	2000	2	126.05
"Blacksburg-Christiansburg-Radford, VA"	13980	2000	3	128.31
"Blacksburg-Christiansburg-Radford, VA"	13980	2000	4	129.62
"Blacksburg-Christiansburg-Radford, VA"	13980	2001	1	132.26
"Blacksburg-Christiansburg-Radford, VA"	13980	2001	2	134.75
"Blacksburg-Christiansburg-Radford, VA"	13980	2001	3	135.13
"Blacksburg-Christiansburg-Radford, VA"	13980	2001	4	136.55
"Blacksburg-Christiansburg-Radford, VA"	13980	2002	1	139.23
"Blacksburg-Christiansburg-Radford, VA"	13980	2002	2	140.52
"Blacksburg-Christiansburg-Radford, VA"	13980	2002	3	143.43
"Blacksburg-Christiansburg-Radford, VA"	13980	2002	4	144.38
"Blacksburg-Christiansburg-Radford, VA"	13980	2003	1	146.67
"Blacksburg-Christiansburg-Radford, VA"	13980	2003	2	147.13
"Blacksburg-Christiansburg-Radford, VA"	13980	2003	3	149.22
"Blacksburg-Christiansburg-Radford, VA"	13980	2003	4	151.98
"Blacksburg-Christiansburg-Radford, VA"	13980	2004	1	155.02
"Blacksburg-Christiansburg-Radford, VA"	13980	2004	2	158.1
"Blacksburg-Christiansburg-Radford, VA"	13980	2004	3	163.36
"Blacksburg-Christiansburg-Radford, VA"	13980	2004	4	163.79
"Blacksburg-Christiansburg-Radford, VA"	13980	2005	1	168.99
"Blacksburg-Christiansburg-Radford, VA"	13980	2005	2	175.72
"Blacksburg-Christiansburg-Radford, VA"	13980	2005	3	179.75
"Blacksburg-Christiansburg-Radford, VA"	13980	2005	4	185.12
"Blacksburg-Christiansburg-Radford, VA"	13980	2006	1	179.58
"Blacksburg-Christiansburg-Radford, VA"	13980	2006	2	191.04
"Blacksburg-Christiansburg-Radford, VA"	13980	2006	3	196.94
"Blacksburg-Christiansburg-Radford, VA"	13980	2006	4	198.3
"Blacksburg-Christiansburg-Radford, VA"	13980	2007	1	196.31
"Blacksburg-Christiansburg-Radford, VA"	13980	2007	2	200.23
"Blacksburg-Christiansburg-Radford, VA"	13980	2007	3	201.86
"Blacksburg-Christiansburg-Radford, VA"	13980	2007	4	202.22
"Bloomington, IN"	14020	1975	1	-
"Bloomington, IN"	14020	1975	2	-
"Bloomington, IN"	14020	1975	3	-
"Bloomington, IN"	14020	1975	4	-
"Bloomington, IN"	14020	1976	1	-
"Bloomington, IN"	14020	1976	2	-
"Bloomington, IN"	14020	1976	3	-
"Bloomington, IN"	14020	1976	4	-
"Bloomington, IN"	14020	1977	1	-
"Bloomington, IN"	14020	1977	2	-
"Bloomington, IN"	14020	1977	3	-
"Bloomington, IN"	14020	1977	4	-
"Bloomington, IN"	14020	1978	1	-
"Bloomington, IN"	14020	1978	2	-
"Bloomington, IN"	14020	1978	3	-
"Bloomington, IN"	14020	1978	4	-
"Bloomington, IN"	14020	1979	1	-
"Bloomington, IN"	14020	1979	2	-
"Bloomington, IN"	14020	1979	3	-
"Bloomington, IN"	14020	1979	4	-
"Bloomington, IN"	14020	1980	1	-
"Bloomington, IN"	14020	1980	2	-
"Bloomington, IN"	14020	1980	3	-
"Bloomington, IN"	14020	1980	4	-
"Bloomington, IN"	14020	1981	1	-
"Bloomington, IN"	14020	1981	2	-
"Bloomington, IN"	14020	1981	3	-
"Bloomington, IN"	14020	1981	4	-
"Bloomington, IN"	14020	1982	1	-
"Bloomington, IN"	14020	1982	2	-
"Bloomington, IN"	14020	1982	3	-
"Bloomington, IN"	14020	1982	4	-
"Bloomington, IN"	14020	1983	1	-
"Bloomington, IN"	14020	1983	2	-
"Bloomington, IN"	14020	1983	3	-
"Bloomington, IN"	14020	1983	4	-
"Bloomington, IN"	14020	1984	1	-
"Bloomington, IN"	14020	1984	2	-
"Bloomington, IN"	14020	1984	3	-
"Bloomington, IN"	14020	1984	4	-
"Bloomington, IN"	14020	1985	1	-
"Bloomington, IN"	14020	1985	2	-
"Bloomington, IN"	14020	1985	3	-
"Bloomington, IN"	14020	1985	4	-
"Bloomington, IN"	14020	1986	1	-
"Bloomington, IN"	14020	1986	2	-
"Bloomington, IN"	14020	1986	3	64.47
"Bloomington, IN"	14020	1986	4	65.91
"Bloomington, IN"	14020	1987	1	67.47
"Bloomington, IN"	14020	1987	2	66.76
"Bloomington, IN"	14020	1987	3	69.67
"Bloomington, IN"	14020	1987	4	68.44
"Bloomington, IN"	14020	1988	1	72.2
"Bloomington, IN"	14020	1988	2	75.4
"Bloomington, IN"	14020	1988	3	72.16
"Bloomington, IN"	14020	1988	4	71.81
"Bloomington, IN"	14020	1989	1	77.5
"Bloomington, IN"	14020	1989	2	77.46
"Bloomington, IN"	14020	1989	3	78.99
"Bloomington, IN"	14020	1989	4	80.23
"Bloomington, IN"	14020	1990	1	79.36
"Bloomington, IN"	14020	1990	2	80.84
"Bloomington, IN"	14020	1990	3	80.65
"Bloomington, IN"	14020	1990	4	80.71
"Bloomington, IN"	14020	1991	1	83.04
"Bloomington, IN"	14020	1991	2	83.84
"Bloomington, IN"	14020	1991	3	84.37
"Bloomington, IN"	14020	1991	4	84.86
"Bloomington, IN"	14020	1992	1	86.63
"Bloomington, IN"	14020	1992	2	87.18
"Bloomington, IN"	14020	1992	3	89.13
"Bloomington, IN"	14020	1992	4	88.8
"Bloomington, IN"	14020	1993	1	91.02
"Bloomington, IN"	14020	1993	2	92.3
"Bloomington, IN"	14020	1993	3	92.9
"Bloomington, IN"	14020	1993	4	94.11
"Bloomington, IN"	14020	1994	1	97.03
"Bloomington, IN"	14020	1994	2	97.97
"Bloomington, IN"	14020	1994	3	100.16
"Bloomington, IN"	14020	1994	4	97.83
"Bloomington, IN"	14020	1995	1	100
"Bloomington, IN"	14020	1995	2	102.88
"Bloomington, IN"	14020	1995	3	103.63
"Bloomington, IN"	14020	1995	4	106.08
"Bloomington, IN"	14020	1996	1	106.4
"Bloomington, IN"	14020	1996	2	107.99
"Bloomington, IN"	14020	1996	3	108.16
"Bloomington, IN"	14020	1996	4	107.58
"Bloomington, IN"	14020	1997	1	109.99
"Bloomington, IN"	14020	1997	2	111.64
"Bloomington, IN"	14020	1997	3	111.99
"Bloomington, IN"	14020	1997	4	112.5
"Bloomington, IN"	14020	1998	1	114.74
"Bloomington, IN"	14020	1998	2	114.95
