msa	msacode	year	quarter	index_msa
"Tacoma, WA  (MSAD)"	45104	2000	4	128.36
"Tacoma, WA  (MSAD)"	45104	2001	1	131.77
"Tacoma, WA  (MSAD)"	45104	2001	2	133.56
"Tacoma, WA  (MSAD)"	45104	2001	3	135.84
"Tacoma, WA  (MSAD)"	45104	2001	4	136.96
"Tacoma, WA  (MSAD)"	45104	2002	1	138.48
"Tacoma, WA  (MSAD)"	45104	2002	2	140.65
"Tacoma, WA  (MSAD)"	45104	2002	3	142.63
"Tacoma, WA  (MSAD)"	45104	2002	4	144.15
"Tacoma, WA  (MSAD)"	45104	2003	1	145.61
"Tacoma, WA  (MSAD)"	45104	2003	2	147.49
"Tacoma, WA  (MSAD)"	45104	2003	3	149.64
"Tacoma, WA  (MSAD)"	45104	2003	4	154.62
"Tacoma, WA  (MSAD)"	45104	2004	1	156.83
"Tacoma, WA  (MSAD)"	45104	2004	2	161.99
"Tacoma, WA  (MSAD)"	45104	2004	3	170.57
"Tacoma, WA  (MSAD)"	45104	2004	4	174.59
"Tacoma, WA  (MSAD)"	45104	2005	1	181.32
"Tacoma, WA  (MSAD)"	45104	2005	2	191.6
"Tacoma, WA  (MSAD)"	45104	2005	3	198.87
"Tacoma, WA  (MSAD)"	45104	2005	4	209.58
"Tacoma, WA  (MSAD)"	45104	2006	1	217.78
"Tacoma, WA  (MSAD)"	45104	2006	2	225.21
"Tacoma, WA  (MSAD)"	45104	2006	3	233.21
"Tacoma, WA  (MSAD)"	45104	2006	4	238.98
"Tacoma, WA  (MSAD)"	45104	2007	1	243.72
"Tacoma, WA  (MSAD)"	45104	2007	2	246.71
"Tacoma, WA  (MSAD)"	45104	2007	3	248.43
"Tacoma, WA  (MSAD)"	45104	2007	4	249.03
"Tallahassee, FL"	45220	1975	1	-
"Tallahassee, FL"	45220	1975	2	-
"Tallahassee, FL"	45220	1975	3	-
"Tallahassee, FL"	45220	1975	4	-
"Tallahassee, FL"	45220	1976	1	-
"Tallahassee, FL"	45220	1976	2	-
"Tallahassee, FL"	45220	1976	3	-
"Tallahassee, FL"	45220	1976	4	-
"Tallahassee, FL"	45220	1977	1	-
"Tallahassee, FL"	45220	1977	2	-
"Tallahassee, FL"	45220	1977	3	-
"Tallahassee, FL"	45220	1977	4	-
"Tallahassee, FL"	45220	1978	1	-
"Tallahassee, FL"	45220	1978	2	-
"Tallahassee, FL"	45220	1978	3	-
"Tallahassee, FL"	45220	1978	4	-
"Tallahassee, FL"	45220	1979	1	-
"Tallahassee, FL"	45220	1979	2	-
"Tallahassee, FL"	45220	1979	3	-
"Tallahassee, FL"	45220	1979	4	-
"Tallahassee, FL"	45220	1980	1	-
"Tallahassee, FL"	45220	1980	2	-
"Tallahassee, FL"	45220	1980	3	-
"Tallahassee, FL"	45220	1980	4	-
"Tallahassee, FL"	45220	1981	1	64.01
"Tallahassee, FL"	45220	1981	2	64.57
"Tallahassee, FL"	45220	1981	3	67.85
"Tallahassee, FL"	45220	1981	4	67.1
"Tallahassee, FL"	45220	1982	1	68.86
"Tallahassee, FL"	45220	1982	2	68.97
"Tallahassee, FL"	45220	1982	3	77.79
"Tallahassee, FL"	45220	1982	4	71.78
"Tallahassee, FL"	45220	1983	1	74.21
"Tallahassee, FL"	45220	1983	2	75.55
"Tallahassee, FL"	45220	1983	3	72.93
"Tallahassee, FL"	45220	1983	4	77.39
"Tallahassee, FL"	45220	1984	1	75.9
"Tallahassee, FL"	45220	1984	2	73.88
"Tallahassee, FL"	45220	1984	3	73.9
"Tallahassee, FL"	45220	1984	4	71.2
"Tallahassee, FL"	45220	1985	1	73.34
"Tallahassee, FL"	45220	1985	2	74.2
"Tallahassee, FL"	45220	1985	3	74.01
"Tallahassee, FL"	45220	1985	4	75.09
"Tallahassee, FL"	45220	1986	1	75.35
"Tallahassee, FL"	45220	1986	2	75.61
"Tallahassee, FL"	45220	1986	3	75.22
"Tallahassee, FL"	45220	1986	4	77.38
"Tallahassee, FL"	45220	1987	1	77.65
"Tallahassee, FL"	45220	1987	2	79.35
"Tallahassee, FL"	45220	1987	3	78.03
"Tallahassee, FL"	45220	1987	4	78.58
"Tallahassee, FL"	45220	1988	1	77.74
"Tallahassee, FL"	45220	1988	2	81.5
"Tallahassee, FL"	45220	1988	3	81.79
"Tallahassee, FL"	45220	1988	4	81.49
"Tallahassee, FL"	45220	1989	1	82.93
"Tallahassee, FL"	45220	1989	2	82.85
"Tallahassee, FL"	45220	1989	3	85.55
"Tallahassee, FL"	45220	1989	4	84.96
"Tallahassee, FL"	45220	1990	1	85.58
"Tallahassee, FL"	45220	1990	2	86.21
"Tallahassee, FL"	45220	1990	3	87.12
"Tallahassee, FL"	45220	1990	4	85.55
"Tallahassee, FL"	45220	1991	1	89.9
"Tallahassee, FL"	45220	1991	2	88.13
"Tallahassee, FL"	45220	1991	3	90.37
"Tallahassee, FL"	45220	1991	4	91.61
"Tallahassee, FL"	45220	1992	1	91.93
"Tallahassee, FL"	45220	1992	2	91.6
"Tallahassee, FL"	45220	1992	3	93.48
"Tallahassee, FL"	45220	1992	4	92.9
"Tallahassee, FL"	45220	1993	1	94.9
"Tallahassee, FL"	45220	1993	2	95.56
"Tallahassee, FL"	45220	1993	3	95.78
"Tallahassee, FL"	45220	1993	4	97.16
"Tallahassee, FL"	45220	1994	1	96.94
"Tallahassee, FL"	45220	1994	2	96.75
"Tallahassee, FL"	45220	1994	3	97.47
"Tallahassee, FL"	45220	1994	4	98.51
"Tallahassee, FL"	45220	1995	1	100
"Tallahassee, FL"	45220	1995	2	100.06
"Tallahassee, FL"	45220	1995	3	102.75
"Tallahassee, FL"	45220	1995	4	102.84
"Tallahassee, FL"	45220	1996	1	102.26
"Tallahassee, FL"	45220	1996	2	104.06
"Tallahassee, FL"	45220	1996	3	105.52
"Tallahassee, FL"	45220	1996	4	104.27
"Tallahassee, FL"	45220	1997	1	106.91
"Tallahassee, FL"	45220	1997	2	106.8
"Tallahassee, FL"	45220	1997	3	108.4
"Tallahassee, FL"	45220	1997	4	108.81
"Tallahassee, FL"	45220	1998	1	111.32
"Tallahassee, FL"	45220	1998	2	110.69
"Tallahassee, FL"	45220	1998	3	112.87
"Tallahassee, FL"	45220	1998	4	113.56
"Tallahassee, FL"	45220	1999	1	114.42
"Tallahassee, FL"	45220	1999	2	113.73
"Tallahassee, FL"	45220	1999	3	113.81
"Tallahassee, FL"	45220	1999	4	113.29
"Tallahassee, FL"	45220	2000	1	115.96
"Tallahassee, FL"	45220	2000	2	118.47
"Tallahassee, FL"	45220	2000	3	116.72
"Tallahassee, FL"	45220	2000	4	119.28
"Tallahassee, FL"	45220	2001	1	124.59
"Tallahassee, FL"	45220	2001	2	123.79
"Tallahassee, FL"	45220	2001	3	126.7
"Tallahassee, FL"	45220	2001	4	127.65
"Tallahassee, FL"	45220	2002	1	128.49
"Tallahassee, FL"	45220	2002	2	131.4
"Tallahassee, FL"	45220	2002	3	134.04
"Tallahassee, FL"	45220	2002	4	136.09
"Tallahassee, FL"	45220	2003	1	139.1
"Tallahassee, FL"	45220	2003	2	139.91
"Tallahassee, FL"	45220	2003	3	143.91
"Tallahassee, FL"	45220	2003	4	148.79
"Tallahassee, FL"	45220	2004	1	152.52
"Tallahassee, FL"	45220	2004	2	158.71
"Tallahassee, FL"	45220	2004	3	164.96
"Tallahassee, FL"	45220	2004	4	171.54
"Tallahassee, FL"	45220	2005	1	177.95
"Tallahassee, FL"	45220	2005	2	184.41
"Tallahassee, FL"	45220	2005	3	193.65
"Tallahassee, FL"	45220	2005	4	200.38
"Tallahassee, FL"	45220	2006	1	206.83
"Tallahassee, FL"	45220	2006	2	211.78
"Tallahassee, FL"	45220	2006	3	219.04
"Tallahassee, FL"	45220	2006	4	219.89
"Tallahassee, FL"	45220	2007	1	222.8
"Tallahassee, FL"	45220	2007	2	223.26
"Tallahassee, FL"	45220	2007	3	221.12
"Tallahassee, FL"	45220	2007	4	223.41
"Tampa-St. Petersburg-Clearwater, FL"	45300	1975	1	-
"Tampa-St. Petersburg-Clearwater, FL"	45300	1975	2	-
"Tampa-St. Petersburg-Clearwater, FL"	45300	1975	3	-
"Tampa-St. Petersburg-Clearwater, FL"	45300	1975	4	-
"Tampa-St. Petersburg-Clearwater, FL"	45300	1976	1	-
"Tampa-St. Petersburg-Clearwater, FL"	45300	1976	2	-
"Tampa-St. Petersburg-Clearwater, FL"	45300	1976	3	-
"Tampa-St. Petersburg-Clearwater, FL"	45300	1976	4	-
"Tampa-St. Petersburg-Clearwater, FL"	45300	1977	1	-
"Tampa-St. Petersburg-Clearwater, FL"	45300	1977	2	-
"Tampa-St. Petersburg-Clearwater, FL"	45300	1977	3	43.77
"Tampa-St. Petersburg-Clearwater, FL"	45300	1977	4	45.54
"Tampa-St. Petersburg-Clearwater, FL"	45300	1978	1	46.18
"Tampa-St. Petersburg-Clearwater, FL"	45300	1978	2	48.31
"Tampa-St. Petersburg-Clearwater, FL"	45300	1978	3	49.78
"Tampa-St. Petersburg-Clearwater, FL"	45300	1978	4	53.42
"Tampa-St. Petersburg-Clearwater, FL"	45300	1979	1	52.89
"Tampa-St. Petersburg-Clearwater, FL"	45300	1979	2	55.27
"Tampa-St. Petersburg-Clearwater, FL"	45300	1979	3	57.76
"Tampa-St. Petersburg-Clearwater, FL"	45300	1979	4	58.54
"Tampa-St. Petersburg-Clearwater, FL"	45300	1980	1	58.41
"Tampa-St. Petersburg-Clearwater, FL"	45300	1980	2	59.07
"Tampa-St. Petersburg-Clearwater, FL"	45300	1980	3	59.81
"Tampa-St. Petersburg-Clearwater, FL"	45300	1980	4	59.8
"Tampa-St. Petersburg-Clearwater, FL"	45300	1981	1	62.81
"Tampa-St. Petersburg-Clearwater, FL"	45300	1981	2	61.95
"Tampa-St. Petersburg-Clearwater, FL"	45300	1981	3	64.73
"Tampa-St. Petersburg-Clearwater, FL"	45300	1981	4	69.99
"Tampa-St. Petersburg-Clearwater, FL"	45300	1982	1	75.68
"Tampa-St. Petersburg-Clearwater, FL"	45300	1982	2	75.4
"Tampa-St. Petersburg-Clearwater, FL"	45300	1982	3	76.09
"Tampa-St. Petersburg-Clearwater, FL"	45300	1982	4	74.87
"Tampa-St. Petersburg-Clearwater, FL"	45300	1983	1	74.27
"Tampa-St. Petersburg-Clearwater, FL"	45300	1983	2	77.08
"Tampa-St. Petersburg-Clearwater, FL"	45300	1983	3	75.56
"Tampa-St. Petersburg-Clearwater, FL"	45300	1983	4	76.54
"Tampa-St. Petersburg-Clearwater, FL"	45300	1984	1	78.2
"Tampa-St. Petersburg-Clearwater, FL"	45300	1984	2	79.41
"Tampa-St. Petersburg-Clearwater, FL"	45300	1984	3	81.16
"Tampa-St. Petersburg-Clearwater, FL"	45300	1984	4	78.34
"Tampa-St. Petersburg-Clearwater, FL"	45300	1985	1	80.58
"Tampa-St. Petersburg-Clearwater, FL"	45300	1985	2	81.1
"Tampa-St. Petersburg-Clearwater, FL"	45300	1985	3	81.72
"Tampa-St. Petersburg-Clearwater, FL"	45300	1985	4	84.48
"Tampa-St. Petersburg-Clearwater, FL"	45300	1986	1	84.8
"Tampa-St. Petersburg-Clearwater, FL"	45300	1986	2	86.97
"Tampa-St. Petersburg-Clearwater, FL"	45300	1986	3	86.72
"Tampa-St. Petersburg-Clearwater, FL"	45300	1986	4	86.92
"Tampa-St. Petersburg-Clearwater, FL"	45300	1987	1	88.32
"Tampa-St. Petersburg-Clearwater, FL"	45300	1987	2	89.17
"Tampa-St. Petersburg-Clearwater, FL"	45300	1987	3	89.31
"Tampa-St. Petersburg-Clearwater, FL"	45300	1987	4	90.32
"Tampa-St. Petersburg-Clearwater, FL"	45300	1988	1	90.83
"Tampa-St. Petersburg-Clearwater, FL"	45300	1988	2	91.83
"Tampa-St. Petersburg-Clearwater, FL"	45300	1988	3	92.28
"Tampa-St. Petersburg-Clearwater, FL"	45300	1988	4	91.4
"Tampa-St. Petersburg-Clearwater, FL"	45300	1989	1	92.44
"Tampa-St. Petersburg-Clearwater, FL"	45300	1989	2	92.36
"Tampa-St. Petersburg-Clearwater, FL"	45300	1989	3	94.34
"Tampa-St. Petersburg-Clearwater, FL"	45300	1989	4	94.75
"Tampa-St. Petersburg-Clearwater, FL"	45300	1990	1	95.06
"Tampa-St. Petersburg-Clearwater, FL"	45300	1990	2	94.11
"Tampa-St. Petersburg-Clearwater, FL"	45300	1990	3	94.49
"Tampa-St. Petersburg-Clearwater, FL"	45300	1990	4	94.1
"Tampa-St. Petersburg-Clearwater, FL"	45300	1991	1	95.77
"Tampa-St. Petersburg-Clearwater, FL"	45300	1991	2	95.32
"Tampa-St. Petersburg-Clearwater, FL"	45300	1991	3	94.97
"Tampa-St. Petersburg-Clearwater, FL"	45300	1991	4	97.01
"Tampa-St. Petersburg-Clearwater, FL"	45300	1992	1	97.7
"Tampa-St. Petersburg-Clearwater, FL"	45300	1992	2	96.82
"Tampa-St. Petersburg-Clearwater, FL"	45300	1992	3	98.87
"Tampa-St. Petersburg-Clearwater, FL"	45300	1992	4	98.43
"Tampa-St. Petersburg-Clearwater, FL"	45300	1993	1	98.92
"Tampa-St. Petersburg-Clearwater, FL"	45300	1993	2	99.83
"Tampa-St. Petersburg-Clearwater, FL"	45300	1993	3	100.06
"Tampa-St. Petersburg-Clearwater, FL"	45300	1993	4	101.22
"Tampa-St. Petersburg-Clearwater, FL"	45300	1994	1	101.02
"Tampa-St. Petersburg-Clearwater, FL"	45300	1994	2	99.15
"Tampa-St. Petersburg-Clearwater, FL"	45300	1994	3	99.83
"Tampa-St. Petersburg-Clearwater, FL"	45300	1994	4	99.81
"Tampa-St. Petersburg-Clearwater, FL"	45300	1995	1	100
"Tampa-St. Petersburg-Clearwater, FL"	45300	1995	2	101.5
"Tampa-St. Petersburg-Clearwater, FL"	45300	1995	3	103.36
"Tampa-St. Petersburg-Clearwater, FL"	45300	1995	4	103.94
"Tampa-St. Petersburg-Clearwater, FL"	45300	1996	1	105.81
"Tampa-St. Petersburg-Clearwater, FL"	45300	1996	2	104.36
"Tampa-St. Petersburg-Clearwater, FL"	45300	1996	3	104.94
"Tampa-St. Petersburg-Clearwater, FL"	45300	1996	4	106.14
"Tampa-St. Petersburg-Clearwater, FL"	45300	1997	1	107.27
"Tampa-St. Petersburg-Clearwater, FL"	45300	1997	2	107.16
"Tampa-St. Petersburg-Clearwater, FL"	45300	1997	3	109.44
"Tampa-St. Petersburg-Clearwater, FL"	45300	1997	4	111.2
"Tampa-St. Petersburg-Clearwater, FL"	45300	1998	1	112.81
"Tampa-St. Petersburg-Clearwater, FL"	45300	1998	2	113.42
"Tampa-St. Petersburg-Clearwater, FL"	45300	1998	3	115.13
"Tampa-St. Petersburg-Clearwater, FL"	45300	1998	4	117.22
"Tampa-St. Petersburg-Clearwater, FL"	45300	1999	1	118.23
"Tampa-St. Petersburg-Clearwater, FL"	45300	1999	2	120.23
"Tampa-St. Petersburg-Clearwater, FL"	45300	1999	3	121.79
"Tampa-St. Petersburg-Clearwater, FL"	45300	1999	4	124.34
"Tampa-St. Petersburg-Clearwater, FL"	45300	2000	1	126.02
"Tampa-St. Petersburg-Clearwater, FL"	45300	2000	2	129.4
"Tampa-St. Petersburg-Clearwater, FL"	45300	2000	3	132.57
"Tampa-St. Petersburg-Clearwater, FL"	45300	2000	4	135.35
"Tampa-St. Petersburg-Clearwater, FL"	45300	2001	1	139.75
"Tampa-St. Petersburg-Clearwater, FL"	45300	2001	2	143.26
"Tampa-St. Petersburg-Clearwater, FL"	45300	2001	3	146.26
"Tampa-St. Petersburg-Clearwater, FL"	45300	2001	4	149.58
"Tampa-St. Petersburg-Clearwater, FL"	45300	2002	1	152.04
"Tampa-St. Petersburg-Clearwater, FL"	45300	2002	2	156.15
"Tampa-St. Petersburg-Clearwater, FL"	45300	2002	3	160.28
"Tampa-St. Petersburg-Clearwater, FL"	45300	2002	4	163.28
"Tampa-St. Petersburg-Clearwater, FL"	45300	2003	1	166.05
"Tampa-St. Petersburg-Clearwater, FL"	45300	2003	2	168.88
"Tampa-St. Petersburg-Clearwater, FL"	45300	2003	3	173.01
"Tampa-St. Petersburg-Clearwater, FL"	45300	2003	4	179.96
"Tampa-St. Petersburg-Clearwater, FL"	45300	2004	1	184.81
"Tampa-St. Petersburg-Clearwater, FL"	45300	2004	2	192.74
"Tampa-St. Petersburg-Clearwater, FL"	45300	2004	3	203.55
"Tampa-St. Petersburg-Clearwater, FL"	45300	2004	4	211.51
"Tampa-St. Petersburg-Clearwater, FL"	45300	2005	1	221.23
"Tampa-St. Petersburg-Clearwater, FL"	45300	2005	2	235.18
"Tampa-St. Petersburg-Clearwater, FL"	45300	2005	3	250.33
"Tampa-St. Petersburg-Clearwater, FL"	45300	2005	4	266.23
"Tampa-St. Petersburg-Clearwater, FL"	45300	2006	1	279.13
"Tampa-St. Petersburg-Clearwater, FL"	45300	2006	2	287.06
"Tampa-St. Petersburg-Clearwater, FL"	45300	2006	3	290.01
"Tampa-St. Petersburg-Clearwater, FL"	45300	2006	4	294.27
"Tampa-St. Petersburg-Clearwater, FL"	45300	2007	1	293.22
"Tampa-St. Petersburg-Clearwater, FL"	45300	2007	2	291.78
"Tampa-St. Petersburg-Clearwater, FL"	45300	2007	3	283.73
"Tampa-St. Petersburg-Clearwater, FL"	45300	2007	4	280.81
"Terre Haute, IN"	45460	1975	1	-
"Terre Haute, IN"	45460	1975	2	-
"Terre Haute, IN"	45460	1975	3	-
"Terre Haute, IN"	45460	1975	4	-
"Terre Haute, IN"	45460	1976	1	-
"Terre Haute, IN"	45460	1976	2	-
"Terre Haute, IN"	45460	1976	3	-
"Terre Haute, IN"	45460	1976	4	-
"Terre Haute, IN"	45460	1977	1	-
"Terre Haute, IN"	45460	1977	2	-
"Terre Haute, IN"	45460	1977	3	-
"Terre Haute, IN"	45460	1977	4	-
"Terre Haute, IN"	45460	1978	1	-
"Terre Haute, IN"	45460	1978	2	-
"Terre Haute, IN"	45460	1978	3	-
"Terre Haute, IN"	45460	1978	4	-
"Terre Haute, IN"	45460	1979	1	-
"Terre Haute, IN"	45460	1979	2	-
"Terre Haute, IN"	45460	1979	3	-
"Terre Haute, IN"	45460	1979	4	-
"Terre Haute, IN"	45460	1980	1	-
"Terre Haute, IN"	45460	1980	2	-
"Terre Haute, IN"	45460	1980	3	-
"Terre Haute, IN"	45460	1980	4	-
"Terre Haute, IN"	45460	1981	1	-
"Terre Haute, IN"	45460	1981	2	-
"Terre Haute, IN"	45460	1981	3	-
"Terre Haute, IN"	45460	1981	4	-
"Terre Haute, IN"	45460	1982	1	-
"Terre Haute, IN"	45460	1982	2	-
"Terre Haute, IN"	45460	1982	3	-
"Terre Haute, IN"	45460	1982	4	-
"Terre Haute, IN"	45460	1983	1	-
"Terre Haute, IN"	45460	1983	2	-
"Terre Haute, IN"	45460	1983	3	-
"Terre Haute, IN"	45460	1983	4	-
"Terre Haute, IN"	45460	1984	1	-
"Terre Haute, IN"	45460	1984	2	-
"Terre Haute, IN"	45460	1984	3	-
"Terre Haute, IN"	45460	1984	4	-
"Terre Haute, IN"	45460	1985	1	-
"Terre Haute, IN"	45460	1985	2	-
"Terre Haute, IN"	45460	1985	3	-
"Terre Haute, IN"	45460	1985	4	-
"Terre Haute, IN"	45460	1986	1	-
"Terre Haute, IN"	45460	1986	2	-
"Terre Haute, IN"	45460	1986	3	-
"Terre Haute, IN"	45460	1986	4	-
"Terre Haute, IN"	45460	1987	1	-
"Terre Haute, IN"	45460	1987	2	-
"Terre Haute, IN"	45460	1987	3	-
"Terre Haute, IN"	45460	1987	4	-
"Terre Haute, IN"	45460	1988	1	-
"Terre Haute, IN"	45460	1988	2	-
"Terre Haute, IN"	45460	1988	3	-
"Terre Haute, IN"	45460	1988	4	-
"Terre Haute, IN"	45460	1989	1	-
"Terre Haute, IN"	45460	1989	2	-
"Terre Haute, IN"	45460	1989	3	-
"Terre Haute, IN"	45460	1989	4	-
"Terre Haute, IN"	45460	1990	1	-
"Terre Haute, IN"	45460	1990	2	-
"Terre Haute, IN"	45460	1990	3	-
"Terre Haute, IN"	45460	1990	4	-
"Terre Haute, IN"	45460	1991	1	-
"Terre Haute, IN"	45460	1991	2	-
"Terre Haute, IN"	45460	1991	3	-
"Terre Haute, IN"	45460	1991	4	-
"Terre Haute, IN"	45460	1992	1	-
"Terre Haute, IN"	45460	1992	2	-
"Terre Haute, IN"	45460	1992	3	90.76
"Terre Haute, IN"	45460	1992	4	90.13
"Terre Haute, IN"	45460	1993	1	91.9
"Terre Haute, IN"	45460	1993	2	91.65
"Terre Haute, IN"	45460	1993	3	96.25
"Terre Haute, IN"	45460	1993	4	97.55
"Terre Haute, IN"	45460	1994	1	96.41
"Terre Haute, IN"	45460	1994	2	97.27
"Terre Haute, IN"	45460	1994	3	103.5
"Terre Haute, IN"	45460	1994	4	106.67
"Terre Haute, IN"	45460	1995	1	100
"Terre Haute, IN"	45460	1995	2	103.99
"Terre Haute, IN"	45460	1995	3	107.05
"Terre Haute, IN"	45460	1995	4	107.39
"Terre Haute, IN"	45460	1996	1	107.86
"Terre Haute, IN"	45460	1996	2	105.04
"Terre Haute, IN"	45460	1996	3	106.81
"Terre Haute, IN"	45460	1996	4	107.83
"Terre Haute, IN"	45460	1997	1	108.31
"Terre Haute, IN"	45460	1997	2	111.8
"Terre Haute, IN"	45460	1997	3	114.18
"Terre Haute, IN"	45460	1997	4	114.86
"Terre Haute, IN"	45460	1998	1	113.55
"Terre Haute, IN"	45460	1998	2	118.87
"Terre Haute, IN"	45460	1998	3	118.2
"Terre Haute, IN"	45460	1998	4	119.15
"Terre Haute, IN"	45460	1999	1	118.59
"Terre Haute, IN"	45460	1999	2	118.92
"Terre Haute, IN"	45460	1999	3	122.35
"Terre Haute, IN"	45460	1999	4	120.54
"Terre Haute, IN"	45460	2000	1	116.54
"Terre Haute, IN"	45460	2000	2	118.36
"Terre Haute, IN"	45460	2000	3	122.27
"Terre Haute, IN"	45460	2000	4	121.54
"Terre Haute, IN"	45460	2001	1	125.11
"Terre Haute, IN"	45460	2001	2	124.97
"Terre Haute, IN"	45460	2001	3	126.16
"Terre Haute, IN"	45460	2001	4	127.64
"Terre Haute, IN"	45460	2002	1	127.42
"Terre Haute, IN"	45460	2002	2	128.1
"Terre Haute, IN"	45460	2002	3	130.31
"Terre Haute, IN"	45460	2002	4	130.5
"Terre Haute, IN"	45460	2003	1	131.9
"Terre Haute, IN"	45460	2003	2	132.35
"Terre Haute, IN"	45460	2003	3	134.55
"Terre Haute, IN"	45460	2003	4	135.95
"Terre Haute, IN"	45460	2004	1	135.15
"Terre Haute, IN"	45460	2004	2	138.77
"Terre Haute, IN"	45460	2004	3	140.32
"Terre Haute, IN"	45460	2004	4	142.76
"Terre Haute, IN"	45460	2005	1	141.48
"Terre Haute, IN"	45460	2005	2	139.66
"Terre Haute, IN"	45460	2005	3	142.98
"Terre Haute, IN"	45460	2005	4	144.41
"Terre Haute, IN"	45460	2006	1	149.05
"Terre Haute, IN"	45460	2006	2	146.35
"Terre Haute, IN"	45460	2006	3	149.1
"Terre Haute, IN"	45460	2006	4	151.89
"Terre Haute, IN"	45460	2007	1	149.13
"Terre Haute, IN"	45460	2007	2	150.03
"Terre Haute, IN"	45460	2007	3	152.83
"Terre Haute, IN"	45460	2007	4	146.66
"Texarkana, TX-Texarkana, AR"	45500	1975	1	-
"Texarkana, TX-Texarkana, AR"	45500	1975	2	-
"Texarkana, TX-Texarkana, AR"	45500	1975	3	-
"Texarkana, TX-Texarkana, AR"	45500	1975	4	-
"Texarkana, TX-Texarkana, AR"	45500	1976	1	-
"Texarkana, TX-Texarkana, AR"	45500	1976	2	-
"Texarkana, TX-Texarkana, AR"	45500	1976	3	-
"Texarkana, TX-Texarkana, AR"	45500	1976	4	-
"Texarkana, TX-Texarkana, AR"	45500	1977	1	-
"Texarkana, TX-Texarkana, AR"	45500	1977	2	-
"Texarkana, TX-Texarkana, AR"	45500	1977	3	-
"Texarkana, TX-Texarkana, AR"	45500	1977	4	-
"Texarkana, TX-Texarkana, AR"	45500	1978	1	-
"Texarkana, TX-Texarkana, AR"	45500	1978	2	-
"Texarkana, TX-Texarkana, AR"	45500	1978	3	-
"Texarkana, TX-Texarkana, AR"	45500	1978	4	-
"Texarkana, TX-Texarkana, AR"	45500	1979	1	-
"Texarkana, TX-Texarkana, AR"	45500	1979	2	-
"Texarkana, TX-Texarkana, AR"	45500	1979	3	-
"Texarkana, TX-Texarkana, AR"	45500	1979	4	-
"Texarkana, TX-Texarkana, AR"	45500	1980	1	-
"Texarkana, TX-Texarkana, AR"	45500	1980	2	-
"Texarkana, TX-Texarkana, AR"	45500	1980	3	-
"Texarkana, TX-Texarkana, AR"	45500	1980	4	-
"Texarkana, TX-Texarkana, AR"	45500	1981	1	-
"Texarkana, TX-Texarkana, AR"	45500	1981	2	-
"Texarkana, TX-Texarkana, AR"	45500	1981	3	-
"Texarkana, TX-Texarkana, AR"	45500	1981	4	-
"Texarkana, TX-Texarkana, AR"	45500	1982	1	-
"Texarkana, TX-Texarkana, AR"	45500	1982	2	-
"Texarkana, TX-Texarkana, AR"	45500	1982	3	-
"Texarkana, TX-Texarkana, AR"	45500	1982	4	-
"Texarkana, TX-Texarkana, AR"	45500	1983	1	-
"Texarkana, TX-Texarkana, AR"	45500	1983	2	-
"Texarkana, TX-Texarkana, AR"	45500	1983	3	-
"Texarkana, TX-Texarkana, AR"	45500	1983	4	-
"Texarkana, TX-Texarkana, AR"	45500	1984	1	-
"Texarkana, TX-Texarkana, AR"	45500	1984	2	-
"Texarkana, TX-Texarkana, AR"	45500	1984	3	-
"Texarkana, TX-Texarkana, AR"	45500	1984	4	-
"Texarkana, TX-Texarkana, AR"	45500	1985	1	-
"Texarkana, TX-Texarkana, AR"	45500	1985	2	-
"Texarkana, TX-Texarkana, AR"	45500	1985	3	-
"Texarkana, TX-Texarkana, AR"	45500	1985	4	-
"Texarkana, TX-Texarkana, AR"	45500	1986	1	-
"Texarkana, TX-Texarkana, AR"	45500	1986	2	-
"Texarkana, TX-Texarkana, AR"	45500	1986	3	-
"Texarkana, TX-Texarkana, AR"	45500	1986	4	-
"Texarkana, TX-Texarkana, AR"	45500	1987	1	-
"Texarkana, TX-Texarkana, AR"	45500	1987	2	-
"Texarkana, TX-Texarkana, AR"	45500	1987	3	-
"Texarkana, TX-Texarkana, AR"	45500	1987	4	-
"Texarkana, TX-Texarkana, AR"	45500	1988	1	-
"Texarkana, TX-Texarkana, AR"	45500	1988	2	-
"Texarkana, TX-Texarkana, AR"	45500	1988	3	-
"Texarkana, TX-Texarkana, AR"	45500	1988	4	-
"Texarkana, TX-Texarkana, AR"	45500	1989	1	-
"Texarkana, TX-Texarkana, AR"	45500	1989	2	-
"Texarkana, TX-Texarkana, AR"	45500	1989	3	-
"Texarkana, TX-Texarkana, AR"	45500	1989	4	-
"Texarkana, TX-Texarkana, AR"	45500	1990	1	-
"Texarkana, TX-Texarkana, AR"	45500	1990	2	-
"Texarkana, TX-Texarkana, AR"	45500	1990	3	-
"Texarkana, TX-Texarkana, AR"	45500	1990	4	-
"Texarkana, TX-Texarkana, AR"	45500	1991	1	-
"Texarkana, TX-Texarkana, AR"	45500	1991	2	-
"Texarkana, TX-Texarkana, AR"	45500	1991	3	-
"Texarkana, TX-Texarkana, AR"	45500	1991	4	-
"Texarkana, TX-Texarkana, AR"	45500	1992	1	-
"Texarkana, TX-Texarkana, AR"	45500	1992	2	92.64
"Texarkana, TX-Texarkana, AR"	45500	1992	3	92.38
"Texarkana, TX-Texarkana, AR"	45500	1992	4	92.77
"Texarkana, TX-Texarkana, AR"	45500	1993	1	93.75
"Texarkana, TX-Texarkana, AR"	45500	1993	2	94.41
