state	year	quarter	index
PA	1987	3	163.08
PA	1987	4	168.55
PA	1988	1	171.87
PA	1988	2	178.73
PA	1988	3	183.74
PA	1988	4	185.52
PA	1989	1	187.85
PA	1989	2	189.09
PA	1989	3	193.25
PA	1989	4	195.6
PA	1990	1	195.69
PA	1990	2	195.97
PA	1990	3	196.81
PA	1990	4	196.35
PA	1991	1	197.69
PA	1991	2	199.34
PA	1991	3	199.58
PA	1991	4	203.03
PA	1992	1	204.17
PA	1992	2	203.93
PA	1992	3	205.85
PA	1992	4	207.1
PA	1993	1	206.84
PA	1993	2	208.26
PA	1993	3	209.18
PA	1993	4	210.92
PA	1994	1	210.9
PA	1994	2	209.92
PA	1994	3	208.18
PA	1994	4	206.2
PA	1995	1	205.26
PA	1995	2	209.14
PA	1995	3	212.55
PA	1995	4	213.71
PA	1996	1	216.85
PA	1996	2	214.14
PA	1996	3	213.18
PA	1996	4	215
PA	1997	1	216.34
PA	1997	2	216.06
PA	1997	3	218.17
PA	1997	4	220.61
PA	1998	1	224.03
PA	1998	2	224.37
PA	1998	3	225.35
PA	1998	4	228.49
PA	1999	1	230.1
PA	1999	2	230.31
PA	1999	3	231.21
PA	1999	4	232.48
PA	2000	1	235.03
PA	2000	2	238.18
PA	2000	3	240.56
PA	2000	4	243.51
PA	2001	1	249.88
PA	2001	2	253.87
PA	2001	3	257.23
PA	2001	4	260.44
PA	2002	1	264.52
PA	2002	2	268.91
PA	2002	3	274.5
PA	2002	4	279.26
PA	2003	1	282.53
PA	2003	2	286.13
PA	2003	3	291.86
PA	2003	4	300.73
PA	2004	1	305.96
PA	2004	2	313.94
PA	2004	3	327.43
PA	2004	4	335.34
PA	2005	1	342.81
PA	2005	2	354.62
PA	2005	3	366.14
PA	2005	4	375.75
PA	2006	1	383.97
PA	2006	2	390.03
PA	2006	3	395.59
PA	2006	4	401.81
PA	2007	1	406.27
PA	2007	2	409.69
PA	2007	3	411.5
PA	2007	4	413.18
RI	1975	1	59.47
RI	1975	2	64.66
RI	1975	3	64.65
RI	1975	4	66.03
RI	1976	1	63.37
RI	1976	2	66.48
RI	1976	3	69.05
RI	1976	4	68.3
RI	1977	1	68.62
RI	1977	2	70.05
RI	1977	3	74
RI	1977	4	75.43
RI	1978	1	75.87
RI	1978	2	79.84
RI	1978	3	82.34
RI	1978	4	86.67
RI	1979	1	90.3
RI	1979	2	90.9
RI	1979	3	92.74
RI	1979	4	100.95
RI	1980	1	100
RI	1980	2	101.35
RI	1980	3	101.24
RI	1980	4	97.37
RI	1981	1	95.12
RI	1981	2	105.25
RI	1981	3	101.96
RI	1981	4	100.74
RI	1982	1	99.2
RI	1982	2	103.73
RI	1982	3	101.66
RI	1982	4	106.44
RI	1983	1	108.29
RI	1983	2	110.08
RI	1983	3	117.49
RI	1983	4	119.75
RI	1984	1	116.63
RI	1984	2	119.51
RI	1984	3	124.99
RI	1984	4	127.53
RI	1985	1	129.51
RI	1985	2	135.61
RI	1985	3	139.97
RI	1985	4	148.7
RI	1986	1	152.74
RI	1986	2	160.19
RI	1986	3	171.22
RI	1986	4	187.4
RI	1987	1	201.45
RI	1987	2	212.16
RI	1987	3	228.29
RI	1987	4	236.42
RI	1988	1	245.58
RI	1988	2	248.87
RI	1988	3	251.05
RI	1988	4	253.35
RI	1989	1	254.66
RI	1989	2	256.38
RI	1989	3	262.43
RI	1989	4	263.75
RI	1990	1	260.68
RI	1990	2	256.24
RI	1990	3	256.56
RI	1990	4	251.72
RI	1991	1	252.22
RI	1991	2	246.5
RI	1991	3	244.03
RI	1991	4	246.9
RI	1992	1	245.28
RI	1992	2	242.27
RI	1992	3	242.25
RI	1992	4	243.21
RI	1993	1	241.93
RI	1993	2	242.21
RI	1993	3	241.53
RI	1993	4	243.75
RI	1994	1	242.35
RI	1994	2	235.9
RI	1994	3	231.89
RI	1994	4	229.3
RI	1995	1	230.5
RI	1995	2	233.26
RI	1995	3	237.19
RI	1995	4	239.64
RI	1996	1	242.28
RI	1996	2	237.43
RI	1996	3	233.53
RI	1996	4	235.19
RI	1997	1	236.85
RI	1997	2	235.55
RI	1997	3	239.79
RI	1997	4	243.35
RI	1998	1	247.24
RI	1998	2	246.26
RI	1998	3	248.72
RI	1998	4	251.39
RI	1999	1	253.41
RI	1999	2	255.46
RI	1999	3	259.97
RI	1999	4	264.81
RI	2000	1	273.11
RI	2000	2	281.19
RI	2000	3	290.6
RI	2000	4	295.64
RI	2001	1	302.35
RI	2001	2	313.02
RI	2001	3	324.6
RI	2001	4	331.73
RI	2002	1	344.53
RI	2002	2	361.09
RI	2002	3	375.11
RI	2002	4	387.09
RI	2003	1	398.35
RI	2003	2	407.97
RI	2003	3	424.59
RI	2003	4	451.93
RI	2004	1	463.18
RI	2004	2	484.08
RI	2004	3	516.73
RI	2004	4	530.38
RI	2005	1	542.82
RI	2005	2	564.3
RI	2005	3	577.38
RI	2005	4	585.6
RI	2006	1	594.58
RI	2006	2	599.02
RI	2006	3	596.87
RI	2006	4	600.66
RI	2007	1	603.39
RI	2007	2	592.77
RI	2007	3	584.6
RI	2007	4	585.31
SC	1975	1	67.54
SC	1975	2	56.37
SC	1975	3	64.81
SC	1975	4	65.12
SC	1976	1	64.35
SC	1976	2	69.92
SC	1976	3	68.99
SC	1976	4	74.24
SC	1977	1	70.3
SC	1977	2	70.27
SC	1977	3	71.34
SC	1977	4	76.19
SC	1978	1	72.44
SC	1978	2	75.1
SC	1978	3	77.58
SC	1978	4	80.2
SC	1979	1	85.89
SC	1979	2	88.14
SC	1979	3	93.31
SC	1979	4	88.55
SC	1980	1	100
SC	1980	2	95.42
SC	1980	3	98.81
SC	1980	4	92.73
SC	1981	1	99.02
SC	1981	2	102.12
SC	1981	3	107.75
SC	1981	4	106.5
SC	1982	1	106.51
SC	1982	2	107.78
SC	1982	3	109.04
SC	1982	4	110.8
SC	1983	1	113.92
SC	1983	2	110.18
SC	1983	3	115.24
SC	1983	4	108.27
SC	1984	1	114.58
SC	1984	2	115.68
SC	1984	3	112.98
SC	1984	4	117.04
SC	1985	1	118.9
SC	1985	2	119.08
SC	1985	3	120.58
SC	1985	4	121.36
SC	1986	1	124.27
SC	1986	2	124.87
SC	1986	3	126.85
SC	1986	4	128.45
SC	1987	1	130.63
SC	1987	2	131.49
SC	1987	3	132.77
SC	1987	4	132.58
SC	1988	1	134.78
SC	1988	2	137.33
SC	1988	3	138.41
SC	1988	4	138.42
SC	1989	1	141.08
SC	1989	2	141.28
SC	1989	3	144.64
SC	1989	4	144.89
SC	1990	1	146.25
SC	1990	2	147.85
SC	1990	3	148.76
SC	1990	4	147.82
SC	1991	1	149.53
SC	1991	2	151.12
SC	1991	3	151.73
SC	1991	4	154.62
SC	1992	1	155.48
SC	1992	2	155.58
SC	1992	3	157.93
SC	1992	4	158.46
SC	1993	1	158.73
SC	1993	2	160.16
SC	1993	3	162.16
SC	1993	4	162.78
SC	1994	1	163.8
SC	1994	2	164.96
SC	1994	3	165.55
SC	1994	4	166.23
SC	1995	1	167.45
SC	1995	2	169.24
SC	1995	3	171.68
SC	1995	4	173.76
SC	1996	1	176.31
SC	1996	2	176.91
SC	1996	3	178.39
SC	1996	4	181.2
SC	1997	1	181.95
SC	1997	2	184.53
SC	1997	3	187.55
SC	1997	4	189.79
SC	1998	1	192.96
SC	1998	2	195.1
SC	1998	3	197.99
SC	1998	4	200.62
SC	1999	1	203.41
SC	1999	2	206.03
SC	1999	3	208.23
SC	1999	4	210.02
SC	2000	1	212.06
SC	2000	2	214.6
SC	2000	3	217.16
SC	2000	4	220.02
SC	2001	1	226.3
SC	2001	2	228.54
SC	2001	3	230.33
SC	2001	4	233.23
SC	2002	1	234.27
SC	2002	2	235.38
SC	2002	3	239.5
SC	2002	4	241.63
SC	2003	1	242.92
SC	2003	2	245.42
SC	2003	3	246.8
SC	2003	4	249.51
SC	2004	1	252.07
SC	2004	2	254.53
SC	2004	3	259.41
SC	2004	4	263.85
SC	2005	1	269.41
SC	2005	2	273.75
SC	2005	3	280.53
SC	2005	4	286.9
SC	2006	1	292.64
SC	2006	2	296.95
SC	2006	3	302.48
SC	2006	4	310.61
SC	2007	1	314.72
SC	2007	2	316.97
SC	2007	3	317.26
SC	2007	4	322.31
SD	1975	1	74.05
SD	1975	2	73.39
SD	1975	3	59.49
SD	1975	4	61.74
SD	1976	1	61.74
SD	1976	2	67.67
SD	1976	3	70.54
SD	1976	4	64.91
SD	1977	1	59.51
SD	1977	2	70.61
SD	1977	3	77.08
SD	1977	4	81
SD	1978	1	77.25
SD	1978	2	81.41
SD	1978	3	85.68
SD	1978	4	82.55
SD	1979	1	85.81
SD	1979	2	91.42
SD	1979	3	100.85
SD	1979	4	89.08
SD	1980	1	100
SD	1980	2	106.18
SD	1980	3	101.35
SD	1980	4	96.64
SD	1981	1	91.05
SD	1981	2	97.6
SD	1981	3	102.22
SD	1981	4	86.58
SD	1982	1	68.93
SD	1982	2	114.65
SD	1982	3	101.99
SD	1982	4	117.36
SD	1983	1	118.64
SD	1983	2	122.33
SD	1983	3	97.66
SD	1983	4	99.6
SD	1984	1	111.93
SD	1984	2	110.89
SD	1984	3	116.95
SD	1984	4	103.73
SD	1985	1	109.32
SD	1985	2	108.09
SD	1985	3	110.85
SD	1985	4	111.68
SD	1986	1	115.23
SD	1986	2	116.75
SD	1986	3	113.84
SD	1986	4	116.36
SD	1987	1	119.16
SD	1987	2	117.48
SD	1987	3	116.18
SD	1987	4	117.67
SD	1988	1	114.27
SD	1988	2	113.81
SD	1988	3	117.09
SD	1988	4	115.01
SD	1989	1	119.51
SD	1989	2	115.97
SD	1989	3	120.49
SD	1989	4	117.54
SD	1990	1	118.67
SD	1990	2	123.92
SD	1990	3	124.67
SD	1990	4	123.75
SD	1991	1	126.93
SD	1991	2	130.04
SD	1991	3	128.75
SD	1991	4	131.57
SD	1992	1	135
SD	1992	2	135.18
SD	1992	3	138.91
SD	1992	4	140.66
SD	1993	1	142.17
SD	1993	2	145.63
SD	1993	3	148.55
SD	1993	4	150.73
SD	1994	1	154.52
SD	1994	2	156.96
SD	1994	3	157.99
SD	1994	4	161.57
SD	1995	1	158.58
SD	1995	2	164.87
SD	1995	3	165.59
SD	1995	4	168.88
SD	1996	1	171.77
SD	1996	2	171.28
SD	1996	3	172.9
SD	1996	4	172.55
SD	1997	1	175.07
SD	1997	2	178.15
SD	1997	3	180.35
SD	1997	4	182.24
SD	1998	1	185.45
SD	1998	2	186.61
SD	1998	3	187.56
SD	1998	4	187.51
SD	1999	1	190.67
SD	1999	2	192.76
SD	1999	3	193.65
SD	1999	4	194.44
SD	2000	1	196.05
SD	2000	2	199.5
SD	2000	3	203.13
SD	2000	4	203.32
SD	2001	1	208.07
SD	2001	2	211.24
SD	2001	3	212.82
SD	2001	4	213.95
SD	2002	1	217.06
SD	2002	2	219.79
SD	2002	3	222.33
SD	2002	4	223.84
SD	2003	1	225.8
SD	2003	2	226.78
SD	2003	3	230.97
SD	2003	4	235.6
SD	2004	1	236.73
SD	2004	2	241.68
SD	2004	3	246.34
SD	2004	4	250.02
SD	2005	1	254.49
SD	2005	2	260.56
SD	2005	3	263.9
SD	2005	4	268.74
SD	2006	1	269.58
SD	2006	2	273.83
SD	2006	3	280.5
SD	2006	4	284.02
SD	2007	1	285.66
SD	2007	2	290.22
SD	2007	3	294.16
SD	2007	4	297.74
TN	1975	1	68.38
TN	1975	2	66.25
TN	1975	3	67.64
TN	1975	4	71.77
TN	1976	1	75.77
TN	1976	2	68.62
TN	1976	3	70.87
TN	1976	4	70.13
TN	1977	1	74.45
TN	1977	2	74.54
TN	1977	3	79.23
TN	1977	4	81.04
TN	1978	1	84.99
TN	1978	2	83.83
TN	1978	3	90.33
TN	1978	4	91.08
TN	1979	1	94.84
TN	1979	2	92.15
TN	1979	3	95.04
TN	1979	4	92.94
TN	1980	1	100
TN	1980	2	96.17
TN	1980	3	100.05
TN	1980	4	101.64
TN	1981	1	101.25
TN	1981	2	102.4
TN	1981	3	105.32
TN	1981	4	102.51
TN	1982	1	108.88
TN	1982	2	108.19
TN	1982	3	107.53
TN	1982	4	108.94
TN	1983	1	109.34
TN	1983	2	110.75
TN	1983	3	112.26
TN	1983	4	114.34
TN	1984	1	113.43
TN	1984	2	119.31
TN	1984	3	111.69
TN	1984	4	120.48
TN	1985	1	120.63
TN	1985	2	122.9
TN	1985	3	125.43
TN	1985	4	126.65
TN	1986	1	129.5
TN	1986	2	131.07
TN	1986	3	133.44
TN	1986	4	135.83
TN	1987	1	138.26
TN	1987	2	140.98
TN	1987	3	141.15
TN	1987	4	142.63
TN	1988	1	144.19
TN	1988	2	145.43
TN	1988	3	146.05
TN	1988	4	145.68
TN	1989	1	146.06
TN	1989	2	147.29
TN	1989	3	147.22
TN	1989	4	148.13
TN	1990	1	148.29
TN	1990	2	148.36
TN	1990	3	147.91
TN	1990	4	147.81
TN	1991	1	149.19
TN	1991	2	149.65
TN	1991	3	149.84
TN	1991	4	152.22
TN	1992	1	153.91
TN	1992	2	152.92
TN	1992	3	156.62
TN	1992	4	156.32
TN	1993	1	156.94
TN	1993	2	159.33
TN	1993	3	161.32
TN	1993	4	163
TN	1994	1	164.81
TN	1994	2	166.79
TN	1994	3	169.44
TN	1994	4	170.61
TN	1995	1	172.75
TN	1995	2	175.96
TN	1995	3	178.67
TN	1995	4	181.29
TN	1996	1	184.27
TN	1996	2	185.78
TN	1996	3	187.87
TN	1996	4	189.85
TN	1997	1	192.36
TN	1997	2	193.87
TN	1997	3	196.48
TN	1997	4	199.21
TN	1998	1	203.05
TN	1998	2	204.38
TN	1998	3	206.95
TN	1998	4	209.35
TN	1999	1	211.29
TN	1999	2	211.86
TN	1999	3	212.87
TN	1999	4	213.62
TN	2000	1	215.58
TN	2000	2	216.64
TN	2000	3	218.87
TN	2000	4	221.19
TN	2001	1	226.73
TN	2001	2	227.88
TN	2001	3	229.33
TN	2001	4	232.25
TN	2002	1	233.25
TN	2002	2	233.61
TN	2002	3	237.17
TN	2002	4	239.29
TN	2003	1	240.96
TN	2003	2	243.09
TN	2003	3	244.49
TN	2003	4	247.35
TN	2004	1	249.42
TN	2004	2	251.91
TN	2004	3	256.05
TN	2004	4	259.28
TN	2005	1	262.99
TN	2005	2	268.52
TN	2005	3	274.47
TN	2005	4	279.09
TN	2006	1	283.99
TN	2006	2	289.93
TN	2006	3	294.57
TN	2006	4	301.34
TN	2007	1	304.51
TN	2007	2	309.71
TN	2007	3	312.07
TN	2007	4	313.81
TX	1975	1	58.44
TX	1975	2	60.38
TX	1975	3	58.69
TX	1975	4	61.81
TX	1976	1	60.43
TX	1976	2	65.47
TX	1976	3	64.65
TX	1976	4	65.44
TX	1977	1	67.47
TX	1977	2	72.13
TX	1977	3	70.67
TX	1977	4	74.39
TX	1978	1	77.54
TX	1978	2	79.88
TX	1978	3	82.53
TX	1978	4	86.57
TX	1979	1	89.22
TX	1979	2	92.14
TX	1979	3	95.51
TX	1979	4	96.88
TX	1980	1	100
TX	1980	2	104.44
TX	1980	3	104.45
TX	1980	4	106.12
TX	1981	1	105.94
TX	1981	2	112.11
TX	1981	3	115.52
TX	1981	4	120.02
TX	1982	1	124.03
TX	1982	2	125.07
TX	1982	3	123.86
TX	1982	4	126.49
TX	1983	1	127.3
TX	1983	2	127.29
TX	1983	3	126.72
TX	1983	4	127.01
TX	1984	1	126.05
TX	1984	2	127.3
TX	1984	3	129.46
TX	1984	4	129.06
TX	1985	1	127.91
TX	1985	2	128.99
TX	1985	3	128.8
TX	1985	4	127.97
TX	1986	1	130.23
TX	1986	2	132.74
TX	1986	3	129.93
TX	1986	4	127.66
TX	1987	1	127.93
TX	1987	2	125.07
TX	1987	3	119.34
TX	1987	4	115.9
TX	1988	1	115.94
TX	1988	2	117.52
TX	1988	3	114.73
TX	1988	4	113.79
TX	1989	1	114.06
TX	1989	2	115.02
TX	1989	3	117.3
TX	1989	4	116.84
TX	1990	1	116.57
TX	1990	2	117.35
TX	1990	3	118.11
TX	1990	4	117.2
TX	1991	1	118.62
TX	1991	2	119.87
TX	1991	3	119.88
TX	1991	4	121.28
TX	1992	1	123.26
TX	1992	2	122.71
TX	1992	3	124.87
TX	1992	4	125.44
TX	1993	1	125.83
TX	1993	2	126.91
TX	1993	3	128.34
TX	1993	4	129.62
TX	1994	1	130.28
TX	1994	2	130.68
TX	1994	3	130.68
TX	1994	4	129.92
TX	1995	1	129.9
TX	1995	2	132.32
TX	1995	3	133.84
TX	1995	4	134.65
TX	1996	1	136.17
TX	1996	2	135.9
TX	1996	3	136.1
TX	1996	4	136.65
TX	1997	1	137.27
TX	1997	2	138.23
TX	1997	3	139.68
TX	1997	4	141.33
TX	1998	1	143.57
TX	1998	2	144.48
TX	1998	3	146.79
TX	1998	4	148.44
TX	1999	1	149.65
TX	1999	2	152.55
TX	1999	3	154.93
TX	1999	4	156.8
TX	2000	1	159.02
TX	2000	2	161.6
TX	2000	3	163.96
TX	2000	4	166
TX	2001	1	170.78
TX	2001	2	172.92
TX	2001	3	174.17
TX	2001	4	176.22
TX	2002	1	176.72
TX	2002	2	178.11
TX	2002	3	180.88
TX	2002	4	182.9
TX	2003	1	183.77
TX	2003	2	184.94
TX	2003	3	185.54
TX	2003	4	186.79
TX	2004	1	187.77
TX	2004	2	189.67
TX	2004	3	191.21
TX	2004	4	193.52
TX	2005	1	194.81
TX	2005	2	198.02
TX	2005	3	201.16
TX	2005	4	203.54
TX	2006	1	206.44
TX	2006	2	210.03
TX	2006	3	213.95
TX	2006	4	217.59
TX	2007	1	220.79
TX	2007	2	225.02
TX	2007	3	227.31
TX	2007	4	228.94
UT	1975	1	55.54
UT	1975	2	57.23
UT	1975	3	56.33
UT	1975	4	60.01
UT	1976	1	61.06
UT	1976	2	60.98
UT	1976	3	64.57
UT	1976	4	65.08
UT	1977	1	68.02
UT	1977	2	71
UT	1977	3	74.38
UT	1977	4	75.74
UT	1978	1	81.25
UT	1978	2	83.25
UT	1978	3	86.46
UT	1978	4	90.05
UT	1979	1	94.6
UT	1979	2	96.6
UT	1979	3	97.79
UT	1979	4	100.15
UT	1980	1	100
UT	1980	2	97.52
UT	1980	3	103.68
UT	1980	4	105.53
UT	1981	1	105.75
UT	1981	2	108.65
UT	1981	3	111.07
UT	1981	4	110.55
UT	1982	1	108.3
UT	1982	2	109.34
UT	1982	3	112.42
UT	1982	4	115.84
UT	1983	1	115.43
UT	1983	2	115.28
UT	1983	3	112.19
UT	1983	4	112.45
UT	1984	1	112.61
UT	1984	2	113.8
UT	1984	3	115.86
UT	1984	4	112.37
UT	1985	1	117.43
UT	1985	2	116.35
UT	1985	3	116.63
UT	1985	4	115.31
UT	1986	1	119.39
UT	1986	2	119.08
UT	1986	3	118.48
UT	1986	4	118.31
UT	1987	1	119.54
UT	1987	2	118.5
UT	1987	3	114.2
UT	1987	4	113.16
UT	1988	1	113.02
UT	1988	2	113.95
UT	1988	3	112.24
UT	1988	4	112.28
UT	1989	1	113.51
UT	1989	2	113.62
UT	1989	3	116
UT	1989	4	115.89
UT	1990	1	116.95
UT	1990	2	118.25
UT	1990	3	119.32
UT	1990	4	119.39
UT	1991	1	123.02
UT	1991	2	125.04
UT	1991	3	125.19
UT	1991	4	128.08
UT	1992	1	129.95
UT	1992	2	132.03
UT	1992	3	134.28
UT	1992	4	137.72
UT	1993	1	140.74
UT	1993	2	145.14
UT	1993	3	150.42
UT	1993	4	156.03
UT	1994	1	162.61
UT	1994	2	171.57
UT	1994	3	176.93
UT	1994	4	180.34
UT	1995	1	184.59
UT	1995	2	190.03
UT	1995	3	196.56
UT	1995	4	200.73
UT	1996	1	205.41
UT	1996	2	207.34
UT	1996	3	210.9
UT	1996	4	214.87
UT	1997	1	218.58
UT	1997	2	219.58
UT	1997	3	224.29
UT	1997	4	228.03
UT	1998	1	230.77
UT	1998	2	232.82
UT	1998	3	235.11
UT	1998	4	237.22
UT	1999	1	238.54
UT	1999	2	237.29
UT	1999	3	234.3
UT	1999	4	235.25
UT	2000	1	236.64
UT	2000	2	236.18
UT	2000	3	239.04
UT	2000	4	242.3
UT	2001	1	248.03
UT	2001	2	248.37
UT	2001	3	248.64
UT	2001	4	251.52
UT	2002	1	251.1
UT	2002	2	250.43
UT	2002	3	253.73
UT	2002	4	255.15
UT	2003	1	255.86
UT	2003	2	256.73
UT	2003	3	257.42
UT	2003	4	257.74
UT	2004	1	259.91
UT	2004	2	262.31
UT	2004	3	265.73
UT	2004	4	271.1
UT	2005	1	276.01
UT	2005	2	285.49
UT	2005	3	295.63
UT	2005	4	305.99
UT	2006	1	316.11
UT	2006	2	330.77
UT	2006	3	346.5
UT	2006	4	360.22
UT	2007	1	372.32
UT	2007	2	383.26
UT	2007	3	391.11
UT	2007	4	393.6
VA	1975	1	69.42
VA	1975	2	66.32
VA	1975	3	66.89
VA	1975	4	67.63
VA	1976	1	70.05
VA	1976	2	67.89
VA	1976	3	70.58
VA	1976	4	70.98
VA	1977	1	73.31
VA	1977	2	75.46
VA	1977	3	77.46
VA	1977	4	78.2
VA	1978	1	79.36
VA	1978	2	83.38
VA	1978	3	85.3
VA	1978	4	89.61
VA	1979	1	88.58
VA	1979	2	92.43
VA	1979	3	95.77
VA	1979	4	96.99
VA	1980	1	100
VA	1980	2	101.05
VA	1980	3	103.02
VA	1980	4	104.28
VA	1981	1	106.97
VA	1981	2	105.66
VA	1981	3	108.31
VA	1981	4	109.78
VA	1982	1	108.12
VA	1982	2	109.36
VA	1982	3	105.42
VA	1982	4	114.24
VA	1983	1	116.42
VA	1983	2	119.12
VA	1983	3	118.71
VA	1983	4	119.41
VA	1984	1	122.2
VA	1984	2	123.45
VA	1984	3	126.37
VA	1984	4	125.12
VA	1985	1	128.56
VA	1985	2	130.33
VA	1985	3	132.05
VA	1985	4	133.39
VA	1986	1	135.1
VA	1986	2	137.38
VA	1986	3	140.49
VA	1986	4	142.33
VA	1987	1	145.62
VA	1987	2	149.29
VA	1987	3	156.38
VA	1987	4	159.97
VA	1988	1	164.05
VA	1988	2	169.45
VA	1988	3	173.16
VA	1988	4	176.83
VA	1989	1	179.83
VA	1989	2	183.66
VA	1989	3	186.33
VA	1989	4	187.59
VA	1990	1	187.62
VA	1990	2	188.55
VA	1990	3	187.58
VA	1990	4	186.26
VA	1991	1	187.57
VA	1991	2	188.52
VA	1991	3	187.08
VA	1991	4	190.83
VA	1992	1	192.12
VA	1992	2	190.5
VA	1992	3	193
VA	1992	4	193.74
VA	1993	1	193.28
VA	1993	2	194.65
VA	1993	3	195.16
VA	1993	4	196.28
VA	1994	1	196.76
VA	1994	2	196.03
VA	1994	3	195.9
VA	1994	4	195.77
VA	1995	1	194.79
VA	1995	2	197.41
VA	1995	3	200.52
VA	1995	4	201.19
VA	1996	1	203.73
VA	1996	2	202.55
VA	1996	3	201.56
VA	1996	4	203.52
VA	1997	1	204.63
VA	1997	2	204.97
VA	1997	3	207.25
VA	1997	4	209.47
VA	1998	1	211.29
VA	1998	2	212.4
VA	1998	3	213.68
VA	1998	4	215.8
VA	1999	1	217.85
VA	1999	2	220.08
VA	1999	3	223.71
VA	1999	4	226.45
VA	2000	1	230.18
VA	2000	2	234.69
VA	2000	3	238.65
VA	2000	4	242.74
VA	2001	1	249.2
VA	2001	2	254.72
VA	2001	3	260.22
VA	2001	4	264.1
VA	2002	1	269.36
VA	2002	2	276.63
VA	2002	3	283.63
VA	2002	4	287.71
VA	2003	1	291.88
VA	2003	2	296.59
VA	2003	3	303.44
VA	2003	4	315.75
VA	2004	1	323.94
VA	2004	2	335.82
VA	2004	3	357.57
VA	2004	4	369.87
VA	2005	1	385.19
VA	2005	2	407.05
VA	2005	3	427.04
VA	2005	4	441.21
VA	2006	1	453.07
VA	2006	2	463.27
VA	2006	3	467.46
VA	2006	4	474.58
VA	2007	1	477.8
VA	2007	2	480.81
VA	2007	3	481.19
VA	2007	4	478.42
VT	1975	1	77.09
VT	1975	2	81.01
VT	1975	3	67.93
VT	1975	4	73.08
VT	1976	1	100.01
VT	1976	2	64.38
VT	1976	3	83.35
VT	1976	4	81.88
VT	1977	1	78.7
VT	1977	2	85.77
VT	1977	3	77.01
VT	1977	4	77.54
VT	1978	1	92.06
VT	1978	2	94.45
VT	1978	3	91.15
VT	1978	4	82.38
VT	1979	1	95.44
VT	1979	2	89.73
VT	1979	3	93.35
VT	1979	4	109.56
VT	1980	1	100
VT	1980	2	102.43
VT	1980	3	103.44
VT	1980	4	113.07
VT	1981	1	110.56
VT	1981	2	107.43
VT	1981	3	107.88
VT	1981	4	96.39
VT	1982	1	110.95
VT	1982	2	109.98
VT	1982	3	107.4
VT	1982	4	111.83
VT	1983	1	115.43
VT	1983	2	111.98
VT	1983	3	117.81
VT	1983	4	122.19
VT	1984	1	121.35
VT	1984	2	123.29
VT	1984	3	124.35
VT	1984	4	126.43
VT	1985	1	129.09
VT	1985	2	132.69
VT	1985	3	134.98
VT	1985	4	137.76
VT	1986	1	142.9
VT	1986	2	145.22
VT	1986	3	151.45
VT	1986	4	156.67
VT	1987	1	161.59
VT	1987	2	168.21
VT	1987	3	172.55
VT	1987	4	178.99
VT	1988	1	185.14
VT	1988	2	193.76
VT	1988	3	200.26
VT	1988	4	202.14
VT	1989	1	206.4
VT	1989	2	211.1
VT	1989	3	214.67
VT	1989	4	217.5
VT	1990	1	214.66
VT	1990	2	215.6
VT	1990	3	214.01
VT	1990	4	214.71
VT	1991	1	212.98
VT	1991	2	213.49
VT	1991	3	213.19
VT	1991	4	213.26
VT	1992	1	213.42
VT	1992	2	214.72
VT	1992	3	215.89
VT	1992	4	216.71
VT	1993	1	217.32
VT	1993	2	216.71
VT	1993	3	218.03
VT	1993	4	218.8
VT	1994	1	219.2
VT	1994	2	216.57
VT	1994	3	216.85
VT	1994	4	216.93
VT	1995	1	213.26
VT	1995	2	219.97
VT	1995	3	219.28
VT	1995	4	221.79
VT	1996	1	225.3
VT	1996	2	221.59
VT	1996	3	220.13
VT	1996	4	220.98
VT	1997	1	224.76
VT	1997	2	222.92
VT	1997	3	224.95
VT	1997	4	224.37
VT	1998	1	228.9
VT	1998	2	228.52
VT	1998	3	229.41
VT	1998	4	232.26
VT	1999	1	234.97
VT	1999	2	236.36
VT	1999	3	242.12
VT	1999	4	243.98
VT	2000	1	249.61
VT	2000	2	253.67
VT	2000	3	258.63
VT	2000	4	263.37
VT	2001	1	268.72
VT	2001	2	273.72
VT	2001	3	280.48
VT	2001	4	284.08
VT	2002	1	289.6
VT	2002	2	295.91
VT	2002	3	301.19
VT	2002	4	303.94
VT	2003	1	307.39
VT	2003	2	312.17
VT	2003	3	319.94
VT	2003	4	337.32
VT	2004	1	341.01
VT	2004	2	351.71
VT	2004	3	374.48
VT	2004	4	381.85
VT	2005	1	392.8
VT	2005	2	407.58
VT	2005	3	422.72
VT	2005	4	431.82
VT	2006	1	442.11
VT	2006	2	453.37
VT	2006	3	455.96
VT	2006	4	463.74
VT	2007	1	471.41
VT	2007	2	470.44
VT	2007	3	477.37
VT	2007	4	474.91
WA	1975	1	46.58
WA	1975	2	46.92
WA	1975	3	49.45
WA	1975	4	47.93
WA	1976	1	50.43
WA	1976	2	53.68
WA	1976	3	56.43
WA	1976	4	57.67
WA	1977	1	59.81
WA	1977	2	62.85
WA	1977	3	67.49
WA	1977	4	70.98
WA	1978	1	74.7
WA	1978	2	79.95
WA	1978	3	84.32
WA	1978	4	87.04
WA	1979	1	88.87
WA	1979	2	94.42
WA	1979	3	96.54
WA	1979	4	98.57
WA	1980	1	100
WA	1980	2	100.53
WA	1980	3	103.8
WA	1980	4	101.98
WA	1981	1	99.54
WA	1981	2	103.95
WA	1981	3	104.61
WA	1981	4	105.43
WA	1982	1	105.92
WA	1982	2	103.36
