state	year	quarter	index
AK	1975	1	61.78
AK	1975	2	62.97
AK	1975	3	63.27
AK	1975	4	88.22
AK	1976	1	79.59
AK	1976	2	78.72
AK	1976	3	68.15
AK	1976	4	74.4
AK	1977	1	76.43
AK	1977	2	76.68
AK	1977	3	76.38
AK	1977	4	78.92
AK	1978	1	80.79
AK	1978	2	86.46
AK	1978	3	88.16
AK	1978	4	86.26
AK	1979	1	88.22
AK	1979	2	99.39
AK	1979	3	93.79
AK	1979	4	93.41
AK	1980	1	100
AK	1980	2	82.95
AK	1980	3	81.03
AK	1980	4	85.95
AK	1981	1	99.18
AK	1981	2	108.68
AK	1981	3	112.79
AK	1981	4	127.22
AK	1982	1	131.76
AK	1982	2	126.67
AK	1982	3	137.75
AK	1982	4	135.08
AK	1983	1	135.4
AK	1983	2	141.69
AK	1983	3	143.34
AK	1983	4	144.69
AK	1984	1	148.36
AK	1984	2	144.73
AK	1984	3	150.36
AK	1984	4	148.38
AK	1985	1	142.03
AK	1985	2	142.36
AK	1985	3	142.12
AK	1985	4	138.96
AK	1986	1	138.52
AK	1986	2	141.32
AK	1986	3	136.78
AK	1986	4	133.42
AK	1987	1	129.66
AK	1987	2	121.74
AK	1987	3	112.9
AK	1987	4	102.5
AK	1988	1	118.27
AK	1988	2	113.26
AK	1988	3	122.66
AK	1988	4	128.91
AK	1989	1	124.98
AK	1989	2	101.62
AK	1989	3	101.68
AK	1989	4	99.97
AK	1990	1	96.07
AK	1990	2	109.25
AK	1990	3	118.82
AK	1990	4	116.05
AK	1991	1	121.21
AK	1991	2	124.04
AK	1991	3	127.83
AK	1991	4	127.92
AK	1992	1	129.51
AK	1992	2	130.79
AK	1992	3	131.62
AK	1992	4	132.66
AK	1993	1	131.85
AK	1993	2	132.61
AK	1993	3	134.91
AK	1993	4	135.5
AK	1994	1	136.6
AK	1994	2	139.69
AK	1994	3	141.73
AK	1994	4	140.38
AK	1995	1	143.06
AK	1995	2	145.12
AK	1995	3	146.42
AK	1995	4	147.07
AK	1996	1	149.42
AK	1996	2	152.18
AK	1996	3	152.4
AK	1996	4	154.4
AK	1997	1	154.31
AK	1997	2	155.25
AK	1997	3	156.66
AK	1997	4	158.44
AK	1998	1	158.55
AK	1998	2	161.23
AK	1998	3	162.14
AK	1998	4	162.26
AK	1999	1	164.23
AK	1999	2	167.49
AK	1999	3	166.94
AK	1999	4	167.2
AK	2000	1	166.91
AK	2000	2	169.42
AK	2000	3	169.93
AK	2000	4	170.49
AK	2001	1	173.72
AK	2001	2	176.91
AK	2001	3	179.9
AK	2001	4	179.89
AK	2002	1	183.07
AK	2002	2	187.83
AK	2002	3	189.28
AK	2002	4	188.87
AK	2003	1	190.42
AK	2003	2	192.99
AK	2003	3	197.72
AK	2003	4	205.03
AK	2004	1	206.17
AK	2004	2	211.19
AK	2004	3	222.32
AK	2004	4	225.31
AK	2005	1	230.69
AK	2005	2	238.76
AK	2005	3	248.99
AK	2005	4	256.72
AK	2006	1	261.34
AK	2006	2	269.15
AK	2006	3	276.32
AK	2006	4	269.33
AK	2007	1	278.7
AK	2007	2	284.3
AK	2007	3	285.87
AK	2007	4	285.4
AL	1975	1	70.19
AL	1975	2	70.34
AL	1975	3	76.17
AL	1975	4	68.35
AL	1976	1	75.36
AL	1976	2	72.74
AL	1976	3	74.49
AL	1976	4	77.05
AL	1977	1	82.4
AL	1977	2	82.05
AL	1977	3	80.44
AL	1977	4	81.76
AL	1978	1	85.02
AL	1978	2	85.58
AL	1978	3	92.88
AL	1978	4	88.75
AL	1979	1	96.33
AL	1979	2	97.44
AL	1979	3	97.98
AL	1979	4	97.35
AL	1980	1	100
AL	1980	2	99.26
AL	1980	3	98.34
AL	1980	4	101.09
AL	1981	1	101.53
AL	1981	2	99.41
AL	1981	3	103.09
AL	1981	4	104.52
AL	1982	1	103.15
AL	1982	2	104.99
AL	1982	3	103.45
AL	1982	4	108.98
AL	1983	1	111.28
AL	1983	2	108.98
AL	1983	3	110.41
AL	1983	4	110.65
AL	1984	1	114.37
AL	1984	2	114.42
AL	1984	3	117.83
AL	1984	4	115.96
AL	1985	1	115.48
AL	1985	2	118.45
AL	1985	3	121.11
AL	1985	4	121.53
AL	1986	1	123.82
AL	1986	2	125.18
AL	1986	3	127.49
AL	1986	4	129.14
AL	1987	1	131.01
AL	1987	2	132.35
AL	1987	3	132.71
AL	1987	4	132.28
AL	1988	1	135.52
AL	1988	2	136.51
AL	1988	3	135.57
AL	1988	4	134.65
AL	1989	1	135.43
AL	1989	2	136.61
AL	1989	3	138.47
AL	1989	4	139.3
AL	1990	1	139.2
AL	1990	2	140.48
AL	1990	3	140.51
AL	1990	4	140.66
AL	1991	1	142.13
AL	1991	2	143.97
AL	1991	3	144.91
AL	1991	4	147.27
AL	1992	1	148.5
AL	1992	2	148.61
AL	1992	3	151.57
AL	1992	4	152.54
AL	1993	1	153.7
AL	1993	2	155.45
AL	1993	3	158.2
AL	1993	4	159.43
AL	1994	1	160.42
AL	1994	2	162.71
AL	1994	3	163
AL	1994	4	163.26
AL	1995	1	164.63
AL	1995	2	167.84
AL	1995	3	170.63
AL	1995	4	172.33
AL	1996	1	175.03
AL	1996	2	174.98
AL	1996	3	175.07
AL	1996	4	177.37
AL	1997	1	179.14
AL	1997	2	180.3
AL	1997	3	183.03
AL	1997	4	185.46
AL	1998	1	188.86
AL	1998	2	190.35
AL	1998	3	192.25
AL	1998	4	194.69
AL	1999	1	195.34
AL	1999	2	196.18
AL	1999	3	196.43
AL	1999	4	198.01
AL	2000	1	198.48
AL	2000	2	200.14
AL	2000	3	202.03
AL	2000	4	204.43
AL	2001	1	210.6
AL	2001	2	211.65
AL	2001	3	213.05
AL	2001	4	215.41
AL	2002	1	216.07
AL	2002	2	216.92
AL	2002	3	220.44
AL	2002	4	222.87
AL	2003	1	225.06
AL	2003	2	227.21
AL	2003	3	228.79
AL	2003	4	229.89
AL	2004	1	232.51
AL	2004	2	233.69
AL	2004	3	238.28
AL	2004	4	241.84
AL	2005	1	245.28
AL	2005	2	251.32
AL	2005	3	256.62
AL	2005	4	262.25
AL	2006	1	267.38
AL	2006	2	272.79
AL	2006	3	277.66
AL	2006	4	284.03
AL	2007	1	286.52
AL	2007	2	291.18
AL	2007	3	293.5
AL	2007	4	296.66
AR	1975	1	67.66
AR	1975	2	60.71
AR	1975	3	64.14
AR	1975	4	60.74
AR	1976	1	68.61
AR	1976	2	69.2
AR	1976	3	72.86
AR	1976	4	71.5
AR	1977	1	73.24
AR	1977	2	74.65
AR	1977	3	78.28
AR	1977	4	80.79
AR	1978	1	80.85
AR	1978	2	83.33
AR	1978	3	85.53
AR	1978	4	85.28
AR	1979	1	90.8
AR	1979	2	95.66
AR	1979	3	100.44
AR	1979	4	101.28
AR	1980	1	100
AR	1980	2	103.79
AR	1980	3	105.53
AR	1980	4	106.42
AR	1981	1	108.36
AR	1981	2	105.35
AR	1981	3	109.37
AR	1981	4	101.47
AR	1982	1	104.82
AR	1982	2	106.15
AR	1982	3	110.08
AR	1982	4	109.34
AR	1983	1	111.23
AR	1983	2	115.9
AR	1983	3	117.44
AR	1983	4	119.2
AR	1984	1	119.41
AR	1984	2	118.08
AR	1984	3	119.59
AR	1984	4	119.77
AR	1985	1	120.5
AR	1985	2	119.42
AR	1985	3	123.6
AR	1985	4	123.69
AR	1986	1	125.4
AR	1986	2	127.93
AR	1986	3	126.32
AR	1986	4	127.6
AR	1987	1	128.73
AR	1987	2	130.39
AR	1987	3	126.7
AR	1987	4	124.01
AR	1988	1	125.72
AR	1988	2	126.38
AR	1988	3	125.88
AR	1988	4	125.97
AR	1989	1	126.26
AR	1989	2	127.41
AR	1989	3	127.72
AR	1989	4	126.68
AR	1990	1	127.53
AR	1990	2	127.83
AR	1990	3	128.42
AR	1990	4	128
AR	1991	1	128.99
AR	1991	2	129.95
AR	1991	3	131.08
AR	1991	4	133.07
AR	1992	1	134.25
AR	1992	2	133.57
AR	1992	3	135.81
AR	1992	4	136.73
AR	1993	1	138.28
AR	1993	2	140.22
AR	1993	3	142.58
AR	1993	4	144.3
AR	1994	1	147.21
AR	1994	2	148.49
AR	1994	3	149.76
AR	1994	4	151.49
AR	1995	1	152.41
AR	1995	2	156.4
AR	1995	3	157.93
AR	1995	4	158.98
AR	1996	1	161.63
AR	1996	2	161.36
AR	1996	3	160.95
AR	1996	4	162.96
AR	1997	1	164.39
AR	1997	2	165.96
AR	1997	3	166.77
AR	1997	4	168.91
AR	1998	1	170.96
AR	1998	2	170.73
AR	1998	3	173.58
AR	1998	4	175.7
AR	1999	1	176.55
AR	1999	2	176.51
AR	1999	3	177.31
AR	1999	4	178.01
AR	2000	1	178.72
AR	2000	2	180.16
AR	2000	3	181.51
AR	2000	4	183.78
AR	2001	1	188.46
AR	2001	2	189.93
AR	2001	3	191.61
AR	2001	4	193.62
AR	2002	1	194.52
AR	2002	2	195.27
AR	2002	3	198.58
AR	2002	4	201.01
AR	2003	1	202.51
AR	2003	2	203.68
AR	2003	3	206.35
AR	2003	4	209.27
AR	2004	1	211.79
AR	2004	2	214.85
AR	2004	3	218.74
AR	2004	4	223.17
AR	2005	1	226.02
AR	2005	2	231.56
AR	2005	3	236.87
AR	2005	4	239.64
AR	2006	1	244.41
AR	2006	2	248.79
AR	2006	3	251.97
AR	2006	4	254.81
AR	2007	1	257.85
AR	2007	2	261.45
AR	2007	3	262.51
AR	2007	4	264.06
AZ	1975	1	58.02
AZ	1975	2	61.11
AZ	1975	3	58.86
AZ	1975	4	56.51
AZ	1976	1	56.62
AZ	1976	2	63.58
AZ	1976	3	60.4
AZ	1976	4	60.49
AZ	1977	1	62.91
AZ	1977	2	63.65
AZ	1977	3	66.22
AZ	1977	4	69.22
AZ	1978	1	71.1
AZ	1978	2	73.81
AZ	1978	3	78.69
AZ	1978	4	82.91
AZ	1979	1	87.48
AZ	1979	2	91.7
AZ	1979	3	94.69
AZ	1979	4	99.03
AZ	1980	1	100
AZ	1980	2	98.16
AZ	1980	3	105.91
AZ	1980	4	106.19
AZ	1981	1	107.88
AZ	1981	2	110.28
AZ	1981	3	116.26
AZ	1981	4	108.94
AZ	1982	1	105.98
AZ	1982	2	111.4
AZ	1982	3	108.2
AZ	1982	4	110.16
AZ	1983	1	119.02
AZ	1983	2	119.57
AZ	1983	3	114.97
AZ	1983	4	113.85
AZ	1984	1	117.18
AZ	1984	2	120.91
AZ	1984	3	122.23
AZ	1984	4	122.23
AZ	1985	1	124.88
AZ	1985	2	125.47
AZ	1985	3	127.41
AZ	1985	4	128.87
AZ	1986	1	131.13
AZ	1986	2	134.96
AZ	1986	3	134.98
AZ	1986	4	134.04
AZ	1987	1	137.43
AZ	1987	2	136.41
AZ	1987	3	135.79
AZ	1987	4	133.14
AZ	1988	1	133.91
AZ	1988	2	136.03
AZ	1988	3	133.58
AZ	1988	4	133.64
AZ	1989	1	132.31
AZ	1989	2	132.22
AZ	1989	3	134.1
AZ	1989	4	133.33
AZ	1990	1	132.98
AZ	1990	2	132.32
AZ	1990	3	133.03
AZ	1990	4	132.01
AZ	1991	1	134.45
AZ	1991	2	135.18
AZ	1991	3	134.54
AZ	1991	4	138.49
AZ	1992	1	139.26
AZ	1992	2	138.98
AZ	1992	3	139.88
AZ	1992	4	140.66
AZ	1993	1	140.73
AZ	1993	2	142.43
AZ	1993	3	143.63
AZ	1993	4	145.62
AZ	1994	1	147.69
AZ	1994	2	149.62
AZ	1994	3	151.34
AZ	1994	4	153.48
AZ	1995	1	154.8
AZ	1995	2	157.58
AZ	1995	3	160.69
AZ	1995	4	162.61
AZ	1996	1	165.32
AZ	1996	2	165.44
AZ	1996	3	166.97
AZ	1996	4	168.82
AZ	1997	1	170.34
AZ	1997	2	171.28
AZ	1997	3	174.44
AZ	1997	4	177.05
AZ	1998	1	179.21
AZ	1998	2	181.03
AZ	1998	3	183.36
AZ	1998	4	185.69
AZ	1999	1	187.69
AZ	1999	2	189.99
AZ	1999	3	192.48
AZ	1999	4	194.38
AZ	2000	1	198.71
AZ	2000	2	200.84
AZ	2000	3	203.37
AZ	2000	4	206.96
AZ	2001	1	211.52
AZ	2001	2	214.96
AZ	2001	3	218.11
AZ	2001	4	220.2
AZ	2002	1	223.26
AZ	2002	2	226.07
AZ	2002	3	230.07
AZ	2002	4	233.02
AZ	2003	1	235.86
AZ	2003	2	238.26
AZ	2003	3	241.84
AZ	2003	4	250.48
AZ	2004	1	254.64
AZ	2004	2	263.88
AZ	2004	3	279.99
AZ	2004	4	291.23
AZ	2005	1	308.18
AZ	2005	2	340.08
AZ	2005	3	367.82
AZ	2005	4	393.98
AZ	2006	1	410.26
AZ	2006	2	421.12
AZ	2006	3	426.75
AZ	2006	4	430.71
AZ	2007	1	431.82
AZ	2007	2	429.5
AZ	2007	3	425.48
AZ	2007	4	420.35
CA	1975	1	41.95
CA	1975	2	43.12
CA	1975	3	44.57
CA	1975	4	46.19
CA	1976	1	48.04
CA	1976	2	50.62
CA	1976	3	53.75
CA	1976	4	55.73
CA	1977	1	58.23
CA	1977	2	63.18
CA	1977	3	68.08
CA	1977	4	70.62
CA	1978	1	73.47
CA	1978	2	76.06
CA	1978	3	78.73
CA	1978	4	81.78
CA	1979	1	84.87
CA	1979	2	88.75
CA	1979	3	93.13
CA	1979	4	96.34
CA	1980	1	100
CA	1980	2	102.79
CA	1980	3	106.43
CA	1980	4	108.34
CA	1981	1	110.61
CA	1981	2	113.01
CA	1981	3	116.5
CA	1981	4	117.64
CA	1982	1	115.49
CA	1982	2	116.41
CA	1982	3	116.9
CA	1982	4	116.83
CA	1983	1	117.74
CA	1983	2	117.69
CA	1983	3	117.6
CA	1983	4	117.94
CA	1984	1	119.75
CA	1984	2	120.37
CA	1984	3	121.82
CA	1984	4	122.9
CA	1985	1	124.68
CA	1985	2	126.41
CA	1985	3	129.28
CA	1985	4	130.73
CA	1986	1	132.37
CA	1986	2	134.94
CA	1986	3	137.82
CA	1986	4	141.15
CA	1987	1	144.81
CA	1987	2	148.28
CA	1987	3	152.91
CA	1987	4	157.17
CA	1988	1	162.97
CA	1988	2	169.65
CA	1988	3	177.66
CA	1988	4	187.39
CA	1989	1	196.1
CA	1989	2	205.72
CA	1989	3	217.65
CA	1989	4	224.26
CA	1990	1	227.06
CA	1990	2	227.84
CA	1990	3	229.74
CA	1990	4	228.27
CA	1991	1	228.09
CA	1991	2	226.67
CA	1991	3	226.63
CA	1991	4	228.33
CA	1992	1	227.06
CA	1992	2	224.74
CA	1992	3	224.3
CA	1992	4	222.19
CA	1993	1	218.75
CA	1993	2	216.9
CA	1993	3	215.05
CA	1993	4	213.77
CA	1994	1	211.6
CA	1994	2	206.42
CA	1994	3	203.32
CA	1994	4	200.26
CA	1995	1	198.87
CA	1995	2	200.84
CA	1995	3	203.14
CA	1995	4	202.85
CA	1996	1	202.92
CA	1996	2	200.2
CA	1996	3	199.66
CA	1996	4	200.76
CA	1997	1	201.82
CA	1997	2	203.68
CA	1997	3	207.79
CA	1997	4	211.47
CA	1998	1	216.06
CA	1998	2	220.63
CA	1998	3	226.36
CA	1998	4	230.7
CA	1999	1	234.16
CA	1999	2	237.99
CA	1999	3	243.03
CA	1999	4	248.17
CA	2000	1	258.91
CA	2000	2	265.65
CA	2000	3	274.64
CA	2000	4	283.15
CA	2001	1	294.3
CA	2001	2	303.22
CA	2001	3	309.56
CA	2001	4	314.05
CA	2002	1	322.4
CA	2002	2	333.02
CA	2002	3	345.61
CA	2002	4	355.76
CA	2003	1	364.01
CA	2003	2	370.8
CA	2003	3	383.12
CA	2003	4	406.92
CA	2004	1	420.25
CA	2004	2	446.49
CA	2004	3	489.29
CA	2004	4	508.2
CA	2005	1	531.11
CA	2005	2	561.16
CA	2005	3	589
CA	2005	4	616.97
CA	2006	1	632.36
CA	2006	2	641.21
CA	2006	3	645.67
CA	2006	4	644.4
CA	2007	1	639.62
CA	2007	2	632.47
CA	2007	3	620.71
CA	2007	4	601.56
CO	1975	1	54.21
CO	1975	2	54.79
CO	1975	3	54.92
CO	1975	4	54.93
CO	1976	1	55.31
CO	1976	2	59.39
CO	1976	3	59.89
CO	1976	4	61.58
CO	1977	1	64.73
CO	1977	2	66.15
CO	1977	3	69.39
CO	1977	4	73.41
CO	1978	1	76.29
CO	1978	2	80.21
CO	1978	3	84.62
CO	1978	4	88.21
CO	1979	1	91.99
CO	1979	2	95.05
CO	1979	3	98.19
CO	1979	4	99.95
CO	1980	1	100
CO	1980	2	102.32
CO	1980	3	107.34
CO	1980	4	106.96
CO	1981	1	106.27
CO	1981	2	108.79
CO	1981	3	115.28
CO	1981	4	113.89
CO	1982	1	119.25
CO	1982	2	121.35
CO	1982	3	122.62
CO	1982	4	127.5
CO	1983	1	127.1
CO	1983	2	125.59
CO	1983	3	127.5
CO	1983	4	123.16
CO	1984	1	126.99
CO	1984	2	126.68
CO	1984	3	126.64
CO	1984	4	124.89
CO	1985	1	127.33
CO	1985	2	126.69
CO	1985	3	127.61
CO	1985	4	125.31
CO	1986	1	129.82
CO	1986	2	130.59
CO	1986	3	129.4
CO	1986	4	129.01
CO	1987	1	130.67
CO	1987	2	129.12
CO	1987	3	126.56
CO	1987	4	125.33
CO	1988	1	125.97
CO	1988	2	125.87
CO	1988	3	124.97
CO	1988	4	124.1
CO	1989	1	124.14
CO	1989	2	125.36
CO	1989	3	127.7
CO	1989	4	127.34
CO	1990	1	127.76
CO	1990	2	128.59
CO	1990	3	129.68
CO	1990	4	130.06
CO	1991	1	131.38
CO	1991	2	133.05
CO	1991	3	134.13
CO	1991	4	136.38
CO	1992	1	138.46
CO	1992	2	141.45
CO	1992	3	144.51
CO	1992	4	147.32
CO	1993	1	150.07
CO	1993	2	153.77
CO	1993	3	158.06
CO	1993	4	161.93
CO	1994	1	166.84
CO	1994	2	174.21
CO	1994	3	178.7
CO	1994	4	179.67
CO	1995	1	182.91
CO	1995	2	186.52
CO	1995	3	190.43
CO	1995	4	193.43
CO	1996	1	195.88
CO	1996	2	198.31
CO	1996	3	200.54
CO	1996	4	203.37
CO	1997	1	205.58
CO	1997	2	208.29
CO	1997	3	211.71
CO	1997	4	215.19
CO	1998	1	218.27
CO	1998	2	220.72
CO	1998	3	224.8
CO	1998	4	227.7
CO	1999	1	231.95
CO	1999	2	238.97
CO	1999	3	246.36
CO	1999	4	250.81
CO	2000	1	260.2
CO	2000	2	266.4
CO	2000	3	273.24
CO	2000	4	279.72
CO	2001	1	287.96
CO	2001	2	293.59
CO	2001	3	299.17
CO	2001	4	301.79
CO	2002	1	305.35
CO	2002	2	308.43
CO	2002	3	313.17
CO	2002	4	315.2
CO	2003	1	316.19
CO	2003	2	317.56
CO	2003	3	318.95
CO	2003	4	322.93
CO	2004	1	325.03
CO	2004	2	327.89
CO	2004	3	332.51
CO	2004	4	335.88
CO	2005	1	339.84
CO	2005	2	345.98
CO	2005	3	351
CO	2005	4	354.8
CO	2006	1	354.91
CO	2006	2	358.59
CO	2006	3	361.14
CO	2006	4	365.21
CO	2007	1	367.08
CO	2007	2	369.56
CO	2007	3	369.25
CO	2007	4	370.22
CT	1975	1	61.86
CT	1975	2	62.81
CT	1975	3	62.09
CT	1975	4	61.97
CT	1976	1	64.95
CT	1976	2	63.9
CT	1976	3	66.2
CT	1976	4	67.47
CT	1977	1	63.89
CT	1977	2	68.36
CT	1977	3	71.6
CT	1977	4	72.39
CT	1978	1	74.01
CT	1978	2	79.51
CT	1978	3	87.22
CT	1978	4	87.6
CT	1979	1	95.75
CT	1979	2	97.01
CT	1979	3	100.03
CT	1979	4	101.2
CT	1980	1	100
CT	1980	2	100.28
CT	1980	3	103.93
CT	1980	4	104.61
CT	1981	1	104.21
CT	1981	2	109.99
CT	1981	3	114.07
CT	1981	4	112.53
CT	1982	1	111.96
CT	1982	2	110.77
CT	1982	3	110.66
CT	1982	4	112.87
CT	1983	1	119.21
CT	1983	2	120.67
CT	1983	3	122.03
CT	1983	4	126.13
CT	1984	1	130.64
CT	1984	2	134.35
CT	1984	3	140.08
CT	1984	4	141.75
CT	1985	1	147.9
CT	1985	2	154.86
CT	1985	3	159.52
CT	1985	4	168.18
CT	1986	1	173.89
CT	1986	2	184.83
CT	1986	3	198.4
CT	1986	4	212.04
CT	1987	1	224.07
CT	1987	2	236.21
CT	1987	3	249.33
CT	1987	4	256.08
CT	1988	1	261.87
CT	1988	2	266.33
CT	1988	3	264.89
CT	1988	4	265.18
CT	1989	1	260.36
CT	1989	2	260.33
CT	1989	3	261.38
CT	1989	4	260.42
CT	1990	1	256.66
CT	1990	2	248.7
CT	1990	3	246.16
CT	1990	4	239.31
CT	1991	1	238.96
CT	1991	2	235.66
CT	1991	3	233.02
CT	1991	4	235.26
CT	1992	1	236.13
CT	1992	2	231.78
CT	1992	3	232.52
CT	1992	4	232.15
CT	1993	1	228.82
CT	1993	2	229.34
CT	1993	3	229.42
CT	1993	4	229.82
CT	1994	1	228.07
CT	1994	2	222.86
CT	1994	3	220.07
CT	1994	4	217.26
CT	1995	1	216
CT	1995	2	218.45
CT	1995	3	223.82
CT	1995	4	224.02
CT	1996	1	227.25
CT	1996	2	223.85
CT	1996	3	220.76
CT	1996	4	222.3
CT	1997	1	223.62
CT	1997	2	224.2
CT	1997	3	227.05
CT	1997	4	229.36
CT	1998	1	235.07
CT	1998	2	234.97
CT	1998	3	238.58
CT	1998	4	241.91
CT	1999	1	245.05
CT	1999	2	247.46
CT	1999	3	252.21
CT	1999	4	254.98
CT	2000	1	259.8
CT	2000	2	266.63
CT	2000	3	272.53
CT	2000	4	276.26
CT	2001	1	283.66
CT	2001	2	289.72
CT	2001	3	296.63
CT	2001	4	301.93
CT	2002	1	308.51
CT	2002	2	317.11
CT	2002	3	325.67
CT	2002	4	332.6
CT	2003	1	336.99
CT	2003	2	342.38
CT	2003	3	350.14
CT	2003	4	362.97
CT	2004	1	369.75
CT	2004	2	381.38
CT	2004	3	400.69
CT	2004	4	409.06
CT	2005	1	419.99
CT	2005	2	433.82
CT	2005	3	446.24
CT	2005	4	456.81
CT	2006	1	464.18
CT	2006	2	467.03
CT	2006	3	470.39
CT	2006	4	473.48
CT	2007	1	479.58
CT	2007	2	476.5
CT	2007	3	476.1
CT	2007	4	477.32
DC	1975	1	44.48
DC	1975	2	46.24
DC	1975	3	48.41
DC	1975	4	58.38
DC	1976	1	52.59
DC	1976	2	55.23
DC	1976	3	64.91
DC	1976	4	60
DC	1977	1	64.14
DC	1977	2	64.98
DC	1977	3	68.38
DC	1977	4	72.67
DC	1978	1	75.08
DC	1978	2	79.56
DC	1978	3	81.36
DC	1978	4	82.17
DC	1979	1	91.81
DC	1979	2	95.86
DC	1979	3	94.59
DC	1979	4	103.82
DC	1980	1	100
DC	1980	2	100.98
DC	1980	3	104.44
DC	1980	4	105.68
DC	1981	1	103.77
DC	1981	2	112.95
DC	1981	3	98.97
DC	1981	4	111.17
DC	1982	1	95.69
DC	1982	2	108.62
DC	1982	3	97.17
DC	1982	4	104.61
DC	1983	1	96.87
DC	1983	2	98.43
DC	1983	3	108.52
DC	1983	4	104.87
DC	1984	1	104.1
DC	1984	2	108.63
DC	1984	3	110.58
DC	1984	4	112.1
DC	1985	1	111.7
DC	1985	2	115.3
DC	1985	3	116.39
DC	1985	4	119.31
DC	1986	1	119.19
DC	1986	2	124.95
DC	1986	3	127.77
DC	1986	4	133.55
DC	1987	1	137.93
DC	1987	2	141.46
DC	1987	3	144.94
DC	1987	4	152.18
DC	1988	1	160.99
DC	1988	2	168.33
DC	1988	3	172.18
DC	1988	4	178.96
DC	1989	1	188.02
DC	1989	2	189.01
DC	1989	3	191.2
DC	1989	4	194.11
DC	1990	1	199.96
DC	1990	2	200.99
DC	1990	3	194.69
DC	1990	4	195.55
DC	1991	1	196.27
DC	1991	2	200
DC	1991	3	197.44
DC	1991	4	200.92
DC	1992	1	203.74
DC	1992	2	203.8
DC	1992	3	203.09
DC	1992	4	201.48
DC	1993	1	200.99
DC	1993	2	201.61
DC	1993	3	201.72
DC	1993	4	202.16
DC	1994	1	204.25
DC	1994	2	195.81
DC	1994	3	196.35
DC	1994	4	187.87
DC	1995	1	189.07
DC	1995	2	189.76
DC	1995	3	195.91
DC	1995	4	199.48
DC	1996	1	201.59
DC	1996	2	197.84
DC	1996	3	196
DC	1996	4	196.54
DC	1997	1	196.4
DC	1997	2	198.42
DC	1997	3	197.93
DC	1997	4	196.87
DC	1998	1	204.81
DC	1998	2	205.57
DC	1998	3	208.68
DC	1998	4	213.52
DC	1999	1	216.49
DC	1999	2	220.35
DC	1999	3	228
DC	1999	4	234.37
DC	2000	1	244.24
DC	2000	2	253.8
DC	2000	3	260.92
DC	2000	4	266.84
DC	2001	1	277.87
DC	2001	2	288.21
DC	2001	3	301.47
DC	2001	4	311.28
DC	2002	1	320.84
DC	2002	2	331.79
DC	2002	3	346.66
DC	2002	4	356.96
DC	2003	1	364.17
DC	2003	2	370.58
DC	2003	3	381.96
DC	2003	4	405.55
DC	2004	1	417.76
DC	2004	2	438.77
DC	2004	3	473.16
DC	2004	4	496.93
DC	2005	1	516.78
DC	2005	2	548.09
DC	2005	3	580.02
DC	2005	4	613.84
DC	2006	1	625.81
DC	2006	2	636.87
DC	2006	3	644.49
DC	2006	4	657.45
DC	2007	1	667.61
DC	2007	2	665.81
DC	2007	3	681.12
DC	2007	4	669.75
DE	1975	1	78.86
DE	1975	2	74.97
DE	1975	3	76.18
DE	1975	4	66.53
DE	1976	1	56.31
DE	1976	2	85.5
DE	1976	3	82.91
DE	1976	4	85.69
DE	1977	1	77.58
DE	1977	2	77.94
DE	1977	3	87.27
DE	1977	4	79.91
DE	1978	1	80.67
DE	1978	2	83.29
DE	1978	3	84.41
DE	1978	4	85.32
DE	1979	1	89.93
DE	1979	2	90.47
DE	1979	3	96.87
DE	1979	4	98.45
DE	1980	1	100
DE	1980	2	107
DE	1980	3	112.03
DE	1980	4	109.07
DE	1981	1	112.95
DE	1981	2	115.61
DE	1981	3	119.04
DE	1981	4	107.96
DE	1982	1	112.45
DE	1982	2	120.69
DE	1982	3	119.99
DE	1982	4	118.98
DE	1983	1	119.93
DE	1983	2	121.56
DE	1983	3	125.72
DE	1983	4	130.89
DE	1984	1	127.49
DE	1984	2	131.43
DE	1984	3	135.38
DE	1984	4	135.96
DE	1985	1	139.42
DE	1985	2	143.11
DE	1985	3	145.9
DE	1985	4	148.81
DE	1986	1	153.63
DE	1986	2	157.78
DE	1986	3	162.13
DE	1986	4	167.74
DE	1987	1	173.23
DE	1987	2	178.85
DE	1987	3	185.41
DE	1987	4	190.73
DE	1988	1	193.21
DE	1988	2	199.63
DE	1988	3	204.47
DE	1988	4	210.66
DE	1989	1	213.62
DE	1989	2	219.77
DE	1989	3	225.55
DE	1989	4	226.89
DE	1990	1	230.34
DE	1990	2	229.17
DE	1990	3	227.69
DE	1990	4	227.43
DE	1991	1	230.77
DE	1991	2	231.88
DE	1991	3	231.94
DE	1991	4	234.93
DE	1992	1	235.29
DE	1992	2	233.76
DE	1992	3	235.18
DE	1992	4	236.95
DE	1993	1	235.58
DE	1993	2	236.79
DE	1993	3	236.2
DE	1993	4	236.94
DE	1994	1	236.16
DE	1994	2	234.03
DE	1994	3	231.06
DE	1994	4	229.7
DE	1995	1	230.4
DE	1995	2	230.77
DE	1995	3	235.16
DE	1995	4	235.88
DE	1996	1	238.7
DE	1996	2	235.37
DE	1996	3	235.57
DE	1996	4	238.11
DE	1997	1	238.85
DE	1997	2	237.7
DE	1997	3	241.25
DE	1997	4	242.69
DE	1998	1	246.65
DE	1998	2	247.71
DE	1998	3	248.58
DE	1998	4	249.87
DE	1999	1	253.75
DE	1999	2	256.06
DE	1999	3	259.17
DE	1999	4	261.21
DE	2000	1	265.68
DE	2000	2	269.96
