wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"pkix","Nov2002","251","76","137","27","19","40","7","21","","35","6","3","6","4","7","","33","6","3","6","3","7",""
"pkix","Dec2002","171","38","114","20","4","14","2","16","1","33","3","2","1","2","4","1","30","3","2","1","1","4","1"
"pkix","Jan2003","226","67","143","19","3","33","3","25","","35","5","1","1","3","4","","32","5","1","1","2","4",""
"pkix","Feb2003","98","22","63","9","","8","1","17","","24","3","","4","1","8","","22","3","","4","1","8",""
"pkix","Mar2003","168","46","100","23","1","17","5","22","","27","5","1","3","4","7","","25","5","1","3","3","7",""
"pkix","Apr2003","78","20","49","12","1","7","2","7","","20","3","1","2","1","7","","20","3","1","2","1","6",""
"pkix","May2003","36","7","17","4","","8","5","2","","7","2","","3","2","2","","7","2","","3","2","2",""
"pkix","Jun2003","96","17","51","27","2","6","2","8","","22","3","1","2","1","5","","19","3","1","2","1","5",""
"pkix","Jul2003","152","36","93","22","1","21","9","6","","29","5","1","3","3","5","","25","5","1","3","3","5",""
"pkix","Aug2003","56","11","40","7","","6","","3","","23","2","","2","","3","","18","2","","2","","3",""
"pkix","Sep2003","260","42","217","21","8","11","1","2","","26","2","2","1","1","2","","22","2","2","1","1","2",""
"pkix","Oct2003","153","24","116","8","4","11","4","10","","35","4","2","3","1","5","","31","3","2","3","1","5",""
"pkix","Nov2003","200","28","157","13","2","15","2","11","","27","4","2","1","1","2","","24","4","2","1","1","2",""
"pkix","Dec2003","138","27","113","3","","10","2","10","","31","2","","1","2","3","","28","2","","1","2","3",""
"pkix","Jan2004","63","9","48","8","","5","","2","","14","2","","1","","1","","12","2","","1","","1",""
"pkix","Feb2004","127","36","87","5","2","11","3","19","","23","4","1","2","2","5","","22","4","1","2","2","5",""
"pkix","Mar2004","75","13","43","12","6","4","1","8","1","20","3","1","2","1","3","1","19","3","1","2","1","3","1"
"pkix","Apr2004","250","35","204","18","1","11","6","10","","25","3","1","2","3","4","","22","3","1","2","2","4",""
"pkix","May2004","105","25","89","7","","2","5","2","","22","1","","2","3","1","","19","1","","2","3","1",""
"pkix","Jun2004","11","2","6","","","2","3","","","4","","","1","1","","","4","","","1","1","",""
"pkix","Jul2004","103","9","77","8","3","3","7","5","","23","1","2","1","3","4","","21","1","2","1","2","4",""
"pkix","May2006","6","","","6","","","","","","","1","","","","","","","1","","","","",""
"pktway","Jul1995","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"pktway","May1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"pktway","Jun1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"pktway","Jul1997","5","","1","","","4","","","","1","","","2","","","","1","","","1","","",""
"pktway","Aug1997","6","","2","","","4","","","","2","","","4","","","","1","","","3","","",""
"pktway","Oct1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"pktway","Dec1997","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"pktway","Mar1998","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"pktway","Apr1998","2","","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"pktway","Aug1999","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"poised","Aug1988","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"poised","Sep1992","194","17","93","14","1","56","27","3","","18","2","1","19","4","3","","13","2","1","14","3","2",""
"poised","Oct1992","241","16","125","6","","55","55","","","19","2","","13","6","","","14","2","","10","4","",""
"poised","Nov1992","110","3","63","7","1","20","19","","","15","1","1","8","5","","","13","1","1","6","4","",""
"poised","Dec1992","60","1","31","1","","16","12","","","10","1","","4","4","","","9","1","","4","3","",""
"poised","Jan1993","6","","3","","","3","","","","2","","","1","","","","2","","","1","","",""
"poised","Apr1994","9","1","4","","","5","","","","1","","","4","","","","1","","","4","","",""
"poised","Jul1994","10","3","3","","","7","","","","3","","","4","","","","3","","","4","","",""
"poised","Apr1995","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"poised","Jun1995","21","3","13","2","","6","","","","4","1","","5","","","","3","1","","4","","",""
"poised","Jul1995","51","5","31","4","","14","2","","","16","2","","7","2","","","15","2","","6","2","",""
"poised","Aug1995","153","11","100","18","","22","13","","","13","3","","9","1","","","13","2","","6","1","",""
"poised","Sep1995","255","10","140","29","","60","26","","","17","3","","8","2","","","15","2","","7","2","",""
"poised","Oct1995","81","21","22","5","","36","18","","","11","1","","5","1","","","10","1","","5","1","",""
"poised","Nov1995","23","9","3","","","14","5","1","","3","","","5","1","1","","3","","","4","1","1",""
"poised","Dec1995","34","5","11","6","","14","3","","","5","2","","5","1","","","4","1","","5","1","",""
"poised","Jan1996","95","17","25","23","","30","17","","","8","4","","6","2","","","7","3","","5","2","",""
"poised","Feb1996","58","13","27","10","","19","2","","","10","4","","6","1","","","10","2","","6","1","",""
"poised","May1996","2","1","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"poised","Feb1997","149","6","100","37","","12","","","","18","6","","4","","","","16","4","","4","","",""
"poised","Mar1997","81","17","44","15","1","21","","","","12","3","1","4","","","","11","3","1","3","","",""
"poised","Apr1997","76","12","41","25","","9","","","1","14","5","","2","","","1","12","5","","2","","","1"
"poised","May1997","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"poised","Jul1997","18","6","4","9","","5","","","","2","5","","1","","","","2","5","","1","","",""
"poised","Aug1997","5","","3","1","","1","","","","2","1","","1","","","","2","1","","1","","",""
"poised","Sep1997","68","4","39","16","","12","1","","","9","8","","2","1","","","9","7","","2","1","",""
"poised","Oct1997","99","3","75","18","","4","1","","1","20","5","","3","1","","1","18","4","","3","1","","1"
"poised","Nov1997","19","3","13","5","","","","","1","5","3","","","","","1","5","3","","","","","1"
"poised","Dec1997","36","11","25","7","","3","1","","","12","3","","2","1","","","10","3","","2","1","",""
"poised","Jan1998","34","","23","8","","1","2","","","7","3","","1","1","","","6","3","","1","1","",""
"poised","Feb1998","12","1","9","1","","1","1","","","6","1","","1","1","","","6","1","","1","1","",""
"poised","Mar1998","5","","4","","","1","","","","3","","","1","","","","3","","","1","","",""
"poised","Apr1998","26","1","19","3","","4","","","","8","2","","2","","","","7","2","","2","","",""
"poised","May1998","4","","2","2","","","","","","2","2","","","","","","2","2","","","","",""
"poised","Jun1998","43","8","22","5","","16","","","","9","2","","3","","","","9","2","","3","","",""
"poised","Aug1998","3","","2","","","1","","","","2","","","1","","","","2","","","1","","",""
"poised","Sep1998","8","","7","1","","","","","","7","1","","","","","","7","1","","","","",""
"poised","Oct1998","153","6","115","17","3","13","5","","","20","4","1","2","1","","","17","4","1","2","1","",""
"poised","Nov1998","30","3","27","2","1","","","","","10","1","1","","","","","10","1","1","","","",""
"poised","Dec1998","154","10","95","20","7","24","5","3","","23","7","2","6","3","1","","21","7","2","6","3","1",""
"poised","Jan1999","171","16","104","14","15","32","2","4","","22","6","2","4","2","1","","20","6","2","4","2","1",""
"poised","Feb1999","46","1","38","2","5","1","","","","12","2","2","1","","","","11","2","2","1","","",""
"poised","Mar1999","156","11","114","15","8","8","2","5","4","25","6","2","5","2","1","1","23","6","2","4","2","1","1"
"poised","Apr1999","151","7","98","10","13","20","1","6","3","28","5","5","5","1","2","1","25","5","5","5","1","2","1"
"poised","May1999","6","1","3","","","","2","1","","3","","","","1","1","","3","","","","1","1",""
"poised","Jun1999","72","10","53","6","3","9","1","","","21","3","1","2","1","","","20","3","1","2","1","",""
"poised","Jul1999","121","4","89","5","9","15","","2","1","24","2","4","3","","1","1","24","2","4","3","","1","1"
"poised","Aug1999","181","8","123","8","28","20","2","","","23","2","3","4","2","","","22","2","3","4","2","",""
"poised","Sep1999","40","","36","","1","2","1","","","14","","1","1","1","","","14","","1","1","1","",""
"poised","Oct1999","55","","39","6","7","2","1","","","12","2","3","1","1","","","12","2","3","1","1","",""
"poised","Nov1999","6","","5","","1","","","","","3","","1","","","","","3","","1","","","",""
"poised","Dec1999","29","3","23","3","","2","","","1","12","2","","1","","","1","12","2","","1","","","1"
"poised","Jan2000","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"poised","Feb2000","17","","7","","2","6","2","","","4","","1","2","1","","","4","","1","2","1","",""
"poised","Mar2000","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"poised","May2000","10","","3","2","5","","","","","3","2","4","","","","","3","2","4","","","",""
"poised","Jun2000","20","3","13","","2","4","1","","","7","","2","2","1","","","7","","2","2","1","",""
"poised","Jul2000","9","1","2","","4","2","","1","","2","","1","1","","1","","2","","1","1","","1",""
"poised","Aug2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"poised","Sep2000","93","4","63","1","17","6","6","","","20","1","3","3","1","","","18","1","3","3","1","",""
"poised","Oct2000","65","","34","5","21","3","1","","1","14","2","6","2","1","","1","13","2","5","2","1","","1"
"poised","Nov2000","120","","57","7","8","48","","","","21","1","2","5","","","","20","1","2","5","","",""
"poised","Dec2000","21","1","8","1","6","6","","","","5","1","4","3","","","","4","1","4","3","","",""
"poised","Jan2001","52","2","29","4","12","7","","","","13","2","5","5","","","","11","2","5","5","","",""
"poised","Feb2001","161","8","89","8","21","41","2","","","22","4","4","9","1","","","18","4","4","9","1","",""
"poised","Mar2001","82","2","48","2","9","21","2","","","16","1","2","7","1","","","15","1","2","7","1","",""
"poised","Apr2001","77","2","52","6","5","12","2","","","13","2","2","3","1","","","12","2","2","3","1","",""
"poised","May2001","12","1","6","1","5","","","","","4","1","2","","","","","4","1","2","","","",""
"poised","Jun2001","178","36","81","15","12","68","2","","","18","3","4","8","1","","","15","3","4","8","1","",""
"poised","Jul2001","197","32","96","21","22","53","5","","","20","2","3","9","2","","","17","2","3","9","2","",""
"poised","Aug2001","9","4","4","","1","4","","","","4","","1","3","","","","4","","1","3","","",""
"poised","Sep2001","49","6","19","2","7","19","2","","","12","2","3","6","2","","","10","2","3","5","2","",""
"poised","Oct2001","83","17","35","10","9","28","1","","","15","4","5","6","1","","","12","4","5","6","1","",""
"poised","Dec2001","32","2","23","","","9","","","","11","","","5","","","","11","","","5","","",""
"poised","Jan2002","13","","7","1","5","","","","","4","1","2","","","","","4","1","2","","","",""
"poised","Feb2002","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"poised","Mar2002","197","42","75","42","9","51","11","9","","24","10","4","7","3","4","","21","10","4","6","3","4",""
"poised","Apr2002","49","7","20","17","1","11","","","","6","3","1","4","","","","6","3","1","4","","",""
"poised","May2002","16","3","2","7","2","5","","","","2","1","2","3","","","","2","1","2","3","","",""
"poised","Jun2002","6","","5","","","","1","","","3","","","","1","","","3","","","","1","",""
"poised","Jul2002","4","","3","","","1","","","","3","","","1","","","","3","","","1","","",""
"poised","Aug2002","2","","1","1","","","","","","1","1","","","","","","1","1","","","","",""
"poised","Jun2004","3","","","","","3","","","","","","","1","","","","","","","1","","",""
"poised95","Jul1995","18","3","10","2","","5","1","","","7","1","","3","1","","","7","1","","3","1","",""
"poised95","Apr1996","4","1","1","2","","1","","","","1","1","","1","","","","1","1","","1","","",""
"poised95","Jul1996","4","1","","2","","2","","","","","2","","2","","","","","2","","2","","",""
"policy","Nov1998","19","","19","","","","","","","1","","","","","","","1","","","","","",""
"policy","Dec1998","3","","3","","","","","","","1","","","","","","","1","","","","","",""
"policy","Feb1999","31","","31","","","","","","","12","","","","","","","9","","","","","",""
"policy","Mar1999","10","","10","","","","","","","6","","","","","","","5","","","","","",""
"policy","Apr1999","19","3","19","","","","","","","10","","","","","","","8","","","","","",""
"policy","May1999","47","1","45","","","1","","1","","22","","","1","","1","","13","","","1","","1",""
"policy","Jun1999","33","","33","","","","","","","14","","","","","","","12","","","","","",""
"policy","Jul1999","22","","22","","","","","","","12","","","","","","","9","","","","","",""
"policy","Aug1999","46","","43","3","","","","","","14","1","","","","","","10","1","","","","",""
"policy","Sep1999","9","1","8","","","1","","","","4","","","1","","","","3","","","1","","",""
"policy","Oct1999","21","","20","1","","","","","","12","1","","","","","","8","1","","","","",""
"policy","Nov1999","24","6","21","","","","","3","","13","","","","","2","","8","","","","","2",""
"policy","Dec1999","9","","8","1","","","","","","5","1","","","","","","4","1","","","","",""
"policy","Jan2000","83","1","76","6","","1","","","","17","1","","1","","","","9","1","","1","","",""
"policy","Feb2000","61","1","61","","","","","","","17","","","","","","","12","","","","","",""
"policy","Mar2000","42","11","39","","","2","","1","","16","","","1","","1","","12","","","1","","1",""
"policy","Apr2000","14","1","14","","","","","","","9","","","","","","","7","","","","","",""
"policy","May2000","4","","4","","","","","","","4","","","","","","","4","","","","","",""
"policy","Jun2000","6","","5","1","","","","","","5","1","","","","","","5","1","","","","",""
"policy","Jul2000","15","3","15","","","","","","","9","","","","","","","8","","","","","",""
"policy","Aug2000","45","9","36","4","","5","","","","11","1","","1","","","","7","1","","1","","",""
"policy","Sep2000","7","","5","2","","","","","","4","1","","","","","","3","1","","","","",""
"policy","Oct2000","21","3","21","","","","","","","11","","","","","","","7","","","","","",""
"policy","Nov2000","25","4","23","2","","","","","","10","1","","","","","","6","1","","","","",""
"policy","Dec2000","57","6","49","6","","","2","","","20","2","","","1","","","15","2","","","1","",""
"policy","Jan2001","13","","13","","","","","","","6","","","","","","","5","","","","","",""
"policy","Feb2001","50","5","44","","","","4","2","","22","","","","1","1","","18","","","","1","1",""
"policy","Mar2001","7","","5","","","","2","","","5","","","","1","","","4","","","","1","",""
"policy","Apr2001","28","5","28","","","","","","","10","","","","","","","7","","","","","",""
"policy","May2001","23","","23","","","","","","","11","","","","","","","7","","","","","",""
"policy","Jun2001","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"policy","Jul2001","14","4","14","","","","","","","6","","","","","","","5","","","","","",""
"policy","Aug2001","3","1","3","","","","","","","2","","","","","","","2","","","","","",""
"policy","Sep2001","8","","8","","","","","","","3","","","","","","","3","","","","","",""
"policy","Oct2001","16","","13","","2","","1","","","7","","2","","1","","","5","","2","","1","",""
"policy","Nov2001","12","","10","","1","1","","","","4","","1","1","","","","3","","1","1","","",""
"policy","Dec2001","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"policy","Jan2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"policy","Feb2002","20","1","17","","3","","","","","7","","1","","","","","7","","1","","","",""
"policy","Mar2002","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"policy","Apr2002","2","1","2","","","","","","","2","","","","","","","2","","","","","",""
"policy","May2002","16","","15","","1","","","","","4","","1","","","","","4","","1","","","",""
"policy","Jun2002","6","","4","","1","","1","","","3","","1","","1","","","3","","1","","1","",""
"policy","Jul2002","6","1","5","","","","1","","","5","","","","1","","","5","","","","1","",""
"policy","Aug2002","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"policy","Sep2002","2","","1","","","","1","","","1","","","","1","","","1","","","","1","",""
"policy","Oct2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"policy","Nov2002","2","","1","","","","1","","","1","","","","1","","","1","","","","1","",""
"policy","Dec2002","13","4","12","","","","","1","","5","","","","","1","","5","","","","","1",""
"policy","Jan2003","5","","4","","","","1","","","2","","","","1","","","2","","","","1","",""
"policy","Feb2003","2","","1","","","","1","","","1","","","","1","","","1","","","","1","",""
"policy","Mar2003","5","","2","","","","3","","","1","","","","1","","","1","","","","1","",""
"policy","Apr2003","19","2","12","","3","","3","1","","7","","1","","1","1","","7","","1","","1","1",""
"policy","May2003","14","","11","","1","","2","","","4","","1","","1","","","4","","1","","1","",""
"policy","Jun2003","9","","8","","","","1","","","6","","","","1","","","6","","","","1","",""
"policy","Jul2003","12","","10","2","","","","","","5","1","","","","","","5","1","","","","",""
"policy","Aug2003","4","","2","1","","","1","","","1","1","","","1","","","1","1","","","1","",""
"policy","Sep2003","63","","50","9","","","4","","","7","1","","","1","","","7","1","","","1","",""
"policy","Feb2004","5","1","3","1","","","1","","","3","1","","","1","","","3","1","","","1","",""
"policy","Mar2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"policy","Apr2004","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"policy","May2004","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"pop3ext","Mar1998","7","","7","","","","","","","5","","","","","","","3","","","","","",""
"pop3ext","Jul1998","36","7","28","","","1","","5","2","8","","","1","","1","1","5","","","1","","1","1"
"pop3ext","Aug1998","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"pop3ext","Dec1998","4","1","4","","","","","","","4","","","","","","","3","","","","","",""
"pop3ext","Dec1999","18","","14","","","4","","","","7","","","1","","","","6","","","1","","",""
"pop3ext","Jan2000","6","","6","","","","","","","4","","","","","","","4","","","","","",""
"pop3ext","Feb2000","16","","14","","2","","","","","6","","1","","","","","6","","1","","","",""
"pop3ext","Mar2000","5","","5","","","","","","","4","","","","","","","4","","","","","",""
"pop3ext","May2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"pop3ext","Aug2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"pop3ext","Feb2002","3","1","3","","","","","","","3","","","","","","","3","","","","","",""
"pppext","Mar1990","15","2","9","","","3","","2","1","5","","","2","","1","1","4","","","2","","1","1"
"pppext","Apr1990","5","","3","","","2","","","","3","","","2","","","","3","","","2","","",""
"pppext","May1990","17","1","8","2","","6","","1","","5","1","","4","","1","","3","1","","4","","1",""
"pppext","Jun1990","55","3","34","5","","16","","","","13","2","","7","","","","9","1","","7","","",""
"pppext","Jul1990","17","","7","3","","7","","","","3","1","","2","","","","3","1","","2","","",""
"pppext","Aug1990","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"pppext","Sep1990","6","","2","","","4","","","","2","","","1","","","","2","","","1","","",""
"pppext","Oct1990","6","","2","","","4","","","","2","","","2","","","","2","","","2","","",""
"pppext","Dec1990","19","","11","1","","7","","","","3","1","","3","","","","3","1","","3","","",""
"pppext","Jan1991","7","","2","","","5","","","","1","","","2","","","","1","","","1","","",""
"pppext","Mar1991","3","","2","1","","","","","","2","1","","","","","","2","1","","","","",""
"pppext","Apr1991","5","","2","","","3","","","","2","","","2","","","","2","","","2","","",""
"pppext","May1991","6","","2","","","4","","","","2","","","2","","","","2","","","2","","",""
"pppext","Jun1991","25","","18","1","","6","","","","9","1","","1","","","","7","1","","1","","",""
"pppext","Jul1991","21","","17","","","4","","","","9","","","2","","","","8","","","2","","",""
"pppext","Aug1991","20","","12","","","8","","","","7","","","3","","","","7","","","3","","",""
"pppext","Sep1991","12","","9","","1","2","","","","8","","1","2","","","","6","","1","2","","",""
"pppext","Oct1991","23","","17","","","5","1","","","7","","","4","1","","","5","","","4","1","",""
"pppext","Nov1991","20","","10","","","7","2","","1","7","","","2","1","","1","6","","","2","1","","1"
"pppext","Dec1991","47","","27","2","","16","1","","1","10","2","","3","1","","1","10","1","","3","1","","1"
"pppext","Jan1992","59","","29","","","25","1","","4","16","","","3","1","","1","10","","","3","1","","1"
"pppext","Feb1992","19","","14","","","5","","","","9","","","2","","","","9","","","2","","",""
"pppext","Mar1992","11","1","8","","","3","","","","6","","","3","","","","6","","","3","","",""
"pppext","Apr1992","57","","37","2","","10","5","","3","18","1","","5","2","","2","13","1","","5","2","","1"
"pppext","May1992","14","","10","","","3","","","1","5","","","2","","","1","5","","","2","","","1"
"pppext","Jun1992","90","11","51","","","35","","","4","20","","","3","","","1","14","","","3","","","1"
"pppext","Jul1992","43","1","27","","","13","2","","1","11","","","3","2","","1","8","","","3","2","","1"
"pppext","Aug1992","23","","11","","","8","","","4","8","","","3","","","1","7","","","3","","","1"
"pppext","Sep1992","28","","18","","","7","","","3","9","","","3","","","2","6","","","2","","","1"
"pppext","Oct1992","24","","18","","","5","","","1","11","","","1","","","1","8","","","1","","","1"
"pppext","Nov1992","43","","39","","","3","1","","","19","","","2","1","","","14","","","2","1","",""
"pppext","Dec1992","21","","13","","","6","2","","","11","","","1","2","","","9","","","1","2","",""
"pppext","Jan1993","18","","5","1","","12","","","","3","1","","2","","","","3","1","","2","","",""
"pppext","Feb1993","13","","8","","","5","","","","5","","","2","","","","4","","","2","","",""
"pppext","Mar1993","19","","12","1","","6","","","","7","1","","1","","","","7","1","","1","","",""
"pppext","Apr1993","21","","9","","","12","","","","6","","","4","","","","5","","","4","","",""
"pppext","May1993","16","","10","2","","3","1","","","5","2","","1","1","","","4","2","","1","1","",""
"pppext","Jun1993","6","","4","","","2","","","","4","","","1","","","","4","","","1","","",""
"pppext","Jul1993","35","3","24","","2","8","1","","","13","","1","4","1","","","13","","1","3","1","",""
"pppext","Aug1993","80","2","44","1","","34","1","","","15","1","","8","1","","","14","1","","7","1","",""
"pppext","Sep1993","50","","35","","","14","","","1","13","","","2","","","1","11","","","2","","","1"
"pppext","Oct1993","60","4","44","","","15","1","","","18","","","4","1","","","18","","","4","1","",""
"pppext","Nov1993","41","","29","","","10","","","2","17","","","2","","","1","15","","","2","","","1"
"pppext","Dec1993","16","1","11","","","4","","1","","6","","","1","","1","","6","","","1","","1",""
"pppext","Jan1994","201","4","132","","","22","","2","45","18","","","2","","1","1","16","","","2","","1","1"
"pppext","Feb1994","41","3","33","","","2","3","","3","13","","","1","1","","1","12","","","1","1","","1"
"pppext","Mar1994","40","2","30","","","10","","","","16","","","5","","","","14","","","4","","",""
"pppext","Apr1994","120","9","82","1","","36","","1","","23","1","","6","","1","","18","1","","6","","1",""
"pppext","May1994","35","1","27","","","6","2","","","13","","","1","1","","","12","","","1","1","",""
"pppext","Jun1994","118","1","99","4","","15","","","","20","1","","3","","","","20","1","","3","","",""
"pppext","Jul1994","46","","34","","","12","","","","13","","","3","","","","11","","","3","","",""
"pppext","Aug1994","22","4","14","","","7","","1","","6","","","3","","1","","5","","","3","","1",""
"pppext","Sep1994","15","1","12","","","3","","","","9","","","2","","","","9","","","2","","",""
"pppext","Oct1994","5","","3","","","1","","","1","2","","","1","","","1","2","","","1","","","1"
"pppext","Nov1994","26","","21","","","5","","","","8","","","3","","","","7","","","3","","",""
"pppext","Dec1994","37","","28","5","","3","1","","","9","1","","1","1","","","8","1","","1","1","",""
"pppext","Jan1995","54","1","44","","","9","","1","","10","","","1","","1","","10","","","1","","1",""
"pppext","Feb1995","146","25","136","","","10","","","","15","","","2","","","","11","","","2","","",""
"pppext","Mar1995","110","19","99","","","9","1","1","","16","","","3","1","1","","14","","","3","1","1",""
"pppext","Apr1995","22","2","14","2","","6","","","","10","1","","1","","","","10","1","","1","","",""
"pppext","May1995","21","2","18","","","3","","","","12","","","2","","","","11","","","2","","",""
"pppext","Jun1995","32","2","29","","","3","","","","14","","","3","","","","13","","","3","","",""
"pppext","Jul1995","29","1","26","1","","2","","","","11","1","","1","","","","11","1","","1","","",""
"pppext","Aug1995","17","","16","","","1","","","","7","","","1","","","","6","","","1","","",""
"pppext","Sep1995","52","","47","","","2","3","","","19","","","1","1","","","16","","","1","1","",""
"pppext","Oct1995","44","3","39","","","5","","","","17","","","2","","","","13","","","2","","",""
"pppext","Nov1995","88","10","79","4","","3","2","","","23","1","","2","1","","","18","1","","2","1","",""
"pppext","Dec1995","93","2","74","19","","","","","","16","1","","","","","","14","1","","","","",""
"pppext","Jan1996","82","1","69","3","","2","8","","","23","1","","2","2","","","16","1","","2","2","",""
"pppext","Feb1996","55","2","43","3","","2","4","","3","17","2","","1","3","","1","15","2","","1","3","","1"
"pppext","Mar1996","128","16","119","","","","4","","5","41","","","","1","","1","28","","","","1","","1"
"pppext","Apr1996","48","4","47","","","","1","","","27","","","","1","","","21","","","","1","",""
"pppext","May1996","53","3","49","2","","2","","","","24","2","","1","","","","19","1","","1","","",""
"pppext","Jun1996","66","","65","","","1","","","","34","","","1","","","","26","","","1","","",""
"pppext","Jul1996","72","","70","","","","","","2","28","","","","","","1","19","","","","","","1"
"pppext","Aug1996","94","5","88","1","","4","","","1","32","1","","1","","","1","24","1","","1","","","1"
"pppext","Sep1996","100","8","91","3","1","","1","2","2","31","2","1","","1","1","1","23","1","1","","1","1","1"
"pppext","Oct1996","27","6","26","","","","","1","","16","","","","","1","","13","","","","","1",""
"pppext","Nov1996","68","3","50","4","","2","","1","11","25","1","","1","","1","2","20","1","","1","","1","1"
"pppext","Dec1996","125","1","117","","","5","","","3","30","","","2","","","1","25","","","2","","","1"
"pppext","Jan1997","94","5","85","3","","1","","","5","28","3","","1","","","2","21","2","","1","","","1"
"pppext","Feb1997","85","9","79","1","","1","","1","3","25","1","","1","","1","2","24","1","","1","","1","1"
"pppext","Mar1997","112","11","103","5","","1","","","3","38","2","","1","","","2","31","1","","1","","","1"
"pppext","Apr1997","92","6","81","3","","1","","","7","28","2","","1","","","1","25","2","","1","","","1"
"pppext","May1997","42","1","38","1","","2","","","1","22","1","","2","","","1","19","1","","2","","","1"
"pppext","Jun1997","35","3","29","","","1","","","5","13","","","1","","","2","11","","","1","","","1"
"pppext","Jul1997","152","14","137","1","","11","","1","2","38","1","","2","","1","2","32","1","","2","","1","1"
"pppext","Aug1997","56","9","54","","","1","","1","","21","","","1","","1","","18","","","1","","1",""
"pppext","Sep1997","47","6","41","5","","","","","1","21","2","","","","","1","17","2","","","","","1"
"pppext","Oct1997","116","10","103","12","","1","","","","34","6","","1","","","","23","4","","1","","",""
"pppext","Nov1997","32","1","27","4","","1","","","","13","2","","1","","","","13","1","","1","","",""
"pppext","Dec1997","64","5","63","","","1","","","","29","","","1","","","","23","","","1","","",""
"pppext","Jan1998","45","4","41","3","","1","","","","25","2","","1","","","","20","2","","1","","",""
"pppext","Feb1998","65","8","64","","","1","","","","20","","","1","","","","14","","","1","","",""
"pppext","Mar1998","27","2","25","","","2","","","","10","","","1","","","","9","","","1","","",""
"pppext","Apr1998","43","2","42","1","","","","","","18","1","","","","","","13","1","","","","",""
"pppext","May1998","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"pppext","Jun1998","22","1","19","2","","","1","","","13","1","","","1","","","11","1","","","1","",""
"pppext","Aug1998","19","","18","1","","","","","","12","1","","","","","","11","1","","","","",""
"pppext","Sep1998","36","1","32","4","","","","","","11","1","","","","","","10","1","","","","",""
"pppext","Oct1998","10","","10","","","","","","","7","","","","","","","7","","","","","",""
"pppext","Nov1998","71","16","69","2","","","","","","19","1","","","","","","15","1","","","","",""
"pppext","Dec1998","56","2","50","5","","1","","","","21","3","","1","","","","19","1","","1","","",""
"pppext","Jan1999","9","","9","","","","","","","6","","","","","","","6","","","","","",""
"pppext","Feb1999","44","2","30","3","10","1","","","","17","2","4","1","","","","16","2","4","1","","",""
"pppext","Mar1999","57","3","48","8","","1","","","","18","6","","1","","","","14","3","","1","","",""
"pppext","Apr1999","42","","25","3","13","","","","1","12","2","1","","","","1","12","2","1","","","","1"
"pppext","May1999","9","1","4","2","1","1","","1","","4","1","1","1","","1","","4","1","1","1","","1",""
"pppext","Jun1999","59","4","53","4","","2","","","","22","1","","1","","","","18","1","","1","","",""
"pppext","Jul1999","21","2","18","3","","","","","","12","1","","","","","","12","1","","","","",""
"pppext","Aug1999","32","3","28","2","","","","2","","9","2","","","","1","","8","2","","","","1",""
"pppext","Sep1999","15","1","9","2","2","2","","","","5","1","1","1","","","","5","1","1","1","","",""
"pppext","Oct1999","17","1","7","4","4","2","","","","4","1","1","1","","","","4","1","1","1","","",""
"pppext","Nov1999","6","","6","","","","","","","4","","","","","","","4","","","","","",""
"pppext","Dec1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"pppext","Jan2000","12","1","12","","","","","","","8","","","","","","","8","","","","","",""
"pppext","Feb2000","19","3","18","1","","","","","","6","1","","","","","","6","1","","","","",""
"pppext","Mar2000","25","2","22","2","","","","1","","7","1","","","","1","","7","1","","","","1",""
