wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"2000","May1998","5","","4","1","","","","","","3","1","","","","","","3","1","","","","",""
"2000","Jun1998","7","2","4","","1","2","","","","3","","1","1","","","","3","","1","1","","",""
"822ext","Apr1991","168","28","94","","","59","10","4","1","18","","","7","2","2","1","12","","","7","2","2","1"
"822ext","May1991","82","17","33","1","","38","6","4","","13","1","","9","4","1","","13","1","","8","4","1",""
"822ext","Jun1991","111","24","57","","","46","6","1","1","17","","","11","1","1","1","16","","","9","1","1","1"
"822ext","Jul1991","63","23","22","","","35","3","3","","6","","","10","3","1","","5","","","9","3","1",""
"822ext","Aug1991","79","6","31","","","44","1","3","","16","","","9","1","3","","15","","","8","1","3",""
"822ext","Sep1991","249","51","105","","","96","23","25","","16","","","10","5","5","","14","","","9","4","4",""
"822ext","Oct1991","314","80","130","","1","122","28","32","1","18","","1","16","4","8","1","16","","1","14","4","8","1"
"822ext","Nov1991","116","19","48","1","","40","14","11","2","11","1","","12","4","5","1","10","1","","11","4","5","1"
"822ext","Dec1991","133","15","58","","","57","14","4","","10","","","12","3","4","","9","","","11","2","3",""
"822ext","Jan1992","75","20","28","","","34","10","3","","7","","","8","4","3","","7","","","8","4","3",""
"822ext","Feb1992","159","49","74","1","","62","7","15","","16","1","","12","3","8","","16","1","","11","3","8",""
"822ext","Mar1992","172","49","52","2","1","95","14","8","","12","2","1","14","5","6","","11","2","1","11","5","6",""
"822ext","Apr1992","61","11","28","","","23","5","4","1","10","","","11","3","2","1","10","","","11","3","2","1"
"822ext","May1992","24","","10","","","11","3","","","5","","","7","2","","","5","","","7","2","",""
"822ext","Jun1992","43","2","17","","","17","9","","","8","","","8","3","","","8","","","8","3","",""
"822ext","Jul1992","50","","22","","","19","9","","","11","","","6","2","","","10","","","5","2","",""
"822ext","Aug1992","28","8","13","","1","8","1","5","","8","","1","4","1","3","","7","","1","4","1","3",""
"822ext","Sep1992","11","4","4","","2","2","2","","1","3","","1","2","2","","1","3","","1","2","2","","1"
"822ext","Oct1992","10","1","7","","1","1","","1","","5","","1","1","","1","","5","","1","1","","1",""
"822ext","Nov1992","13","4","6","","","3","2","2","","5","","","2","1","1","","4","","","2","1","1",""
"822ext","Dec1992","72","31","20","","6","26","2","18","","8","","2","13","2","6","","7","","2","11","2","6",""
"822ext","Jan1993","170","41","61","1","7","67","9","25","","18","1","1","13","3","8","","16","1","1","10","3","7",""
"822ext","Feb1993","174","55","53","","26","85","4","6","","17","","2","14","3","5","","16","","2","10","3","5",""
"822ext","Mar1993","283","78","102","","28","140","1","12","","17","","1","15","1","4","","15","","1","11","1","4",""
"822ext","Apr1993","105","22","47","","1","36","5","16","","11","","1","10","2","6","","11","","1","9","2","5",""
"822ext","May1993","64","9","24","1","","33","1","5","","10","1","","14","1","2","","9","1","","12","1","2",""
"822ext","Jun1993","85","4","47","","","34","2","2","","17","","","10","1","2","","13","","","10","1","2",""
"822ext","Jul1993","12","7","1","","","10","","1","","1","","","6","","1","","1","","","6","","1",""
"822ext","Aug1993","69","8","35","1","","29","","4","","11","1","","7","","1","","10","1","","6","","1",""
"822ext","Sep1993","123","8","65","1","","45","7","5","","18","1","","11","2","4","","15","1","","10","2","3",""
"822ext","Oct1993","101","11","48","1","","44","","8","","9","1","","10","","2","","8","1","","10","","2",""
"822ext","Nov1993","142","59","54","2","","56","","30","","22","2","","13","","5","","19","2","","13","","4",""
"822ext","Dec1993","38","15","9","1","","25","","3","","6","1","","9","","1","","5","1","","8","","1",""
"822ext","Jan1994","32","12","15","","","16","1","","","9","","","5","1","","","7","","","5","1","",""
"822ext","Feb1994","4","3","1","","","3","","","","1","","","2","","","","1","","","2","","",""
"822ext","Mar1994","14","3","10","","","4","","","","5","","","4","","","","5","","","4","","",""
"822ext","May1994","48","24","26","1","","13","","8","","9","1","","8","","2","","9","1","","7","","2",""
"822ext","Jun1994","19","2","12","1","","6","","","","4","1","","4","","","","4","1","","4","","",""
"822ext","Jul1994","40","18","15","","","25","","","","7","","","6","","","","6","","","6","","",""
"822ext","Aug1994","49","18","24","","","25","","","","6","","","9","","","","5","","","9","","",""
"822ext","Sep1994","45","11","16","","","28","","1","","9","","","8","","1","","9","","","7","","1",""
"822ext","Oct1994","211","75","81","5","1","121","1","2","","16","1","1","12","1","2","","13","1","1","10","1","2",""
"822ext","Nov1994","184","67","82","3","","91","2","6","","20","2","","16","2","5","","16","2","","15","1","4",""
"822ext","Dec1994","158","72","72","2","","81","1","2","","25","2","","15","1","1","","20","2","","14","1","1",""
"822ext","Jan1995","126","26","83","","","30","3","10","","16","","","10","2","2","","12","","","8","2","1",""
"822ext","Feb1995","92","9","58","","","31","","3","","17","","","7","","2","","11","","","7","","2",""
"822ext","Mar1995","18","4","13","","","5","","","","11","","","3","","","","10","","","3","","",""
"822ext","Apr1995","17","7","11","","","6","","","","4","","","4","","","","3","","","4","","",""
"822ext","May1995","70","19","37","1","","27","","5","","9","1","","10","","1","","8","1","","9","","1",""
"822ext","Jun1995","39","7","25","","","13","","1","","13","","","5","","1","","12","","","5","","1",""
"822ext","Jul1995","23","8","13","1","","8","1","","","6","1","","4","1","","","5","1","","4","1","",""
"822ext","Aug1995","8","2","3","1","","3","","1","","2","1","","3","","1","","2","1","","2","","1",""
"822ext","Oct1995","23","2","18","","","3","2","","","9","","","2","1","","","9","","","2","1","",""
"822ext","Nov1995","107","21","75","","","32","","","","11","","","4","","","","10","","","4","","",""
"822ext","Dec1995","41","5","31","1","","6","","3","","9","1","","2","","1","","5","1","","2","","1",""
"822ext","Jan1996","7","2","7","","","","","","","5","","","","","","","4","","","","","",""
"822ext","Feb1996","66","2","57","2","","5","2","","","16","1","","4","2","","","15","1","","4","2","",""
"822ext","Apr1996","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"822ext","May1996","7","4","7","","","","","","","4","","","","","","","4","","","","","",""
"822ext","Jun1996","11","1","8","2","","1","","","","6","2","","1","","","","6","2","","1","","",""
"822ext","Aug1996","50","12","41","6","","2","","1","","13","2","","1","","1","","11","2","","1","","1",""
"822ext","Sep1996","12","3","7","","","3","","2","","5","","","1","","1","","4","","","1","","1",""
"822ext","Oct1996","2","1","1","","","","","1","","1","","","","","1","","1","","","","","1",""
"822ext","Nov1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"822ext","Dec1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"822ext","Feb1997","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"822ext","Apr1997","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"822ext","Jun1997","11","","6","","","5","","","","5","","","3","","","","4","","","3","","",""
"822ext","Jul1997","79","6","27","1","1","48","1","1","","6","1","1","4","1","1","","5","1","1","4","1","1",""
"822ext","Aug1997","58","1","30","1","","27","","","","6","1","","5","","","","5","1","","5","","",""
"822ext","Oct1997","4","1","1","","","3","","","","1","","","3","","","","1","","","3","","",""
"822ext","Feb1998","34","8","22","","","9","3","","","7","","","3","1","","","6","","","3","1","",""
"822ext","Mar1998","73","4","64","3","1","5","","","","14","2","1","3","","","","12","2","1","3","","",""
"822ext","Apr1998","4","2","3","1","","","","","","3","1","","","","","","3","1","","","","",""
"822ext","Jul1998","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"822ext","Aug1998","77","5","56","","7","10","4","","","14","","1","3","1","","","9","","1","3","1","",""
"822ext","Sep1998","57","10","46","2","1","6","2","","","16","1","1","3","1","","","12","1","1","3","1","",""
"822ext","Oct1998","42","1","35","","","6","1","","","10","","","3","1","","","7","","","3","1","",""
"822ext","Nov1998","26","3","17","","1","8","","","","12","","1","4","","","","6","","1","4","","",""
"822ext","Dec1998","6","2","2","","2","2","","","","2","","2","2","","","","2","","2","2","","",""
"822ext","Jan1999","43","17","18","","3","21","","1","","4","","2","4","","1","","3","","2","4","","1",""
"822ext","Feb1999","81","40","9","3","","69","","","","5","1","","7","","","","4","1","","7","","",""
"822ext","Mar1999","87","35","43","1","2","40","1","","","13","1","2","6","1","","","9","1","2","6","1","",""
"822ext","Apr1999","9","5","5","1","","2","","1","","3","1","","2","","1","","3","1","","2","","1",""
"822ext","May1999","9","3","5","","","4","","","","3","","","2","","","","3","","","2","","",""
"822ext","Jun1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"822ext","Jul1999","16","6","6","2","1","7","","","","5","2","1","3","","","","5","2","1","3","","",""
"822ext","Sep1999","8","1","5","","","3","","","","3","","","3","","","","2","","","3","","",""
"822ext","Oct1999","14","5","5","2","","6","1","","","5","1","","3","1","","","5","1","","3","1","",""
"822ext","Nov1999","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"822ext","Mar2000","133","13","81","1","9","37","5","","","13","1","4","5","3","","","13","1","3","5","3","",""
"822ext","Apr2000","6","3","2","","2","2","","","","2","","1","2","","","","1","","1","2","","",""
"822ext","May2000","9","2","4","","","4","","1","","4","","","1","","1","","4","","","1","","1",""
"822ext","Jun2000","9","4","3","","","6","","","","1","","","3","","","","1","","","3","","",""
"822ext","Jul2000","4","2","2","","","2","","","","2","","","1","","","","2","","","1","","",""
"822ext","Aug2000","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"822ext","Sep2000","5","2","1","","1","3","","","","1","","1","2","","","","1","","1","2","","",""
"822ext","Oct2000","14","6","6","","","8","","","","5","","","3","","","","5","","","3","","",""
"822ext","Nov2000","10","7","5","","","5","","","","3","","","2","","","","3","","","2","","",""
"822ext","Dec2000","11","4","3","","1","7","","","","2","","1","4","","","","2","","1","4","","",""
"822ext","Jan2001","36","12","12","1","6","17","","","","3","1","3","4","","","","3","1","3","4","","",""
"822ext","Feb2001","17","10","4","","2","11","","","","4","","2","3","","","","4","","2","3","","",""
"822ext","Mar2001","3","1","1","","1","1","","","","1","","1","1","","","","1","","1","1","","",""
"822ext","Apr2001","8","2","4","","","4","","","","3","","","3","","","","3","","","3","","",""
"822ext","May2001","104","27","54","3","10","37","","","","13","2","5","4","","","","12","2","5","4","","",""
"822ext","Jun2001","22","7","6","","1","15","","","","2","","1","3","","","","2","","1","3","","",""
"822ext","Aug2001","5","2","2","","","3","","","","2","","","2","","","","2","","","2","","",""
"822ext","Sep2001","43","12","12","","8","23","","","","5","","3","6","","","","5","","3","6","","",""
"822ext","Oct2001","40","11","9","1","9","21","","","","4","1","4","7","","","","4","1","4","7","","",""
"822ext","Nov2001","31","15","4","1","6","20","","","","2","1","2","4","","","","2","1","2","4","","",""
"822ext","Dec2001","21","7","8","","5","4","","4","","4","","2","1","","1","","4","","2","1","","1",""
"822ext","Jan2002","31","3","9","1","2","18","","1","","2","1","1","3","","1","","2","1","1","3","","1",""
"822ext","Feb2002","225","80","57","1","12","146","1","8","","10","1","3","7","1","1","","8","1","2","7","1","1",""
"822ext","Mar2002","65","21","34","1","8","17","","5","","12","1","3","5","","2","","10","1","3","5","","2",""
"822ext","Apr2002","120","25","39","","16","55","","8","2","10","","7","6","","4","1","10","","6","6","","4","1"
"822ext","May2002","222","61","91","4","15","106","","6","","15","1","5","7","","2","","14","1","5","7","","2",""
"822ext","Jun2002","170","27","64","","2","86","","18","","11","","2","5","","2","","11","","2","5","","2",""
"822ext","Jul2002","10","1","4","","1","4","","1","","2","","1","2","","1","","2","","1","2","","1",""
"822ext","Aug2002","89","20","28","8","15","33","","5","","10","2","3","5","","2","","10","2","3","5","","2",""
"822ext","Sep2002","25","7","9","","1","12","","3","","2","","1","5","","1","","2","","1","5","","1",""
"822ext","Oct2002","50","13","7","7","2","33","","1","","3","4","1","4","","1","","3","4","1","4","","1",""
"822ext","Nov2002","51","16","12","","10","26","","3","","5","","3","3","","1","","5","","3","3","","1",""
"822ext","Dec2002","55","16","21","","2","28","","4","","4","","2","5","","2","","4","","2","5","","2",""
"822ext","Jan2003","399","144","166","15","16","182","","18","2","14","3","4","7","","6","1","14","3","4","7","","4","1"
"822ext","Feb2003","267","63","119","8","21","96","3","13","7","21","2","7","8","1","4","1","21","2","6","8","1","3","1"
"822ext","Mar2003","47","12","15","","6","14","","7","5","7","","3","3","","2","2","7","","3","3","","2","1"
"822ext","Oct2003","1","1","","","","","","1","","","","","","","1","","","","","","","1",""
"aaa","Dec1998","19","3","14","4","","","","1","","8","1","","","","1","","6","1","","","","1",""
"aaa","Jan1999","10","","7","","","3","","","","6","","","1","","","","5","","","1","","",""
"aaa","Feb1999","138","","111","24","","2","1","","","19","1","","1","1","","","12","1","","1","1","",""
"aaa","Mar1999","37","4","30","6","","1","","","","14","2","","1","","","","11","2","","1","","",""
"aaa","Apr1999","4","1","4","","","","","","","4","","","","","","","4","","","","","",""
"aaa","Jun1999","17","2","15","1","","1","","","","9","1","","1","","","","8","1","","1","","",""
"aaa","Jul1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aaa","Aug1999","9","1","8","","","","","1","","5","","","","","1","","5","","","","","1",""
"aaa","Sep1999","38","7","33","3","","1","","1","","17","1","","1","","1","","14","","","1","","1",""
"aaa","Oct1999","117","8","90","2","2","18","4","1","","22","2","1","4","1","1","","17","2","1","3","1","1",""
"aaa","Nov1999","80","7","66","5","","6","2","1","","22","2","","2","1","1","","16","2","","2","1","1",""
"aaa","Dec1999","4","3","1","2","","1","","","","1","2","","1","","","","1","1","","1","","",""
"aaa","Jan2000","11","5","5","","","4","","2","","4","","","2","","1","","4","","","2","","1",""
"aaa","Feb2000","36","5","27","3","","6","","","","8","2","","2","","","","6","2","","2","","",""
"aaa","Mar2000","50","5","46","","","4","","","","21","","","2","","","","17","","","2","","",""
"aaa","Apr2000","50","4","37","5","1","7","","","","12","1","1","2","","","","8","1","1","2","","",""
"aaa","May2000","23","3","22","1","","","","","","16","1","","","","","","13","1","","","","",""
"aaa","Jun2000","130","6","119","7","","4","","","","29","2","","3","","","","21","2","","2","","",""
"aaa","Jul2000","33","3","28","4","","1","","","","13","2","","1","","","","11","2","","1","","",""
"aaa","Aug2000","93","2","87","1","","4","1","","","25","1","","1","1","","","18","1","","1","1","",""
"aaa","Sep2000","18","6","12","1","","","5","","","6","1","","","1","","","6","1","","","1","",""
"aaa","Oct2000","69","9","59","6","","4","","","","17","2","","1","","","","13","2","","1","","",""
"aaa","Nov2000","60","12","43","7","","9","","1","","11","3","","1","","1","","9","3","","1","","",""
"aaa","Dec2000","19","4","15","","","3","","1","","10","","","1","","1","","8","","","1","","1",""
"aaa","Jan2001","259","26","239","9","","9","","1","1","34","2","","3","","1","1","21","2","","3","","1","1"
"aaa","Feb2001","121","12","108","8","","5","","","","22","2","","2","","","","14","2","","2","","",""
"aaa","Mar2001","110","7","107","1","","1","","1","","23","1","","1","","1","","16","1","","1","","1",""
"aaa","Apr2001","215","23","201","5","4","1","","1","3","31","1","1","1","","1","1","17","1","1","1","","1","1"
"aaa","May2001","270","20","169","5","71","3","","","22","34","1","1","2","","","2","19","1","1","2","","","1"
"aaa","Jun2001","362","32","217","9","129","4","","2","1","36","1","1","2","","2","1","21","1","1","2","","2","1"
"aaa","Jul2001","88","10","45","","40","2","","","1","19","","1","1","","","1","13","","1","1","","","1"
"aaa","Aug2001","216","56","136","5","73","1","","","1","28","1","1","1","","","1","14","1","1","1","","","1"
"aaa","Sep2001","113","49","78","5","29","","","1","","17","1","1","","","1","","11","1","1","","","1",""
"aaa","Oct2001","250","29","176","8","65","","","1","","32","1","1","","","1","","19","1","1","","","1",""
"aaa","Nov2001","155","19","93","2","57","2","","1","","27","1","1","2","","1","","15","1","1","1","","1",""
"aaa","Dec2001","3","1","2","1","","","","","","1","1","","","","","","1","1","","","","",""
"aaa","Jan2002","83","23","72","10","","","","1","","19","1","","","","1","","11","1","","","","1",""
"aaa","Feb2002","262","54","227","31","","2","","2","","30","1","","1","","1","","18","1","","1","","1",""
"aaa","Mar2002","135","15","133","1","","","","1","","20","1","","","","1","","12","1","","","","1",""
"aaa","Apr2002","294","28","283","9","","1","","1","","23","1","","1","","1","","13","1","","1","","1",""
"aaa","May2002","54","6","49","3","","2","","","","9","1","","2","","","","9","1","","2","","",""
"aaa","Jun2002","152","12","151","","","1","","","","23","","","1","","","","15","","","1","","",""
"aaa","Jul2002","65","7","63","2","","","","","","14","1","","","","","","11","1","","","","",""
"aaa","Aug2002","5","2","4","1","","","","","","4","1","","","","","","4","1","","","","",""
"aaa","Sep2002","93","12","83","10","","","","","","11","2","","","","","","9","2","","","","",""
"aaa","Oct2002","99","7","88","7","","4","","","","12","1","","1","","","","9","1","","1","","",""
"aaa","Nov2002","18","2","17","","","","","1","","7","","","","","1","","6","","","","","1",""
"aaa","Dec2002","51","5","46","5","","","","","","12","1","","","","","","9","1","","","","",""
"aaa","Jan2003","10","2","8","1","","1","","","","6","1","","1","","","","5","1","","1","","",""
"aaa","Feb2003","9","2","5","4","","","","","","2","2","","","","","","2","2","","","","",""
"aaa","Mar2003","22","8","14","8","","","","","","5","2","","","","","","4","2","","","","",""
"aaa","Apr2003","29","9","25","4","","","","","","8","2","","","","","","6","2","","","","",""
"aaa","May2003","50","12","36","11","","1","","1","1","9","1","","1","","1","1","9","1","","1","","1","1"
"aaa","Jun2003","31","10","21","7","","","","3","","8","1","","","","1","","7","1","","","","1",""
"aaa","Jul2003","17","2","14","3","","","","","","7","2","","","","","","6","2","","","","",""
"aaa","Aug2003","9","1","8","1","","","","","","5","1","","","","","","3","1","","","","",""
"aaa","Sep2003","22","5","17","5","","","","","","5","1","","","","","","4","1","","","","",""
"aaa","Oct2003","58","10","48","10","","","","","","10","1","","","","","","7","1","","","","",""
"aaa","Nov2003","21","3","18","2","","","","1","","9","1","","","","1","","6","1","","","","1",""
"aaa","Dec2003","49","12","37","7","","","","5","","12","1","","","","2","","9","1","","","","2",""
"aaa","Jan2004","75","2","73","2","","","","","","14","1","","","","","","7","1","","","","",""
"aaa","Feb2004","65","3","62","3","","","","","","14","1","","","","","","9","1","","","","",""
"aaa","Mar2004","65","3","61","3","","1","","","","16","1","","1","","","","10","1","","1","","",""
"aaa","Apr2004","70","15","56","14","","","","","","14","1","","","","","","9","1","","","","",""
"aaa","May2004","133","19","115","18","","","","","","23","1","","","","","","14","1","","","","",""
"aaa","Jun2004","52","6","46","6","","","","","","10","1","","","","","","6","1","","","","",""
"aaa","Jul2004","58","7","51","4","","","","3","","16","1","","","","1","","8","1","","","","1",""
"acap","Mar1994","4","","","","","","","","4","","","","","","","1","","","","","","","1"
"acap","Apr1994","4","","","","","4","","","","","","","1","","","","","","","1","","",""
"acap","Mar1995","22","","","","","22","","","","","","","2","","","","","","","2","","",""
"acap","Apr1995","120","","","","","120","","","","","","","3","","","","","","","3","","",""
"acap","May1995","195","15","30","","","165","","","","2","","","5","","","","2","","","3","","",""
"acap","Jun1995","240","60","45","","","195","","","","2","","","4","","","","2","","","4","","",""
"acap","Jul1995","56","","14","","","42","","","","1","","","2","","","","1","","","1","","",""
"acap","Aug1995","68","","","","","68","","","","","","","6","","","","","","","6","","",""
"acap","Oct1995","5","","","","","5","","","","","","","1","","","","","","","1","","",""
"acap","Nov1995","7","","1","","","6","","","","1","","","2","","","","1","","","2","","",""
"acap","Feb1996","4","","","","","4","","","","","","","2","","","","","","","2","","",""
"acap","Mar1996","23","9","9","","","5","","9","","1","","","1","","1","","1","","","1","","1",""
"acap","Apr1996","63","38","","","","25","","38","","","","","2","","1","","","","","1","","1",""
"acap","May1996","159","60","6","22","","108","","23","","2","2","","4","","2","","2","2","","4","","2",""
"acap","Jun1996","10","2","3","","","6","","1","","2","","","3","","1","","2","","","2","","1",""
"acap","Aug1996","6","","2","","","4","","","","1","","","1","","","","1","","","1","","",""
"acap","Sep1996","40","6","11","6","","19","2","2","","4","1","","4","1","1","","4","1","","4","1","1",""
"acap","Oct1996","58","18","6","2","6","30","2","10","2","3","1","1","8","1","1","1","3","1","1","7","1","1","1"
"acap","Nov1996","22","8","6","","","4","2","4","6","2","","","1","1","2","1","2","","","1","1","2","1"
"acap","Dec1996","5","","","","","3","2","","","","","","2","1","","","","","","2","1","",""
"acap","Jan1997","12","4","6","2","","2","","2","","2","1","","1","","1","","2","1","","1","","1",""
"acap","Jun1997","47","6","9","2","14","11","6","1","4","5","1","3","7","3","1","2","5","1","3","6","3","1","1"
"acap","Sep1997","117","41","14","5","18","58","2","14","6","4","2","2","11","1","2","2","4","2","2","10","1","2","1"
"acap","Oct1997","30","","","","","30","","","","","","","2","","","","","","","2","","",""
"acap","Dec1997","63","","2","","15","46","","","","1","","1","3","","","","1","","1","3","","",""
"acap","Jan1998","48","4","18","4","","17","3","1","5","6","4","","7","1","1","1","6","4","","4","1","1","1"
"acap","Feb1998","12","4","4","3","","1","","2","2","3","2","","1","","1","1","3","2","","1","","1","1"
"acap","Mar1998","98","24","23","4","16","27","12","6","10","9","2","2","12","1","3","3","9","2","2","9","1","3","1"
"acap","May1998","41","3","13","5","1","17","","3","2","6","3","1","6","","2","1","6","3","1","5","","2","1"
"acap","Jun1998","70","6","7","8","6","38","3","1","7","4","6","1","12","2","1","1","4","5","1","11","2","1","1"
"acap","Aug1998","5","2","1","","","3","","","1","1","","","2","","","1","1","","","2","","","1"
"acap","Sep1998","26","4","8","","3","12","","2","1","8","","2","2","","1","1","8","","2","2","","1","1"
"acap","Oct1998","7","3","1","","1","2","","3","","1","","1","1","","3","","1","","1","1","","3",""
"acap","Nov1998","5","","2","","","2","","","1","2","","","2","","","1","2","","","2","","","1"
"acap","Dec1998","33","","9","4","","17","3","","","2","1","","5","1","","","2","1","","5","1","",""
"acap","Jan1999","88","25","16","27","18","25","","2","","3","4","5","5","","1","","3","4","5","5","","1",""
"acap","Feb1999","20","6","4","2","","10","","","4","2","1","","5","","","1","2","1","","5","","","1"
"acap","Mar1999","2","2","","2","","","","","","","1","","","","","","","1","","","","",""
"acap","Jul1999","62","12","26","1","3","18","2","10","2","9","1","2","8","1","4","1","9","1","2","8","1","4","1"
"acap","Aug1999","175","59","43","15","9","85","6","17","","7","3","3","13","1","4","","7","3","3","12","1","4",""
"acap","Oct1999","6","6","6","","","","","","","1","","","","","","","1","","","","","",""
"acap","Jan2000","78","3","44","1","18","12","","3","","9","1","2","1","","1","","9","1","2","1","","1",""
"acap","Feb2000","210","46","93","14","24","60","","19","","23","5","2","11","","7","","23","5","2","10","","7",""
"acap","Mar2000","6","2","","","","4","","2","","","","","2","","1","","","","","2","","1",""
"acap","May2000","7","","1","","3","3","","","","1","","1","1","","","","1","","1","1","","",""
"acap","Jul2000","9","","3","","3","3","","","","1","","1","1","","","","1","","1","1","","",""
"acap","Aug2000","42","3","18","","8","14","2","","","6","","2","3","1","","","6","","2","3","1","",""
"acap","Dec2000","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"acap","Mar2001","13","1","","","","12","","1","","","","","1","","1","","","","","1","","1",""
"acap","May2001","74","10","19","25","6","14","","10","","3","3","2","2","","2","","3","3","2","2","","2",""
"acap","Jun2001","20","4","17","","","","","3","","3","","","","","1","","3","","","","","1",""
"acap","Sep2001","469","149","185","20","2","136","","124","2","18","1","1","11","","8","2","18","1","1","10","","8","1"
"acap","Oct2001","32","16","9","","","6","1","16","","2","","","4","1","6","","2","","","4","1","6",""
"acap","Nov2001","30","","30","","","","","","","1","","","","","","","1","","","","","",""
"acap","Dec2001","6","3","","","3","","","3","","","","1","","","1","","","","1","","","1",""
"acap","Jan2002","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"acap","Mar2002","34","18","6","2","3","7","","16","","5","2","2","5","","8","","5","2","2","5","","8",""
"acap","Apr2002","30","15","","","","30","","","","","","","2","","","","","","","2","","",""
"acap","Jun2002","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"acap","Jul2002","3","","3","","","","","","","1","","","","","","","1","","","","","",""
"acap","Aug2002","9","3","3","","","3","","3","","1","","","1","","1","","1","","","1","","1",""
"acap","Nov2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"acap","Dec2002","26","13","","","13","","","13","","","","1","","","1","","","","1","","","1",""
"acap","Jan2003","2","2","","","","","","2","","","","","","","1","","","","","","","1",""
"acap","Feb2003","4","1","1","2","","1","","","","1","2","","1","","","","1","2","","1","","",""
"acap","May2003","8","3","4","4","","","","","","3","1","","","","","","3","1","","","","",""
"acap","Dec2003","2","","","","","2","","","","","","","1","","","","","","","1","","",""
"acap","Feb2004","60","45","15","","15","","","30","","1","","1","","","1","","1","","1","","","1",""
"acap","Mar2004","105","60","","15","30","","","60","","","1","2","","","1","","","1","2","","","1",""
"acap","Apr2004","4","1","3","","","","","1","","3","","","","","1","","3","","","","","1",""
"acap","May2004","42","24","15","","","3","3","21","","2","","","1","1","4","","2","","","1","1","4",""
"acap","Jul2004","259","14","201","9","15","25","","9","","8","2","3","2","","2","","8","2","3","2","","2",""
"acap","Aug2004","1296","539","540","184","84","171","15","302","","11","5","5","8","1","14","","11","5","5","8","1","14",""
"acct","Dec1991","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"acct","Jan1992","63","2","49","6","","7","","1","","12","2","","3","","1","","8","2","","3","","1",""
"acct","Feb1992","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"acct","Mar1993","19","","14","","","5","","","","6","","","3","","","","6","","","2","","",""
"acct","Oct1993","1","1","","","","1","","","","","","","1","","","","","","","1","","",""
"acct","Nov1993","1","1","","","","1","","","","","","","1","","","","","","","1","","",""
"acct","Dec1993","4","","2","","","2","","","","2","","","2","","","","1","","","2","","",""
"acct","Feb1994","10","4","2","","","8","","","","2","","","5","","","","2","","","5","","",""
"acct","Mar1994","4","3","","","","4","","","","","","","2","","","","","","","2","","",""
"acct","Apr1994","16","2","7","2","","5","","2","","5","1","","3","","1","","5","1","","2","","1",""
"acct","May1994","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"acct","Jun1994","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"acct","Jul1994","2","","","","","2","","","","","","","2","","","","","","","2","","",""
"acct","Oct1994","2","","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"addrconf","Aug1994","65","3","30","9","","19","7","","","8","3","","4","3","","","8","3","","4","3","",""
"addrconf","Sep1994","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"addrconf","Oct1994","16","2","10","","","5","1","","","4","","","2","1","","","4","","","2","1","",""
"addrconf","Nov1994","46","10","27","3","","11","5","","","9","1","","4","2","","","8","1","","4","2","",""
"addrconf","Dec1994","6","","5","","","1","","","","5","","","1","","","","4","","","1","","",""
"addrconf","Jan1995","92","7","59","2","","30","1","","","18","2","","6","1","","","14","2","","6","1","",""
"addrconf","Feb1995","3","1","2","","","1","","","","2","","","1","","","","2","","","1","","",""
"addrconf","Mar1995","18","1","15","","","3","","","","8","","","3","","","","8","","","3","","",""
"addrconf","May1995","6","","5","","","1","","","","4","","","1","","","","3","","","1","","",""
"addrconf","Jun1995","18","2","14","","","4","","","","5","","","2","","","","5","","","2","","",""
"addrconf","Sep1995","15","1","12","","","3","","","","5","","","3","","","","4","","","3","","",""
"addrconf","Oct1995","49","2","41","","","2","5","1","","10","","","2","2","1","","7","","","2","2","1",""
"addrconf","Nov1995","6","","5","","","","1","","","2","","","","1","","","2","","","","1","",""
"addrconf","Dec1995","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"addrconf","Mar1997","8","","6","","","","2","","","4","","","","1","","","4","","","","1","",""
"addrconf","Apr1997","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"addrconf","Sep2000","4","1","2","","","1","1","","","2","","","1","1","","","2","","","1","1","",""
"adslmib","Mar2002","1","","","1","","","","","","","1","","","","","","","1","","","","",""
