wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"uri","May1997","78","31","30","2","2","35","6","2","1","8","2","1","6","2","2","1","8","2","1","6","2","2","1"
"uri","Jun1997","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"uri","Jul1997","15","3","6","1","","5","","2","1","3","1","","2","","1","1","2","1","","2","","1","1"
"uri","Aug1997","15","7","5","4","1","2","2","1","","4","2","1","2","2","1","","4","2","1","2","2","1",""
"uri","Sep1997","19","5","9","3","","7","","","","5","1","","2","","","","5","1","","2","","",""
"uri","Oct1997","60","5","24","7","10","18","","1","","9","1","2","6","","1","","8","1","1","6","","1",""
"uri","Nov1997","20","3","13","1","1","4","1","","","8","1","1","2","1","","","8","1","1","2","1","",""
"uri","Dec1997","4","","2","1","1","","","","","2","1","1","","","","","2","1","1","","","",""
"uri","Jan1998","66","2","23","10","5","22","5","1","","9","2","1","3","1","1","","8","2","1","3","1","1",""
"uri","Feb1998","20","","10","5","","2","3","","","9","4","","2","1","","","9","4","","2","1","",""
"uri","Mar1998","27","5","16","4","1","2","4","","","12","2","1","1","1","","","12","2","1","1","1","",""
"uri","Apr1998","4","","4","","","","","","","4","","","","","","","4","","","","","",""
"uri","May1998","3","","1","2","","","","","","1","2","","","","","","1","2","","","","",""
"uri","Jun1998","28","1","14","10","1","3","","","","5","3","1","3","","","","5","3","1","3","","",""
"uri","Jul1998","13","","4","6","","3","","","","3","2","","1","","","","3","2","","1","","",""
"uri","Aug1998","6","1","4","1","","","","1","","4","1","","","","1","","4","1","","","","1",""
"uri","Sep1998","36","2","10","","11","7","7","1","","4","","3","3","2","1","","4","","2","3","2","1",""
"uri","Oct1998","11","1","10","","","","","1","","4","","","","","1","","4","","","","","1",""
"uri","Nov1998","9","","7","1","1","","","","","5","1","1","","","","","5","1","1","","","",""
"uri","Dec1998","7","1","5","2","","","","","","4","2","","","","","","4","2","","","","",""
"uri","Jan1999","4","","4","","","","","","","4","","","","","","","3","","","","","",""
"uri","Feb1999","2","","1","1","","","","","","1","1","","","","","","1","1","","","","",""
"uri","Mar1999","3","1","1","","","1","","1","","1","","","1","","1","","1","","","1","","1",""
"uri","Aug2004","17","12","1","","","16","","","","1","","","2","","","","1","","","2","","",""
"urlreg","Jan1997","38","8","4","3","3","20","8","","","3","2","2","5","2","","","3","2","2","5","2","",""
"urlreg","Feb1997","88","57","21","2","1","50","12","2","","9","2","1","6","5","1","","8","2","1","6","4","1",""
"urlreg","Mar1997","22","11","2","2","4","12","1","1","","1","2","1","4","1","1","","1","2","1","4","1","1",""
"urlreg","Apr1997","25","7","16","","","8","1","","","5","","","3","1","","","4","","","3","1","",""
"urlreg","May1997","10","2","8","","","2","","","","5","","","1","","","","5","","","1","","",""
"urlreg","Jun1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","Jul1997","4","1","3","","","1","","","","3","","","1","","","","2","","","1","","",""
"urlreg","Aug1997","18","9","7","","","8","","3","","5","","","3","","1","","4","","","3","","1",""
"urlreg","Sep1997","7","3","5","","","1","","1","","3","","","1","","1","","3","","","1","","1",""
"urlreg","Oct1997","3","3","2","","","1","","","","2","","","1","","","","2","","","1","","",""
"urlreg","Nov1997","10","","9","","1","","","","","4","","1","","","","","3","","1","","","",""
"urlreg","Dec1997","11","","8","2","1","","","","","4","1","1","","","","","4","1","1","","","",""
"urlreg","Jan1998","12","","9","2","","1","","","","5","1","","1","","","","5","1","","1","","",""
"urlreg","Feb1998","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"urlreg","Mar1998","5","","3","2","","","","","","3","1","","","","","","3","1","","","","",""
"urlreg","Apr1998","2","","","2","","","","","","","1","","","","","","","1","","","","",""
"urlreg","May1998","8","","7","1","","","","","","5","1","","","","","","4","1","","","","",""
"urlreg","Jun1998","10","1","5","3","1","","","1","","5","3","1","","","1","","3","2","1","","","1",""
"urlreg","Jul1998","4","","1","2","1","","","","","1","1","1","","","","","1","1","1","","","",""
"urlreg","Aug1998","10","","5","3","1","1","","","","3","1","1","1","","","","2","1","1","1","","",""
"urlreg","Sep1998","2","","","1","1","","","","","","1","1","","","","","","1","1","","","",""
"urlreg","Oct1998","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","Nov1998","16","","14","","1","1","","","","4","","1","1","","","","3","","1","1","","",""
"urlreg","Dec1998","17","","13","","2","2","","","","6","","1","1","","","","6","","1","1","","",""
"urlreg","Jan1999","3","","2","","1","","","","","2","","1","","","","","2","","1","","","",""
"urlreg","Feb1999","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"urlreg","Mar1999","21","3","17","1","","3","","","","6","1","","2","","","","5","1","","2","","",""
"urlreg","Apr1999","6","","3","1","2","","","","","2","1","1","","","","","2","1","1","","","",""
"urlreg","May1999","5","","3","","2","","","","","2","","2","","","","","2","","1","","","",""
"urlreg","Jun1999","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","Jul1999","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","Aug1999","23","","20","3","","","","","","7","2","","","","","","7","2","","","","",""
"urlreg","Sep1999","25","9","11","","1","13","","","","5","","1","2","","","","5","","1","2","","",""
"urlreg","Oct1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","May2000","3","","2","1","","","","","","1","1","","","","","","1","1","","","","",""
"urlreg","Jun2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","Aug2000","5","","5","","","","","","","3","","","","","","","3","","","","","",""
"urlreg","Oct2000","9","5","4","","","1","","4","","2","","","1","","2","","2","","","1","","2",""
"urlreg","Nov2000","5","2","3","","","","","2","","1","","","","","2","","1","","","","","2",""
"urlreg","Dec2000","18","","18","","","","","","","7","","","","","","","5","","","","","",""
"urlreg","Jan2001","4","1","2","1","","","","1","","1","1","","","","1","","1","1","","","","1",""
"urlreg","Feb2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urlreg","May2001","5","","4","","1","","","","","3","","1","","","","","3","","1","","","",""
"urlreg","Aug2001","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"urlreg","Jan2002","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"urlreg","Apr2002","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"urlreg","Aug2002","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"urlreg","Dec2002","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"urn","Jul1996","14","3","5","1","","2","4","2","","4","1","","2","1","1","","4","1","","2","1","1",""
"urn","Aug1996","43","4","9","","1","16","17","","","4","","1","6","1","","","4","","1","4","1","",""
"urn","Sep1996","10","3","5","","","2","2","1","","4","","","2","1","1","","4","","","2","1","1",""
"urn","Oct1996","158","24","61","37","","33","27","","","14","5","","8","1","","","11","4","","6","1","",""
"urn","Nov1996","213","74","63","28","4","96","15","7","","14","5","2","12","1","1","","12","4","1","10","1","1",""
"urn","Dec1996","79","22","27","17","2","17","10","6","","12","2","2","6","5","2","","11","2","2","6","4","1",""
"urn","Jan1997","98","14","35","7","2","33","20","1","","18","1","1","10","5","1","","17","1","1","9","4","1",""
"urn","Feb1997","68","23","12","8","1","26","21","","","8","2","1","8","6","","","8","1","1","7","5","",""
"urn","Mar1997","112","9","40","12","17","27","16","","","15","4","3","6","3","","","13","4","3","4","3","",""
"urn","Apr1997","46","6","22","7","3","6","5","3","","15","4","2","2","2","1","","12","4","2","2","2","1",""
"urn","May1997","84","7","52","3","","19","8","2","","20","3","","6","1","2","","14","3","","5","1","2",""
"urn","Jun1997","46","1","36","2","1","2","4","1","","15","2","1","1","1","1","","13","2","1","1","1","1",""
"urn","Jul1997","18","2","11","2","","4","1","","","5","2","","2","1","","","5","2","","2","1","",""
"urn","Aug1997","10","","8","1","","","1","","","7","1","","","1","","","7","1","","","1","",""
"urn","Sep1997","23","","21","","","2","","","","10","","","2","","","","8","","","2","","",""
"urn","Oct1997","33","2","16","1","5","9","1","1","","6","1","1","3","1","1","","6","1","1","3","1","1",""
"urn","Nov1997","30","2","11","5","1","9","4","","","4","1","1","4","2","","","4","1","1","3","2","",""
"urn","Dec1997","55","3","18","7","","20","10","","","4","3","","5","3","","","4","3","","3","3","",""
"urn","Jan1998","57","1","18","8","2","24","5","","","7","2","1","3","1","","","6","2","1","3","1","",""
"urn","Feb1998","9","","3","2","","1","3","","","2","2","","1","1","","","2","2","","1","1","",""
"urn","Mar1998","25","1","13","5","","5","2","","","4","3","","2","1","","","4","3","","2","1","",""
"urn","Apr1998","6","","3","","","3","","","","2","","","1","","","","2","","","1","","",""
"urn","May1998","26","2","13","4","","8","1","","","5","1","","4","1","","","5","1","","3","1","",""
"urn","Jun1998","70","4","29","4","","33","2","2","","11","2","","4","2","1","","10","2","","2","2","1",""
"urn","Jul1998","12","1","9","","","3","","","","5","","","2","","","","5","","","2","","",""
"urn","Aug1998","11","","5","1","4","1","","","","2","1","1","1","","","","2","1","1","1","","",""
"urn","Sep1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urn","Oct1998","42","4","29","5","4","","","4","","8","2","1","","","1","","8","2","1","","","1",""
"urn","Nov1998","6","1","5","1","","","","","","4","1","","","","","","4","1","","","","",""
"urn","Dec1998","17","7","10","2","1","1","3","","","4","1","1","1","2","","","4","1","1","1","2","",""
"urn","Jan1999","3","","2","1","","","","","","2","1","","","","","","2","1","","","","",""
"urn","Feb1999","14","6","12","1","","1","","","","4","1","","1","","","","4","1","","1","","",""
"urn","Mar1999","11","4","10","1","","","","","","4","1","","","","","","4","1","","","","",""
"urn","Apr1999","20","3","12","","","8","","","","5","","","3","","","","5","","","3","","",""
"urn","May1999","5","","4","","1","","","","","3","","1","","","","","3","","1","","","",""
"urn","Jun1999","24","2","9","7","3","5","","","","5","3","2","2","","","","5","3","2","2","","",""
"urn","Jul1999","13","1","7","","6","","","","","4","","2","","","","","4","","2","","","",""
"urn","Aug1999","6","3","4","","","","","2","","3","","","","","2","","3","","","","","2",""
"urn","Sep1999","22","9","8","1","","13","","","","4","1","","2","","","","4","1","","2","","",""
"urn","Oct1999","6","1","6","","","","","","","6","","","","","","","5","","","","","",""
"urn","Nov1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urn","Dec1999","3","1","1","1","","","","1","","1","1","","","","1","","1","1","","","","1",""
"urn","Jan2000","6","1","4","","1","","","1","","4","","1","","","1","","4","","1","","","1",""
"urn","Feb2000","3","1","1","","","1","","1","","1","","","1","","1","","1","","","1","","1",""
"urn","Mar2000","14","1","9","2","2","","","1","","5","1","1","","","1","","5","1","1","","","1",""
"urn","Apr2000","6","","5","1","","","","","","4","1","","","","","","4","1","","","","",""
"urn","May2000","55","","34","5","2","14","","","","8","2","2","2","","","","7","2","2","2","","",""
"urn","Jun2000","37","7","22","3","1","8","","3","","7","2","1","3","","2","","7","2","1","3","","2",""
"urn","Jul2000","53","2","39","4","1","9","","","","6","1","1","2","","","","6","1","1","2","","",""
"urn","Aug2000","17","6","10","1","","","","6","","5","1","","","","2","","5","1","","","","2",""
"urn","Sep2000","59","6","34","4","5","14","","2","","6","2","3","2","","1","","6","2","3","2","","1",""
"urn","Oct2000","7","","1","3","1","2","","","","1","2","1","1","","","","1","2","1","1","","",""
"urn","Nov2000","20","2","14","2","1","3","","","","6","1","1","3","","","","6","1","1","3","","",""
"urn","Dec2000","14","3","10","1","","","","3","","6","1","","","","2","","6","1","","","","2",""
"urn","Jan2001","27","6","21","","","2","1","3","","7","","","1","1","1","","7","","","1","1","1",""
"urn","Feb2001","93","1","52","","20","20","","1","","6","","3","2","","1","","6","","3","2","","1",""
"urn","Mar2001","24","3","11","","8","4","1","","","3","","1","2","1","","","3","","1","2","1","",""
"urn","Apr2001","6","","5","","1","","","","","4","","1","","","","","4","","1","","","",""
"urn","May2001","15","1","14","","","1","","","","7","","","1","","","","7","","","1","","",""
"urn","Jun2001","17","4","9","3","2","1","","2","","6","1","1","1","","2","","6","1","1","1","","2",""
"urn","Jul2001","16","2","11","3","1","1","","","","8","2","1","1","","","","8","2","1","1","","",""
"urn","Aug2001","18","2","6","2","4","3","1","2","","5","2","1","1","1","1","","5","1","1","1","1","1",""
"urn","Sep2001","17","2","10","2","5","","","","","5","2","3","","","","","5","2","3","","","",""
"urn","Oct2001","2","","1","1","","","","","","1","1","","","","","","1","1","","","","",""
"urn","Nov2001","4","","3","1","","","","","","3","1","","","","","","3","1","","","","",""
"urn","Dec2001","4","2","4","","","","","","","4","","","","","","","4","","","","","",""
"urn","Jan2002","69","3","57","4","5","2","","1","","9","2","2","1","","1","","9","2","2","1","","1",""
"urn","Feb2002","9","","2","4","","3","","","","2","2","","2","","","","2","2","","2","","",""
"urn","Mar2002","12","2","7","3","","","","2","","3","1","","","","1","","3","1","","","","1",""
"urn","Apr2002","5","","3","","2","","","","","3","","2","","","","","3","","2","","","",""
"urn","May2002","6","","1","","1","4","","","","1","","1","3","","","","1","","1","3","","",""
"urn","Jun2002","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"urn","Jul2002","6","2","1","2","","2","","1","","1","2","","2","","1","","1","2","","2","","1",""
"urn","Aug2002","8","2","3","","2","1","","2","","2","","2","1","","1","","2","","2","1","","1",""
"urn","Sep2002","18","","2","6","4","6","","","","2","2","3","2","","","","2","2","3","2","","",""
"urn","Oct2002","11","","1","2","6","2","","","","1","2","1","1","","","","1","2","1","1","","",""
"urn","Nov2002","2","","","1","1","","","","","","1","1","","","","","","1","1","","","",""
"urn","Dec2002","2","","","2","","","","","","","2","","","","","","","2","","","","",""
"urn","Jan2003","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"urn","Apr2003","3","1","1","2","","","","","","1","2","","","","","","1","2","","","","",""
"urn","Feb2004","5","4","2","","","","","3","","2","","","","","3","","2","","","","","3",""
"urn","Mar2004","1","1","","","","","","1","","","","","","","1","","","","","","","1",""
"urn","Apr2004","15","11","5","","1","2","","7","","5","","1","2","","7","","4","","1","2","","6",""
"urn","May2004","15","8","10","1","","","","4","","10","1","","","","4","","8","1","","","","4",""
"urn","Jun2004","23","5","13","6","","","","4","","13","6","","","","4","","12","6","","","","4",""
"urn","Jul2004","28","5","18","6","","","","4","","18","6","","","","4","","10","6","","","","4",""
"usefor","Apr1997","128","44","41","52","","8","","27","","11","6","","4","","6","","9","5","","4","","6",""
"usefor","May1997","179","94","64","37","16","19","","43","","14","5","1","4","","10","","9","3","1","4","","9",""
"usefor","Jun1997","133","82","34","20","8","20","1","50","","12","6","1","4","1","11","","8","5","1","4","1","10",""
"usefor","Jul1997","244","82","95","31","7","64","","47","","19","6","3","10","","13","","18","6","3","9","","13",""
"usefor","Aug1997","824","326","244","115","46","221","","198","","24","6","5","15","","17","","24","5","4","14","","16",""
"usefor","Sep1997","266","112","47","85","3","75","","56","","17","3","3","8","","8","","14","3","3","8","","8",""
"usefor","Oct1997","322","134","58","66","5","141","","52","","15","2","2","8","","5","","14","2","2","8","","5",""
"usefor","Nov1997","126","93","24","11","13","35","","43","","11","2","1","6","","4","","10","2","1","6","","4",""
"usefor","Dec1997","135","64","37","15","2","45","3","33","","11","4","1","5","2","7","","8","4","1","5","2","7",""
"usefor","Jan1998","221","91","71","41","3","57","1","48","","15","4","2","6","1","8","","14","2","1","6","1","7",""
"usefor","Feb1998","339","175","77","58","2","94","","108","","12","3","1","5","","6","","11","3","1","5","","5",""
"usefor","Mar1998","62","30","16","8","1","23","","14","","9","4","1","4","","3","","9","3","1","4","","3",""
"usefor","Apr1998","261","116","63","66","1","88","","43","","14","6","1","14","","6","","13","5","1","13","","6",""
"usefor","May1998","249","106","77","41","11","84","1","35","","16","8","4","8","1","6","","14","7","3","8","1","5",""
"usefor","Jun1998","250","59","98","33","7","86","","26","","11","4","3","6","","6","","11","4","3","6","","6",""
"usefor","Jul1998","1036","257","556","52","72","292","17","47","","17","7","4","8","1","5","","16","6","4","7","1","4",""
"usefor","Aug1998","569","173","270","59","46","150","","44","","16","4","2","8","","6","","14","4","2","8","","5",""
"usefor","Sep1998","403","74","120","52","72","146","","13","","14","6","3","5","","4","","13","6","3","5","","4",""
"usefor","Oct1998","221","92","73","28","30","67","1","22","","9","6","4","5","1","5","","6","5","4","5","1","5",""
"usefor","Nov1998","138","65","45","15","20","49","","9","","9","3","5","4","","3","","7","3","5","4","","3",""
"usefor","Dec1998","84","53","30","4","6","35","","9","","7","3","4","5","","5","","5","2","4","5","","4",""
"usefor","Jan1999","254","103","88","31","47","70","1","17","","14","6","3","7","1","6","","11","6","3","7","1","4",""
"usefor","Feb1999","181","87","110","9","15","42","","5","","14","4","4","3","","2","","12","3","4","3","","2",""
"usefor","Mar1999","727","215","338","66","124","168","2","29","","21","6","5","7","2","6","","14","6","5","7","2","6",""
"usefor","Apr1999","148","54","44","15","23","64","","2","","14","4","2","4","","2","","12","3","2","4","","2",""
"usefor","May1999","258","118","115","41","4","86","","12","","13","4","2","2","","5","","12","4","2","2","","4",""
"usefor","Jun1999","533","220","260","28","18","211","","16","","14","5","4","4","","5","","12","4","4","4","","4",""
"usefor","Jul1999","217","93","76","36","8","79","","18","","10","3","4","3","","5","","8","3","4","3","","4",""
"usefor","Aug1999","47","26","13","7","1","14","1","11","","4","3","1","2","1","3","","4","3","1","2","1","3",""
"usefor","Sep1999","248","138","40","28","7","115","","58","","8","4","2","3","","6","","7","4","2","3","","4",""
"usefor","Oct1999","103","62","17","9","8","43","","26","","11","4","2","4","","8","","10","4","2","4","","6",""
"usefor","Nov1999","159","76","34","16","25","73","","11","","8","5","2","3","","2","","7","4","2","3","","2",""
"usefor","Dec1999","95","50","17","7","13","40","","18","","9","3","3","3","","5","","9","3","3","3","","4",""
"usefor","Jan2000","99","48","18","9","13","43","","16","","5","3","4","2","","5","","4","3","4","2","","4",""
"usefor","Feb2000","269","102","71","19","62","81","","36","","14","3","6","3","","6","","11","3","6","3","","5",""
"usefor","Mar2000","265","95","106","18","43","67","","31","","10","6","5","2","","8","","9","5","5","2","","8",""
"usefor","Apr2000","42","21","7","10","4","12","","9","","4","3","2","2","","2","","3","3","2","2","","2",""
"usefor","May2000","133","63","54","23","11","35","","10","","9","3","3","2","","6","","8","2","3","2","","5",""
"usefor","Jun2000","57","26","18","8","3","24","","4","","8","2","2","3","","1","","7","2","2","3","","1",""
"usefor","Jul2000","55","29","20","2","5","21","","7","","5","2","3","3","","4","","5","2","3","3","","2",""
"usefor","Aug2000","32","13","6","6","4","12","","4","","5","2","2","2","","2","","4","2","2","2","","1",""
"usefor","Sep2000","102","53","20","8","6","49","","19","","8","3","3","3","","6","","7","3","3","3","","5",""
"usefor","Oct2000","130","78","14","13","16","39","","48","","4","4","2","3","","5","","4","4","2","3","","4",""
"usefor","Nov2000","81","53","9","8","11","24","","29","","5","4","4","2","","5","","4","4","4","2","","5",""
"usefor","Dec2000","61","23","10","5","8","25","","13","","2","2","2","2","","3","","2","2","2","2","","2",""
"usefor","Jan2001","216","64","77","25","27","73","","14","","10","5","3","2","","3","","8","5","3","2","","2",""
"usefor","Feb2001","130","58","26","15","12","57","","20","","9","4","3","3","","3","","8","4","3","3","","3",""
"usefor","Mar2001","97","41","15","17","22","30","","13","","6","5","3","3","","3","","6","5","3","3","","3",""
"usefor","Apr2001","383","177","53","30","56","152","","92","","7","4","5","4","","7","","6","4","4","4","","6",""
"usefor","May2001","952","358","321","144","49","293","","145","","16","5","5","4","","7","","13","5","5","3","","6",""
"usefor","Jun2001","635","214","184","119","39","212","","81","","14","7","3","4","","8","","13","6","3","3","","6",""
"usefor","Jul2001","182","82","50","21","13","76","","22","","9","6","4","3","","4","","8","6","4","3","","4",""
"usefor","Aug2001","66","33","17","7","","35","","7","","5","4","","2","","6","","4","4","","2","","6",""
"usefor","Sep2001","65","38","21","5","2","18","","19","","6","3","2","2","","7","","4","3","2","2","","6",""
"usefor","Oct2001","169","73","73","14","7","61","","14","","6","3","3","3","","5","","5","3","3","2","","4",""
"usefor","Nov2001","172","78","41","27","25","64","","15","","6","5","3","2","","9","","6","3","3","2","","8",""
"usefor","Dec2001","224","110","84","24","17","65","","34","","9","4","3","2","","6","","9","3","3","2","","5",""
"usefor","Jan2002","134","57","42","15","21","40","","16","","9","4","3","2","","6","","8","4","3","2","","5",""
"usefor","Feb2002","85","37","16","11","13","37","","8","","4","4","1","3","","3","","4","4","1","2","","2",""
"usefor","Mar2002","211","88","75","31","6","81","","18","","16","4","4","5","","9","","13","4","4","4","","8",""
"usefor","Apr2002","51","30","12","5","4","26","","4","","7","2","1","2","","3","","6","2","1","2","","3",""
"usefor","May2002","84","46","15","21","2","42","","4","","6","4","1","2","","2","","6","3","1","2","","2",""
"usefor","Jun2002","593","229","158","120","43","228","","43","1","16","7","7","2","","11","1","12","7","7","2","","10","1"
"usefor","Jul2002","130","47","32","27","14","45","","11","1","11","5","4","3","","7","1","9","5","4","3","","6","1"
"usefor","Aug2002","419","166","92","85","50","112","","79","1","15","9","8","3","","9","1","13","8","8","3","","8","1"
"usefor","Sep2002","830","313","277","164","36","219","","134","","17","10","5","5","","9","","15","10","5","5","","8",""
"usefor","Oct2002","376","197","45","105","14","129","","83","","11","7","3","4","","4","","9","7","3","4","","3",""
"usefor","Nov2002","34","23","3","6","3","16","","6","","3","2","1","2","","4","","3","2","1","2","","3",""
"usefor","Dec2002","60","24","13","13","8","24","","2","","6","2","1","2","","2","","6","2","1","2","","2",""
"usefor","Jan2003","215","66","86","21","8","84","","16","","13","3","2","6","","6","","13","3","2","6","","4",""
"usefor","Feb2003","857","242","377","104","61","281","","34","","20","7","11","7","","5","","19","6","10","7","","4",""
"usefor","Mar2003","381","123","155","49","21","135","","21","","15","6","4","7","","5","","15","5","4","7","","5",""
"userdoc2","Jan1993","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"userdoc2","Mar1993","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"userdoc2","Jul1993","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"userdoc2","Mar1994","1","","","","","","1","","","","","","","1","","","","","","","1","",""
"userglos","Mar1992","2","","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"userglos","Apr1992","4","","3","","","1","","","","1","","","1","","","","1","","","1","","",""
"userglos","May1992","7","2","4","","","3","","","","2","","","3","","","","2","","","2","","",""
"userglos","Jul1992","8","1","5","","","3","","","","2","","","2","","","","2","","","2","","",""
"userglos","Aug1992","4","1","3","","","1","","","","2","","","1","","","","2","","","1","","",""
"userglos","Sep1992","8","1","6","","","2","","","","1","","","2","","","","1","","","2","","",""
"userglos","Oct1992","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"userglos","Nov1992","5","","3","","","1","1","","","2","","","1","1","","","2","","","1","1","",""
"userglos","Dec1992","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"userglos","Jan1993","5","2","","","","3","2","","","","","","2","2","","","","","","2","1","",""
"userglos","Jun1995","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"userglos","Jul1995","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"userglos","Sep1995","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"userglos","Dec1995","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"userglos","Feb1996","4","","2","1","","1","","","","1","1","","1","","","","1","1","","1","","",""
"userglos","Mar1996","4","","2","2","","","","","","1","2","","","","","","1","2","","","","",""
"userglos","May1996","3","","","2","","","1","","","","1","","","1","","","","1","","","1","",""
"userglos","Feb1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"userglos","Nov1997","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"uswg","Apr1991","4","","","2","","1","","","1","","2","","1","","","1","","1","","1","","","1"
"uswg","May1991","5","","","1","","3","1","","","","1","","3","1","","","","1","","2","1","",""
"uswg","Jun1991","5","","1","3","","1","","","","1","2","","1","","","","1","2","","1","","",""
"uswg","Jul1991","20","","","12","","8","","","","","4","","3","","","","","3","","3","","",""
"uswg","Aug1991","12","","","8","","2","2","","","","3","","1","2","","","","3","","1","2","",""
"uswg","Sep1991","8","","4","2","","1","1","","","4","2","","1","1","","","4","2","","1","1","",""
"uswg","Oct1991","7","","2","1","","4","","","","1","1","","2","","","","1","1","","2","","",""
"uswg","Nov1991","33","","9","8","","12","2","","2","3","1","","7","2","","1","2","1","","6","2","","1"
"uswg","Dec1991","2","","","1","","1","","","","","1","","1","","","","","1","","1","","",""
"uswg","Jan1992","2","","","","","2","","","","","","","2","","","","","","","1","","",""
"uswg","Feb1992","4","","2","","","2","","","","1","","","2","","","","1","","","1","","",""
"uswg","Mar1992","3","","1","","","2","","","","1","","","1","","","","1","","","1","","",""
"uswg","Apr1992","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"uswg","Jun1992","6","2","1","","","5","","","","1","","","3","","","","1","","","3","","",""
"uswg","Aug1992","4","2","","","","4","","","","","","","2","","","","","","","2","","",""
"uswg","Sep1992","8","1","2","1","","5","","","","2","1","","3","","","","2","1","","2","","",""
"uswg","Oct1992","3","2","","","","3","","","","","","","2","","","","","","","2","","",""
"uswg","Nov1992","11","5","1","","","10","","","","1","","","3","","","","1","","","2","","",""
"uswg","Dec1992","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"uswg","Jan1993","9","4","1","","","8","","","","1","","","4","","","","1","","","4","","",""
"uswg","Feb1993","6","2","","","","5","1","","","","","","3","1","","","","","","3","1","",""
"uswg","Mar1993","13","5","","1","","12","","","","","1","","3","","","","","1","","3","","",""
"uswg","Apr1993","14","3","1","2","","10","1","","","1","1","","6","1","","","1","1","","5","1","",""
"uswg","May1993","5","1","1","1","","3","","","","1","1","","3","","","","1","1","","3","","",""
"uswg","Jun1993","13","1","","","","12","1","","","","","","8","1","","","","","","7","1","",""
"uswg","Jul1993","11","2","1","1","","8","1","","","1","1","","4","1","","","1","1","","4","1","",""
"uswg","Aug1993","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"uswg","Sep1993","9","4","1","1","","6","","1","","1","1","","5","","1","","1","1","","5","","1",""
"uswg","Oct1993","17","6","1","2","","13","1","","","1","1","","8","1","","","1","1","","7","1","",""
"uswg","Nov1993","18","","8","3","","4","3","","","2","2","","3","2","","","2","2","","3","2","",""
"uswg","Dec1993","9","3","","1","","8","","","","","1","","5","","","","","1","","4","","",""
"uswg","Jan1994","3","","","","","3","","","","","","","2","","","","","","","2","","",""
"uswg","Feb1994","5","1","","","","5","","","","","","","4","","","","","","","4","","",""
"uswg","Mar1994","32","2","1","","","30","","1","","1","","","3","","1","","1","","","3","","1",""
"uswg","Apr1994","11","1","1","","","10","","","","1","","","7","","","","1","","","4","","",""
"uswg","May1994","7","3","","3","","3","","1","","","1","","2","","1","","","1","","2","","1",""
"uswg","Jun1994","8","","3","","","3","2","","","1","","","2","1","","","1","","","2","1","",""
"uswg","Jul1994","10","4","","1","","9","","","","","1","","5","","","","","1","","5","","",""
"uswg","Aug1994","7","1","1","","","6","","","","1","","","1","","","","1","","","1","","",""
"uswg","Sep1994","3","1","1","","","2","","","","1","","","2","","","","1","","","2","","",""
"uswg","Oct1994","1","","","","","","1","","","","","","","1","","","","","","","1","",""
"uswg","Nov1994","4","1","","","","4","","","","","","","2","","","","","","","2","","",""
"uswg","Dec1994","7","4","","2","","5","","","","","1","","2","","","","","1","","2","","",""
"uswg","Jan1995","1","1","","","","1","","","","","","","1","","","","","","","1","","",""
"uswg","Mar1995","2","","","","","1","1","","","","","","1","1","","","","","","1","1","",""
"uswg","Apr1995","2","","","","","2","","","","","","","1","","","","","","","1","","",""
"uswg","May1995","1","1","","","","1","","","","","","","1","","","","","","","1","","",""
