wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"issll","May1998","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"issll","Jun1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"issll","Aug1998","5","2","3","","","2","","","","2","","","1","","","","2","","","1","","",""
"issll","Oct1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"issll","Nov1998","4","1","2","","","1","","1","","1","","","1","","1","","1","","","1","","1",""
"issll","Dec1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"issll","Mar1999","3","","2","","","1","","","","1","","","1","","","","1","","","1","","",""
"issll","Apr1999","4","1","2","","","1","","1","","2","","","1","","1","","2","","","1","","1",""
"issll","May1999","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"issll","Aug1999","2","1","1","","","","","1","","1","","","","","1","","1","","","","","1",""
"issll","Sep1999","3","2","3","","","","","","","2","","","","","","","2","","","","","",""
"issll","Oct1999","3","1","3","","","","","","","2","","","","","","","2","","","","","",""
"issll","Nov1999","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"issll","Jan2000","10","4","7","","","2","","1","","3","","","1","","1","","3","","","1","","1",""
"issll","Feb2000","6","","6","","","","","","","5","","","","","","","4","","","","","",""
"issll","Mar2000","8","1","2","","","6","","","","2","","","1","","","","2","","","1","","",""
"issll","Apr2000","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"issll","May2000","4","","","","","4","","","","","","","1","","","","","","","1","","",""
"issll","Jun2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"issll","Jul2000","11","1","7","","","3","","1","","2","","","1","","1","","2","","","1","","1",""
"issll","Sep2000","6","","5","","","1","","","","2","","","1","","","","2","","","1","","",""
"issll","Nov2000","5","","","","","5","","","","","","","1","","","","","","","1","","",""
"issll","Dec2000","6","1","5","","","1","","","","4","","","1","","","","4","","","1","","",""
"issll","Jan2001","3","","1","","","2","","","","1","","","1","","","","1","","","1","","",""
"issll","Feb2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"issll","Mar2001","5","","1","","","4","","","","1","","","2","","","","1","","","2","","",""
"issll","Apr2001","14","","8","","","6","","","","3","","","4","","","","3","","","4","","",""
"issll","May2001","8","1","5","","","3","","","","4","","","2","","","","4","","","2","","",""
"issll","Jun2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"issll","Sep2001","3","","","","","3","","","","","","","2","","","","","","","2","","",""
"issll","Oct2001","3","","","","","3","","","","","","","2","","","","","","","2","","",""
"issll","Nov2001","2","","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"issll","Jan2002","1","1","1","","","","","","","1","","","","","","","1","","","","","",""
"issll","Mar2002","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"itrace","May2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"itrace","Jun2002","2","2","2","","","","","","","1","","","","","","","1","","","","","",""
"itrace","Oct2002","1","1","1","","","","","","","1","","","","","","","1","","","","","",""
"itrace","Nov2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"itrace","Dec2002","4","","4","","","","","","","2","","","","","","","1","","","","","",""
"itrace","Jan2003","53","18","53","","","","","","","5","","","","","","","4","","","","","",""
"itrace","Feb2003","15","1","15","","","","","","","4","","","","","","","3","","","","","",""
"itrace","Mar2003","4","","4","","","","","","","2","","","","","","","2","","","","","",""
"itrace","Apr2003","3","2","3","","","","","","","2","","","","","","","2","","","","","",""
"kink","Aug2000","14","","10","","","2","2","","","5","","","2","1","","","4","","","1","1","",""
"kink","Sep2000","2","","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"kink","Oct2000","11","","7","","2","1","1","","","4","","1","1","1","","","3","","1","1","1","",""
"kink","Nov2000","62","","48","","","12","2","","","6","","","1","1","","","4","","","1","1","",""
"kink","Dec2000","2","","2","","","","","","","2","","","","","","","1","","","","","",""
"kink","Jan2001","42","","25","","","16","1","","","4","","","1","1","","","2","","","1","1","",""
"kink","Feb2001","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"kink","Mar2001","7","","2","","","5","","","","2","","","1","","","","1","","","1","","",""
"kink","Apr2001","5","","5","","","","","","","3","","","","","","","1","","","","","",""
"kink","May2001","6","","3","","2","1","","","","1","","2","1","","","","1","","1","1","","",""
"kink","Jun2001","3","","3","","","","","","","2","","","","","","","1","","","","","",""
"kink","Jul2001","11","","6","","","5","","","","2","","","2","","","","1","","","1","","",""
"kink","Aug2001","23","5","20","","1","2","","","","4","","1","2","","","","3","","1","1","","",""
"kink","Sep2001","6","","6","","","","","","","3","","","","","","","1","","","","","",""
"kink","Nov2001","6","","3","","","3","","","","2","","","1","","","","1","","","1","","",""
"kink","Dec2001","2","","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"kink","Jan2002","7","","2","","1","4","","","","2","","1","1","","","","1","","1","1","","",""
"kink","Feb2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"kink","Apr2002","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"kink","Aug2002","2","","","","2","","","","","","","2","","","","","","","1","","","",""
"kink","Dec2002","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"kink","Feb2003","7","","1","","4","","2","","","1","","1","","1","","","1","","1","","1","",""
"kink","Apr2003","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"kink","Jul2003","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"kink","Sep2003","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"kink","Oct2003","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"kink","Jan2004","1","","","","1","","","","","","","1","","","","","","","1","","","",""
"kink","Jul2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"wg","Jul2000","14","","","","","4","10","","","","","","3","1","","","","","","2","1","",""
"wg","Aug2000","103","10","15","","","65","19","4","","4","","","11","3","2","","4","","","6","3","1",""
"wg","Sep2000","84","2","31","","","35","17","1","","5","","","6","4","1","","5","","","4","4","1",""
"wg","Oct2000","40","2","15","","","17","8","","","3","","","7","3","","","3","","","5","3","",""
"wg","Nov2000","55","1","19","","","27","9","","","4","","","6","1","","","3","","","4","1","",""
"wg","Dec2000","45","4","19","","","17","7","2","","4","","","4","2","1","","4","","","3","1","1",""
"wg","Jan2001","10","2","5","","","2","3","","","4","","","2","2","","","4","","","2","2","",""
"wg","Feb2001","119","15","68","","","32","19","","","8","","","8","3","","","6","","","4","3","",""
"wg","Mar2001","17","1","2","2","","7","6","","","2","1","","4","2","","","2","1","","2","2","",""
"wg","Apr2001","91","5","24","3","","31","33","","","8","1","","9","4","","","6","1","","6","4","",""
"wg","May2001","136","39","97","","","16","15","8","","7","","","6","3","1","","5","","","2","3","1",""
"wg","Jun2001","8","","1","","","2","5","","","1","","","1","2","","","1","","","1","2","",""
"wg","Jul2001","56","9","23","1","","19","13","","","6","1","","4","2","","","4","1","","2","2","",""
"wg","Aug2001","51","1","21","","","19","11","","","5","","","5","2","","","5","","","3","2","",""
"wg","Sep2001","30","3","19","","","8","3","","","7","","","4","2","","","6","","","4","2","",""
"wg","Oct2001","34","3","25","","","6","3","","","5","","","3","1","","","4","","","2","1","",""
"wg","Nov2001","128","12","54","","","52","17","5","","5","","","10","3","1","","4","","","5","3","1",""
"wg","Dec2001","184","4","87","","","77","20","","","7","","","9","4","","","6","","","5","4","",""
"wg","Jan2002","24","","9","","","12","3","","","3","","","5","1","","","2","","","2","1","",""
"wg","Feb2002","94","23","39","","","35","14","6","","5","","","6","3","1","","5","","","3","2","1",""
"wg","Mar2002","67","","20","","","27","20","","","4","","","5","4","","","3","","","4","4","",""
"wg","Apr2002","53","","12","","","19","22","","","2","","","4","3","","","2","","","2","2","",""
"wg","May2002","10","","2","","","6","2","","","2","","","4","1","","","2","","","2","1","",""
"wg","Jun2002","27","","14","","","8","5","","","3","","","4","1","","","3","","","2","1","",""
"wg","Jul2002","15","","2","","","9","4","","","2","","","5","1","","","2","","","3","1","",""
"wg","Aug2002","18","","1","","","12","5","","","1","","","5","3","","","1","","","4","2","",""
"wg","Sep2002","22","","8","","","5","9","","","6","","","3","3","","","6","","","2","2","",""
"wg","Oct2002","96","5","21","","","38","37","","","4","","","8","4","","","4","","","4","3","",""
"wg","Nov2002","161","17","39","","4","73","36","9","","10","","1","10","3","2","","9","","1","6","2","2",""
"wg","Dec2002","181","16","77","","","65","28","11","","8","","","8","5","1","","7","","","6","3","1",""
"wg","Jan2003","33","1","15","","","12","6","","","6","","","4","1","","","5","","","3","1","",""
"wg","Feb2003","47","2","14","","","25","6","2","","4","","","7","2","1","","4","","","4","1","1",""
"wg","Mar2003","79","4","39","","","25","11","4","","4","","","5","1","2","","3","","","3","1","2",""
"wg","Apr2003","66","1","17","","","38","10","1","","4","","","5","2","1","","4","","","3","1","1",""
"l2tpext","Dec1999","13","","13","","","","","","","5","","","","","","","5","","","","","",""
"l2tpext","Jan2000","74","","73","1","","","","","","12","1","","","","","","11","1","","","","",""
"l2tpext","Feb2000","29","","29","","","","","","","11","","","","","","","9","","","","","",""
"l2tpext","Mar2000","40","1","40","","","","","","","15","","","","","","","12","","","","","",""
"l2tpext","Apr2000","64","1","63","1","","","","","","19","1","","","","","","16","1","","","","",""
"l2tpext","May2000","34","3","33","1","","","","","","19","1","","","","","","16","1","","","","",""
"l2tpext","Jun2000","20","","19","1","","","","","","11","1","","","","","","9","1","","","","",""
"l2tpext","Jul2000","61","","60","1","","","","","","19","1","","","","","","16","1","","","","",""
"l2tpext","Aug2000","49","1","41","8","","","","","","17","3","","","","","","15","3","","","","",""
"l2tpext","Sep2000","22","2","18","4","","","","","","6","2","","","","","","6","2","","","","",""
"l2tpext","Oct2000","18","2","15","3","","","","","","9","2","","","","","","9","2","","","","",""
"l2tpext","Nov2000","46","11","43","3","","","","","","17","1","","","","","","13","1","","","","",""
"l2tpext","Dec2000","24","7","20","3","1","","","","","5","1","1","","","","","4","1","1","","","",""
"l2tpext","Jan2001","111","2","111","","","","","","","19","","","","","","","15","","","","","",""
"l2tpext","Feb2001","22","2","20","1","1","","","","","8","1","1","","","","","4","1","1","","","",""
"l2tpext","Mar2001","73","","72","1","","","","","","13","1","","","","","","9","1","","","","",""
"l2tpext","Apr2001","28","3","26","2","","","","","","13","2","","","","","","10","2","","","","",""
"l2tpext","May2001","98","1","91","3","4","","","","","21","3","2","","","","","16","3","2","","","",""
"l2tpext","Jun2001","103","2","103","","","","","","","21","","","","","","","18","","","","","",""
"l2tpext","Jul2001","41","1","39","","2","","","","","16","","1","","","","","13","","1","","","",""
"l2tpext","Aug2001","83","4","70","11","2","","","","","15","1","2","","","","","14","1","2","","","",""
"l2tpext","Sep2001","29","1","28","","1","","","","","11","","1","","","","","8","","1","","","",""
"l2tpext","Oct2001","9","","8","","1","","","","","6","","1","","","","","4","","1","","","",""
"l2tpext","Nov2001","39","","38","","1","","","","","9","","1","","","","","7","","1","","","",""
"l2tpext","Dec2001","37","2","36","1","","","","","","13","1","","","","","","12","1","","","","",""
"l2tpext","Jan2002","10","","10","","","","","","","5","","","","","","","4","","","","","",""
"l2tpext","Feb2002","17","","17","","","","","","","4","","","","","","","3","","","","","",""
"l2tpext","Mar2002","23","","23","","","","","","","8","","","","","","","5","","","","","",""
"l2tpext","Apr2002","15","","15","","","","","","","7","","","","","","","7","","","","","",""
"l2tpext","May2002","30","","30","","","","","","","9","","","","","","","7","","","","","",""
"l2tpext","Jun2002","9","","9","","","","","","","5","","","","","","","3","","","","","",""
"l2tpext","Jul2002","22","","22","","","","","","","5","","","","","","","4","","","","","",""
"l2tpext","Aug2002","21","5","16","","","","","5","","4","","","","","1","","3","","","","","1",""
"l2tpext","Sep2002","4","2","2","","","","","2","","2","","","","","1","","2","","","","","1",""
"l2tpext","Oct2002","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"l2tpext","Dec2002","4","","4","","","","","","","2","","","","","","","1","","","","","",""
"l2tpext","Jan2003","6","2","4","","","","","2","","2","","","","","1","","1","","","","","1",""
"l2tpext","Feb2003","6","","6","","","","","","","4","","","","","","","3","","","","","",""
"l2tpext","Mar2003","3","","1","2","","","","","","1","1","","","","","","1","1","","","","",""
"l2tpext","Apr2003","5","3","2","","","","","3","","2","","","","","1","","2","","","","","1",""
"l2tpext","May2003","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"l2tpext","Jun2003","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"l2tpext","Jul2003","5","","5","","","","","","","2","","","","","","","2","","","","","",""
"l2tpext","Aug2003","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"l2tpext","Sep2003","10","","8","2","","","","","","3","2","","","","","","3","2","","","","",""
"l2tpext","Oct2003","6","","5","1","","","","","","2","1","","","","","","2","1","","","","",""
"l2tpext","Nov2003","6","","3","3","","","","","","1","1","","","","","","1","1","","","","",""
"l2tpext","Dec2003","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"l2tpext","Jan2004","8","","6","2","","","","","","3","1","","","","","","3","1","","","","",""
"l2tpext","Mar2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"l2tpext","Jun2004","3","","3","","","","","","","1","","","","","","","1","","","","","",""
"l2tpext","Jul2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"ldapbis","Dec2000","51","","13","10","26","2","","","","4","1","2","1","","","","4","1","2","1","","",""
"ldapbis","Jan2001","121","15","79","1","40","1","","","","11","1","1","1","","","","11","1","1","1","","",""
"ldapbis","Feb2001","78","14","41","4","32","1","","","","8","1","1","1","","","","8","1","1","1","","",""
"ldapbis","Mar2001","61","4","25","4","29","3","","","","9","1","1","2","","","","8","1","1","2","","",""
"ldapbis","Apr2001","71","6","30","","39","2","","","","12","","2","2","","","","11","","2","2","","",""
"ldapbis","May2001","20","1","8","","11","1","","","","5","","1","1","","","","5","","1","1","","",""
"ldapbis","Jun2001","17","","4","","13","","","","","3","","2","","","","","3","","2","","","",""
"ldapbis","Jul2001","25","2","17","","8","","","","","8","","1","","","","","7","","1","","","",""
"ldapbis","Aug2001","22","2","16","","5","1","","","","9","","1","1","","","","7","","1","1","","",""
"ldapbis","Sep2001","17","4","4","","9","4","","","","3","","2","2","","","","3","","2","2","","",""
"ldapbis","Oct2001","18","1","13","","5","","","","","5","","1","","","","","5","","1","","","",""
"ldapbis","Nov2001","46","1","14","7","23","2","","","","6","1","2","1","","","","5","1","2","1","","",""
"ldapbis","Dec2001","26","5","15","1","9","1","","","","6","1","3","1","","","","5","1","3","1","","",""
"ldapbis","Jan2002","11","1","3","1","6","1","","","","3","1","2","1","","","","3","1","2","1","","",""
"ldapbis","Feb2002","89","14","55","","31","3","","","","9","","3","1","","","","8","","3","1","","",""
"ldapbis","Mar2002","105","21","53","","43","9","","","","8","","2","1","","","","8","","2","1","","",""
"ldapbis","Apr2002","74","25","33","","21","20","","","","8","","2","1","","","","8","","2","1","","",""
"ldapbis","May2002","35","4","15","","15","5","","","","7","","2","2","","","","7","","2","2","","",""
"ldapbis","Jun2002","7","2","2","","4","1","","","","2","","1","1","","","","2","","1","1","","",""
"ldapbis","Jul2002","38","2","20","","14","4","","","","5","","2","2","","","","5","","2","2","","",""
"ldapbis","Aug2002","39","5","11","","22","6","","","","4","","2","2","","","","4","","2","2","","",""
"ldapbis","Sep2002","18","3","8","","8","2","","","","5","","1","1","","","","5","","1","1","","",""
"ldapbis","Oct2002","21","1","11","","9","1","","","","4","","1","1","","","","4","","1","1","","",""
"ldapbis","Nov2002","137","58","61","","25","9","","42","","11","","1","2","","1","","8","","1","2","","1",""
"ldapbis","Dec2002","67","26","20","1","28","1","","17","","9","1","3","1","","1","","7","1","3","1","","1",""
"ldapbis","Jan2003","116","52","47","","25","2","","42","","11","","3","1","","1","","11","","3","1","","1",""
"ldapbis","Feb2003","72","25","15","","37","3","","17","","5","","2","2","","1","","4","","2","2","","1",""
"ldapbis","Mar2003","26","2","12","","13","1","","","","6","","3","1","","","","5","","3","1","","",""
"ldapbis","Apr2003","46","4","33","","10","","","3","","8","","1","","","1","","6","","1","","","1",""
"ldapbis","May2003","114","19","54","","45","1","","14","","11","","3","1","","1","","7","","3","1","","1",""
"ldapbis","Jun2003","162","24","71","23","41","5","4","18","","10","2","3","1","1","1","","9","2","3","1","1","1",""
"ldapbis","Jul2003","51","8","31","1","14","2","","3","","8","1","1","2","","1","","6","1","1","2","","1",""
"ldapbis","Aug2003","33","3","22","2","5","2","","2","","6","1","1","1","","1","","5","1","1","1","","1",""
"ldapbis","Sep2003","77","31","34","","14","","","29","","10","","2","","","1","","9","","2","","","1",""
"ldapbis","Oct2003","112","33","70","","28","4","","10","","8","","1","2","","1","","7","","1","2","","1",""
"ldapbis","Nov2003","63","17","37","","10","","","16","","9","","2","","","1","","7","","1","","","1",""
"ldapbis","Dec2003","115","55","35","","28","","","52","","7","","1","","","1","","6","","1","","","1",""
"ldapbis","Jan2004","36","11","14","","11","","","11","","5","","1","","","1","","5","","1","","","1",""
"ldapbis","Feb2004","72","11","33","","30","","","9","","8","","2","","","1","","7","","2","","","1",""
"ldapbis","Mar2004","120","46","29","","45","1","","45","","8","","1","1","","1","","6","","1","1","","1",""
"ldapbis","Apr2004","67","16","26","","24","1","","16","","3","","1","1","","1","","3","","1","1","","1",""
"ldapbis","May2004","97","24","44","","35","","","18","","7","","1","","","1","","6","","1","","","1",""
"ldapbis","Jun2004","46","14","13","","17","9","","7","","4","","2","2","","1","","3","","2","2","","1",""
"ldapbis","Jul2004","11","4","4","","4","","","3","","3","","2","","","1","","3","","2","","","1",""
"ldapext","Mar1998","3","","2","","","","1","","","2","","","","1","","","2","","","","1","",""
"ldapext","Aug1999","162","44","105","5","14","22","6","10","","26","1","2","2","1","1","","18","1","2","2","1","1",""
"ldapext","Sep1999","89","7","74","","4","8","2","1","","24","","2","3","1","1","","16","","2","3","1","1",""
"ldapext","Oct1999","217","31","173","9","11","15","7","2","","36","1","1","1","2","2","","21","1","1","1","2","2",""
"ldapext","Nov1999","209","19","144","30","26","4","4","1","","28","1","2","2","1","1","","18","1","2","2","1","1",""
"ldapext","Dec1999","73","3","45","10","14","4","","","","18","1","1","2","","","","13","1","1","2","","",""
"ldapext","Jan2000","37","","30","1","2","4","","","","10","1","1","1","","","","9","1","1","1","","",""
"ldapext","Feb2000","135","8","80","1","42","12","","","","24","1","2","2","","","","15","1","2","2","","",""
"ldapext","Mar2000","88","7","70","","14","4","","","","26","","1","2","","","","17","","1","2","","",""
"ldapext","Apr2000","41","1","33","2","5","1","","","","13","1","1","1","","","","10","1","1","1","","",""
"ldapext","May2000","52","2","34","","15","2","1","","","15","","2","2","1","","","9","","2","2","1","",""
"ldapext","Jun2000","120","13","60","","44","16","","","","22","","2","5","","","","14","","2","5","","",""
"ldapext","Jul2000","245","65","135","5","55","48","2","","","25","2","3","3","1","","","17","2","3","3","1","",""
"ldapext","Aug2000","112","24","49","","40","20","1","2","","19","","1","5","1","1","","15","","1","5","1","1",""
"ldapext","Sep2000","113","8","84","4","18","7","","","","16","2","1","2","","","","11","2","1","2","","",""
"ldapext","Oct2000","146","24","100","3","29","11","3","","","18","2","2","1","1","","","13","2","2","1","1","",""
"ldapext","Nov2000","42","2","35","1","5","1","","","","11","1","2","1","","","","9","1","2","1","","",""
"ldapext","Dec2000","78","10","46","4","16","11","1","","","19","2","1","2","1","","","12","2","1","2","1","",""
"ldapext","Jan2001","94","","64","5","25","","","","","16","2","1","","","","","13","2","1","","","",""
"ldapext","Feb2001","57","5","33","2","16","2","3","1","","11","2","2","1","1","1","","11","2","2","1","1","1",""
"ldapext","Mar2001","159","9","87","2","56","6","1","7","","16","1","2","2","1","1","","13","1","2","2","1","1",""
"ldapext","Apr2001","158","2","88","","67","1","1","1","","17","","2","1","1","1","","16","","2","1","1","1",""
"ldapext","May2001","29","3","19","1","7","","","2","","8","1","1","","","1","","7","1","1","","","1",""
"ldapext","Jun2001","15","1","10","","5","","","","","9","","2","","","","","7","","2","","","",""
"ldapext","Jul2001","80","6","50","10","20","","","","","14","3","1","","","","","12","3","1","","","",""
"ldapext","Aug2001","16","2","12","2","","1","","1","","7","1","","1","","1","","7","1","","1","","1",""
"ldapext","Sep2001","3","","1","2","","","","","","1","1","","","","","","1","1","","","","",""
"ldapext","Oct2001","8","3","1","1","3","","","3","","1","1","1","","","2","","1","1","1","","","2",""
"ldapext","Nov2001","14","3","7","3","4","","","","","4","1","1","","","","","3","1","1","","","",""
"ldapext","Dec2001","11","3","7","","4","","","","","3","","2","","","","","3","","2","","","",""
"ldapext","Jan2002","4","2","2","","","","2","","","2","","","","1","","","2","","","","1","",""
"ldapext","Feb2002","31","5","14","3","5","9","","","","5","2","2","2","","","","5","2","2","2","","",""
"ldapext","Mar2002","12","5","7","2","1","","2","","","6","1","1","","1","","","6","1","1","","1","",""
"ldapext","Apr2002","16","4","14","","","","","2","","5","","","","","1","","5","","","","","1",""
"ldapext","May2002","23","7","13","","1","2","5","2","","7","","1","1","1","1","","7","","1","1","1","1",""
"ldapext","Aug2002","47","9","24","","12","4","","7","","8","","2","2","","2","","8","","2","2","","2",""
"ldapext","Sep2002","50","2","7","","41","","","2","","5","","2","","","1","","5","","2","","","1",""
"ldapext","Oct2002","38","","16","","21","1","","","","6","","2","1","","","","6","","2","1","","",""
"ldapext","Nov2002","20","4","12","","5","1","","2","","8","","2","1","","1","","8","","2","1","","1",""
"ldapext","Dec2002","13","3","11","","2","","","","","6","","1","","","","","6","","1","","","",""
"ldapext","Feb2003","21","13","7","","1","6","","7","","4","","1","1","","1","","4","","1","1","","1",""
"ldapext","Mar2003","15","2","12","","3","","","","","4","","1","","","","","4","","1","","","",""
"ldapext","Apr2003","27","","25","","2","","","","","8","","1","","","","","8","","1","","","",""
"ldapext","May2003","21","7","11","","7","","","3","","6","","1","","","3","","6","","1","","","3",""
"ldapext","Jun2003","6","2","2","","2","","","2","","2","","1","","","1","","2","","1","","","1",""
"ldapext","Jul2003","28","8","16","","4","5","","3","","6","","1","1","","2","","5","","1","1","","2",""
"ldapext","Aug2003","4","2","2","","","2","","","","2","","","2","","","","2","","","2","","",""
"ldapext","Sep2003","10","5","9","","1","","","","","5","","1","","","","","4","","1","","","",""
"ldapext","Oct2003","20","1","17","","3","","","","","6","","1","","","","","6","","1","","","",""
"ldapext","Nov2003","31","8","27","","4","","","","","8","","2","","","","","7","","2","","","",""
"ldapext","Dec2003","14","8","2","","6","","","6","","1","","1","","","1","","1","","1","","","1",""
"ldapext","Jan2004","7","2","4","","1","","","2","","2","","1","","","1","","2","","1","","","1",""
"ldapext","Feb2004","7","","7","","","","","","","3","","","","","","","3","","","","","",""
"ldapext","Mar2004","36","2","29","","7","","","","","8","","1","","","","","7","","1","","","",""
"ldapext","Apr2004","26","4","15","","8","","","3","","6","","1","","","1","","5","","1","","","1",""
"ldapext","May2004","32","14","17","","7","1","","7","","8","","2","1","","1","","6","","2","1","","1",""
"ldapext","Jun2004","72","5","54","","15","","","3","","7","","1","","","1","","4","","1","","","1",""
"ldapext","Jul2004","8","2","6","","2","","","","","3","","1","","","","","3","","1","","","",""
"ldup","Dec1997","10","7","3","","","","","7","","3","","","","","2","","3","","","","","2",""
"ldup","Jan1998","9","4","5","","","","","4","","4","","","","","1","","4","","","","","1",""
"ldup","Feb1998","5","2","5","","","","","","","4","","","","","","","4","","","","","",""
"ldup","Mar1998","18","2","16","","","","","2","","7","","","","","1","","5","","","","","1",""
"ldup","Apr1998","69","17","64","","","5","","","","14","","","1","","","","10","","","1","","",""
"ldup","Jun1998","4","4","1","","","","","3","","1","","","","","1","","1","","","","","1",""
"ldup","Jul1998","4","2","4","","","","","","","2","","","","","","","2","","","","","",""
"ldup","Aug1998","17","6","17","","","","","","","5","","","","","","","4","","","","","",""
"ldup","Sep1998","9","4","9","","","","","","","4","","","","","","","4","","","","","",""
"ldup","Oct1998","2","1","2","","","","","","","2","","","","","","","2","","","","","",""
"ldup","Nov1998","13","1","11","","","1","","1","","8","","","1","","1","","6","","","1","","1",""
"ldup","Dec1998","42","13","41","","","","","1","","11","","","","","1","","9","","","","","1",""
"ldup","Jan1999","24","17","19","","","5","","","","6","","","1","","","","6","","","1","","",""
"ldup","Feb1999","9","4","9","","","","","","","5","","","","","","","5","","","","","",""
"ldup","Mar1999","29","4","14","","13","2","","","","8","","2","1","","","","8","","2","1","","",""
"ldup","Apr1999","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"ldup","May1999","20","2","20","","","","","","","7","","","","","","","6","","","","","",""
"ldup","Jun1999","40","8","39","","","1","","","","8","","","1","","","","7","","","1","","",""
"ldup","Jul1999","14","7","9","","","5","","","","7","","","2","","","","6","","","1","","",""
"ldup","Aug1999","20","4","17","","1","2","","","","7","","1","1","","","","6","","1","1","","",""
"ldup","Sep1999","14","2","12","","2","","","","","7","","1","","","","","5","","1","","","",""
"ldup","Oct1999","19","4","19","","","","","","","11","","","","","","","10","","","","","",""
"ldup","Nov1999","15","1","9","","6","","","","","6","","2","","","","","5","","2","","","",""
"ldup","Dec1999","9","","9","","","","","","","5","","","","","","","5","","","","","",""
"ldup","Jan2000","4","","4","","","","","","","4","","","","","","","4","","","","","",""
"ldup","Feb2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"ldup","Mar2000","31","3","27","","4","","","","","12","","1","","","","","8","","1","","","",""
"ldup","Apr2000","13","4","12","","1","","","","","5","","1","","","","","5","","1","","","",""
"ldup","Jun2000","20","3","8","3","9","","","","","6","1","2","","","","","6","1","2","","","",""
"ldup","Jul2000","57","10","27","","27","3","","","","11","","2","1","","","","10","","2","1","","",""
"ldup","Aug2000","43","6","22","","20","1","","","","8","","2","1","","","","8","","2","1","","",""
"ldup","Sep2000","2","","1","","1","","","","","1","","1","","","","","1","","1","","","",""
"ldup","Oct2000","19","6","13","","4","2","","","","6","","2","1","","","","6","","2","1","","",""
"ldup","Nov2000","15","","11","1","3","","","","","5","1","1","","","","","5","1","1","","","",""
"ldup","Dec2000","9","","8","","1","","","","","5","","1","","","","","5","","1","","","",""
"ldup","Jan2001","21","","18","","3","","","","","8","","2","","","","","7","","2","","","",""
"ldup","Feb2001","120","4","59","15","46","","","","","10","1","2","","","","","7","1","2","","","",""
"ldup","Mar2001","48","5","30","4","14","","","","","10","2","2","","","","","7","2","2","","","",""
"ldup","Apr2001","51","5","25","8","18","","","","","9","2","2","","","","","5","2","2","","","",""
"ldup","May2001","8","","6","","2","","","","","4","","1","","","","","3","","1","","","",""
"ldup","Jun2001","38","","15","16","7","","","","","5","1","1","","","","","3","1","1","","","",""
"ldup","Jul2001","34","2","13","12","9","","","","","8","1","1","","","","","6","1","1","","","",""
"ldup","Aug2001","23","1","15","5","3","","","","","8","2","2","","","","","7","2","2","","","",""
"ldup","Sep2001","26","6","21","1","4","","","","","8","1","1","","","","","7","1","1","","","",""
"ldup","Oct2001","12","2","9","2","1","","","","","7","1","1","","","","","5","1","1","","","",""
"ldup","Nov2001","103","1","51","19","33","","","","","11","2","1","","","","","10","2","1","","","",""
"ldup","Dec2001","52","10","33","7","12","","","","","7","2","2","","","","","6","2","2","","","",""
"ldup","Jan2002","29","8","22","4","3","","","","","4","1","2","","","","","4","1","2","","","",""
"ldup","Feb2002","25","3","18","4","3","","","","","6","2","2","","","","","5","2","2","","","",""
"ldup","Mar2002","40","2","20","9","11","","","","","11","2","1","","","","","10","2","1","","","",""
"ldup","Apr2002","26","","16","3","7","","","","","6","1","2","","","","","5","1","2","","","",""
"ldup","Jun2002","7","","4","2","1","","","","","4","2","1","","","","","4","2","1","","","",""
